CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	Unnamed: 66
3	Broyden	-91.13063799	-103.12	19.8028528	YY	12	0.2278269265	parameters	sharp_wc_2_b_50	6	2	1.260673853	-4.140263777	1.942893726	0.272604511	0.003348775084	-4.616534009	1.79559767	0.3075847804	0.005183658349	-4.614327097	1.795499319	0.3072528637	0.005172126867	0.344452073	0.001840000101	-4.32460761	1.553271449	a248bdd	2x2_2C_8b_C2v_L	12.445	1.224298319	2	1.666661892	1.2242983189354697	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9494053281	-0.6762435257	0.09297921716	-0.2417695032	1.35460817	-1.607362649	0.1550671782	-0.2533868359	1.354268002	-1.607796217	-0.1549341844	0.2531070761	0.1718280059	-0.1496913013	1.755602456	-2.657879118	2024-07-30@09:30	1.5	-0.5640908981	1	-3.505178937e-16	-0.1774022985	1	1.414337053e-16	0.06044646248	v2.7.1	
3	Broyden	-91.08460915	-103.04	19.802683	YY	12	0.2277938066	parameters	sharp_wc_2_b_50	6	2	1.260669822	-4.13965478	1.942925155	0.2781642205	0.003366848198	-4.609791453	1.795497929	0.3123325638	0.005175382858	-4.613179098	1.795654959	0.3128804284	0.005195303786	0.349210426	0.001840896301	-4.320064343	1.553290125	a248bdd	2x2_2C_8b_C2v_L	12.44	1.22426335	2	1.666652387	1.224263349951147	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9498393754	-0.6760898265	0.09326185177	-0.2424329943	1.354291218	-1.60784766	0.1550327461	-0.2531921795	1.354814336	-1.607146775	-0.1552689681	0.2536775387	0.1719354593	-0.1497505239	1.755648834	-2.657839373	2024-07-30@09:32	1.5	-0.5641082645	1	7.914610207999999e-17	-0.1774106298	1	-1.585885741e-16	0.06044842902	v2.7.1	
4	Broyden	-91.06379967	-102.96	19.80242682	YY	12	0.2276607997	parameters	sharp_wc_2_b_50	6	2	1.260663093	-4.137965645	1.942938812	0.2847046729	0.003382357949	-4.610939017	1.795665767	0.3178511413	0.005192512563	-4.613952752	1.795789974	0.3184019266	0.005209096545	0.3557337806	0.001848067368	-4.318873554	1.553474583	a248bdd	2x2_2C_8b_C2v_L	12.435	1.224124707	2	1.666629808	1.2241247073685575	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.950179635	-0.676083895	0.09360272407	-0.2430223182	1.355171905	-1.607327293	0.1554461084	-0.2536429659	1.355647258	-1.606794171	-0.1556501657	0.2540440792	0.1724207927	-0.1500566238	1.756441394	-2.657402897	2024-07-30@09:34	1.5	-0.5641319545	1	-2.0525251929999998e-16	-0.1774222239	1	-6.943187401999999e-17	0.06045054063	v2.7.1	
3	Broyden	-91.01850037	-102.88	19.80227157	YY	12	0.2276051548	parameters	sharp_wc_2_b_50	6	2	1.260659375	-4.133090038	1.94294067	0.2887030991	0.003379608477	-4.609310699	1.795761413	0.3230511301	0.005203321967	-4.611721216	1.795856144	0.3246299198	0.005218301375	0.3617752451	0.001851515655	-4.314827588	1.553521605	a248bdd	2x2_2C_8b_C2v_L	12.43	1.224066855	2	1.666616846	1.2240668550986893	1.0000000000000002	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9501300587	-0.6760929204	0.09356288573	-0.2429195551	1.355638633	-1.607030291	0.1556713495	-0.2539165912	1.356031025	-1.606628582	-0.155921423	0.2542978906	0.1726439989	-0.1502055354	1.756619588	-2.657275589	2024-07-30@09:36	1.5	-0.5641481692	1	-4.2043602419999995e-16	-0.1774285732	1	1.069114677e-16	0.06045176539	v2.7.1	
4	Broyden	-90.98960128	-102.8	19.80207686	YY	12	0.2274934947	parameters	sharp_wc_2_b_50	6	2	1.260654135	-4.129724278	1.942938411	0.2946565814	0.003379182503	-4.609932939	1.795924498	0.3304170586	0.005224903834	-4.610724838	1.795931364	0.3307669405	0.005228744322	0.3684599099	0.001861162667	-4.313584395	1.553711023	a248bdd	2x2_2C_8b_C2v_L	12.425	1.223950178	2	1.666598854	1.223950177708138	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9503185353	-0.6761650488	0.09365551017	-0.2429263146	1.356457323	-1.606480792	0.1562116394	-0.2545043991	1.356603558	-1.606492254	-0.1562814401	0.2545946967	0.1732146908	-0.1505996706	1.757420087	-2.656821683	2024-07-30@09:38	1.5	-0.564165779	1	3.106669001e-16	-0.1774366682	1	2.776999614e-16	0.06045281585	v2.7.1	
3	Broyden	-90.93632299	-102.72	19.80186507	YY	12	0.2274542295	parameters	sharp_wc_2_b_50	6	2	1.26064934	-4.123813891	1.942935699	0.2998357154	0.003388940268	-4.606130968	1.795951118	0.3348332216	0.005223897003	-4.60865232	1.796032191	0.3362761122	0.005239934125	0.3736533978	0.001862286717	-4.308860045	1.553728544	a248bdd	2x2_2C_8b_C2v_L	12.42	1.223909347	2	1.666583257	1.2239093472744689	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9501369297	-0.6761973211	0.09381705995	-0.2432809359	1.356537009	-1.606458489	0.1562318986	-0.2544782398	1.356963007	-1.606144883	-0.1564975018	0.2548775719	0.1732800316	-0.1506458406	1.757405644	-2.656758272	2024-07-30@09:40	1.5	-0.5641889015	1	3.933227113e-16	-0.1774459792	1	2.9991662219999996e-16	0.06045498224	v2.7.1	
3	Broyden	-90.92497508	-102.64	19.80166131	YY	12	0.2273347492	parameters	sharp_wc_2_b_50	6	2	1.260643572	-4.129272336	1.942991391	0.3085271395	0.003424907409	-4.607994719	1.796127806	0.3425829522	0.005252810229	-4.606545181	1.796077853	0.3416117456	0.005245239611	0.3804276669	0.001868909065	-4.307210795	1.553875723	a248bdd	2x2_2C_8b_C2v_L	12.415	1.22378384	2	1.666567175	1.2237838404343298	1.0000000000000004	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9513385122	-0.6759635968	0.09449484552	-0.2446247184	1.357619715	-1.605878414	0.1568831147	-0.2552328916	1.35738193	-1.606079534	-0.1567496692	0.2550403714	0.1738325544	-0.1509693836	1.758132482	-2.65642115	2024-07-30@09:42	1.5	-0.5642053507	1	1.9361240539999997e-16	-0.1774563814	1	-1.5844812389999999e-16	0.06045674424	v2.7.1	
3	Broyden	-90.85856512	-102.56	19.80157054	YY	12	0.2273104632	parameters	sharp_wc_2_b_50	6	2	1.260641487	-4.116164035	1.942938107	0.3101843738	0.003393533282	-4.604717243	1.796189294	0.3476786898	0.005262655801	-4.604263995	1.796134518	0.3480998439	0.005255103815	0.386289133	0.001873428111	-4.302741109	1.55391883	a248bdd	2x2_2C_8b_C2v_L	12.41	1.223758632	2	1.666558467	1.2237586324838818	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9503693219	-0.6762557085	0.09397587246	-0.243465287	1.357833797	-1.605667469	0.157075869	-0.2554882203	1.357781305	-1.605958849	-0.1570143931	0.2553061162	0.1739756451	-0.1511148907	1.758207712	-2.656278525	2024-07-30@09:44	1.5	-0.5642156016	1	-3.2511900369999995e-16	-0.1774592349	1	-7.244838746e-17	0.06045722973	v2.7.1	
4	Broyden	-90.82049287	-102.48	19.80149613	YY	12	0.2272736475	parameters	sharp_wc_2_b_50	6	2	1.260639551	-4.119374882	1.942986011	0.319528115	0.003421091546	-4.601355982	1.796216816	0.3532914721	0.005265674481	-4.599576979	1.796154527	0.3530805698	0.005257955439	0.3911991483	0.001873503527	-4.298334424	1.553943346	a248bdd	2x2_2C_8b_C2v_L	12.405	1.223720269	2	1.666552778	1.2237202686843407	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9513171643	-0.6760256905	0.09450773439	-0.2445030205	1.358082702	-1.605616762	0.1571760454	-0.2555652124	1.35779936	-1.605867602	-0.1570873314	0.2553843179	0.1740954787	-0.1511602562	1.758321735	-2.65622594	2024-07-30@09:47	1.5	-0.5642224411	1	-5.981347087e-16	-0.1774626942	1	-3.27732052e-16	0.06045776114	v2.7.1	
3	Broyden	-90.77055653	-102.4	19.80139341	YY	12	0.2272319887	parameters	sharp_wc_2_b_50	6	2	1.260637057	-4.115282654	1.942989649	0.3243349515	0.003428687677	-4.596749622	1.796234236	0.3584157417	0.005260520401	-4.596676436	1.796212193	0.3582907215	0.005265435148	0.3970190394	0.001874870881	-4.294897756	1.554025947	a248bdd	2x2_2C_8b_C2v_L	12.4	1.223677115	2	1.666543773	1.223677115313893	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9514056319	-0.676033623	0.09463263791	-0.2447768021	1.358067159	-1.605567756	0.1571604374	-0.2554588655	1.358086551	-1.605695196	-0.157239602	0.2555716561	0.1742145785	-0.151217212	1.758628776	-2.656040814	2024-07-30@09:49	1.5	-0.5642329741	1	-6.824199365999999e-16	-0.1774670719	1	-2.0127544179999998e-17	0.06045866162	v2.7.1	
3	Broyden	-90.72973572	-102.32	19.8012966	YY	12	0.227166897	parameters	sharp_wc_2_b_50	6	2	1.260634433	-4.110365456	1.942986502	0.3303681546	0.003424531702	-4.593780754	1.796248503	0.3641325359	0.005265168843	-4.597679846	1.796392044	0.3656879222	0.005284485137	0.4024789547	0.001877992477	-4.291048944	1.554083242	a248bdd	2x2_2C_8b_C2v_L	12.395	1.223609383	2	1.666533889	1.2236093828372652	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9513919286	-0.6760772572	0.09464409263	-0.2446454338	1.358385487	-1.605651578	0.1573894372	-0.2555998389	1.359010189	-1.605057524	-0.1576728307	0.2560748492	0.17440464	-0.1513479652	1.758866822	-2.65587974	2024-07-30@09:51	1.5	-0.5642417568	1	-2.545042433e-16	-0.1774708553	1	-2.272423557e-17	0.06045909192	v2.7.1	
3	Broyden	-90.65640989	-102.24	19.80122874	YY	12	0.227174561	parameters	sharp_wc_2_b_50	6	2	1.260633188	-4.101379963	1.942967438	0.3323085464	0.003406297383	-4.588182749	1.796231155	0.3689138172	0.005265592375	-4.589324781	1.796326085	0.3694205608	0.005274439812	0.4089510979	0.00188391642	-4.287595729	1.554175732	a248bdd	2x2_2C_8b_C2v_L	12.39	1.223617336	2	1.666529476	1.2236173358637443	1.0000000000000004	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9508488558	-0.6761755305	0.09430361524	-0.2439628642	1.358260283	-1.60571505	0.1573602	-0.2556022738	1.358406472	-1.605228768	-0.1574659816	0.2558318352	0.1746772714	-0.1515587875	1.759145122	-2.655700025	2024-07-30@09:53	1.5	-0.5642504874	1	3.687737771e-16	-0.1774736496	1	2.610745171e-16	0.0604598309	v2.7.1	
1	Broyden	-90.64198165	-102.16	19.80098955	YY	12	0.227043338	parameters	sharp_wc_2_b_50	6	2	1.260626848	-4.100523506	1.942985749	0.3388875625	0.0034173476	-4.588824578	1.79631713	0.3750897461	0.005274901917	-4.594839098	1.796639494	0.3775440435	0.005313159911	0.4152491718	0.001888995041	-4.284385862	1.554241597	a248bdd	2x2_2C_8b_C2v_L	12.385	1.223480406	2	1.666508195	1.223480406361991	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9513117281	-0.6761258696	0.09457089612	-0.2443889643	1.359090629	-1.605656368	0.1577722093	-0.2558677389	1.359989461	-1.60414295	-0.1582855345	0.2568282897	0.1750681735	-0.1518012951	1.759566789	-2.655495296	2024-07-30@09:54	1.5	-0.5642726558	1	3.3678974619999997e-16	-0.1774837391	1	8.434519593999999e-17	0.06046148749	v2.7.1	
4	Broyden	-90.5880117	-102.08	19.80092872	YY	12	0.2270166447	parameters	sharp_wc_2_b_50	6	2	1.260625251	-4.096930558	1.942990491	0.3439418617	0.00342581411	-4.58669297	1.796483461	0.3814807955	0.005292626892	-4.586528073	1.796464194	0.3813261268	0.005291842491	0.4211638071	0.001893347136	-4.281366386	1.554348621	a248bdd	2x2_2C_8b_C2v_L	12.38	1.2234524	2	1.666503299	1.2234524002706793	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9514624313	-0.6761272275	0.09471203281	-0.2446960994	1.359488252	-1.604856966	0.1580343575	-0.2563284377	1.359473131	-1.604960541	-0.158025224	0.2563045346	0.1753278194	-0.1519742203	1.759954792	-2.655266507	2024-07-30@09:57	1.5	-0.5642780935	1	-4.1886198089999997e-16	-0.1774868127	1	-2.2041043729999998e-16	0.06046201682	v2.7.1	
2	Broyden	-90.5536085	-102.0	19.8007876	YY	12	0.2269511856	parameters	sharp_wc_2_b_50	6	2	1.260621598	-4.096422624	1.943019886	0.3509890989	0.003441889266	-4.585642274	1.796593326	0.3868454377	0.005305619846	-4.584384968	1.796521711	0.3872216706	0.005297486096	0.4269607533	0.001895169645	-4.277528001	1.554389207	a248bdd	2x2_2C_8b_C2v_L	12.375	1.223383926	2	1.666492274	1.223383926386395	0.9999999999999996	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9519387133	-0.6759922304	0.0950316516	-0.2453007505	1.360074211	-1.604497243	0.1582994539	-0.2566537615	1.359892589	-1.604836543	-0.1582386172	0.2564644304	0.1755301251	-0.1520777406	1.760212261	-2.655172123	2024-07-30@09:58	1.5	-0.5642912744	1	1.8877527009999997e-16	-0.1774936059	1	-5.102510766e-17	0.06046346146	v2.7.1	
1	Broyden	-90.49031922	-101.92	19.80075884	YY	12	0.2269255972	parameters	sharp_wc_2_b_50	6	2	1.260620955	-4.088019683	1.942998606	0.3539758866	0.003424273415	-4.578490639	1.796532159	0.3910998132	0.00529222447	-4.580021495	1.796558915	0.3921750954	0.005295376007	0.4345745001	0.001904343272	-4.275795321	1.554563908	a248bdd	2x2_2C_8b_C2v_L	12.37	1.223357549	2	1.666487987	1.2233575485499908	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9515023099	-0.6761228004	0.09475639762	-0.2446569296	1.359691636	-1.604727896	0.1581172846	-0.2563419718	1.359951547	-1.604667217	-0.1582017139	0.2564223626	0.1760113886	-0.1524176409	1.760899345	-2.654813326	2024-07-30@10:00	1.5	-0.5642945922	1	-2.582086182e-16	-0.1774943316	1	-3.5834680429999997e-16	0.06046343477	v2.7.1	
2	Broyden	-90.46182954	-101.84	19.80059803	YY	12	0.2268352875	parameters	sharp_wc_2_b_50	6	2	1.260616705	-4.085051178	1.943004451	0.3603498463	0.003431714967	-4.580916587	1.796738728	0.3986421109	0.00531474405	-4.580783315	1.796673999	0.3995996294	0.005313688763	0.4392149034	0.00190408363	-4.2708974	1.554564001	a248bdd	2x2_2C_8b_C2v_L	12.365	1.223263647	2	1.666472753	1.2232636473153429	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9517291052	-0.6761294805	0.09494261298	-0.2449432873	1.360813845	-1.604052109	0.1586620501	-0.256933517	1.360846898	-1.604424509	-0.1587308272	0.2569116041	0.1760508237	-0.152431725	1.760908256	-2.654741703	2024-07-30@10:01	1.5	-0.5643096882	1	9.493007091999999e-17	-0.177500693	1	3.9187893279999997e-16	0.06046433893	v2.7.1	
2	Broyden	-90.36712806	-101.76	19.80063725	YY	12	0.2269073195	parameters	sharp_wc_2_b_50	6	2	1.260618421	-4.072542329	1.942972059	0.3615448687	0.00339645496	-4.570844473	1.796582239	0.4034148482	0.005303633155	-4.572181506	1.796631957	0.4030939263	0.00530611096	0.4438366369	0.001903834175	-4.265305191	1.554548512	a248bdd	2x2_2C_8b_C2v_L	12.36	1.2233388	2	1.666478029	1.2233387998688483	0.9999999999999996	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.9507834281	-0.6762548445	0.09430378232	-0.2436363954	1.360022777	-1.60462768	0.1584456231	-0.2566558979	1.360221926	-1.604421535	-0.1584357548	0.2567034107	0.1759052934	-0.1523726668	1.760754127	-2.654821484	2024-07-30@10:03	1.5	-0.5643093469	1	1.6460202639999999e-16	-0.1774984914	1	2.32366422e-16	0.06046440089	v2.7.1	
