CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1_ave	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
1	Broyden	-67.67573213	-72.16	18.09575189	YY	11.6	0.2506850017	parameters	sharp_wc_2_b_50	6	2	1.214035169	-2.151880642	1.893175293	0.0233460584	0.3829821125	0.1159301123	0.8871109596	-2.589127107	1.738085006	0.887239977	1.738042937	0.1466810248	0.01133341294	-2.409842477	1.369804059	a248bdd	2x2_2C_8b_C2v_L	10.51	1.235593699	2	1.615235425	1.235593699079915	1.0	new_boucle_param.py	R0:N12:S0:0.0749/R0:N14:S0:0.925	uncorrelated	-0.8695489906	0.9044202518	0.1310648614	-1.558179013	0.1956411438	-1.855442861	1.26493159	-1.702911224	-0.1956364502	1.85537377	1.264974808	-1.703111089	0.2019500637	-0.2825232404	1.716325314	-2.983343195	2024-08-02@20:35	1.5	-0.6971986389	1	1.313752217e-16	-0.2898510115	1	2.721052783e-16	0.08335524886	v2.7.1	
2	Broyden	-67.71176434	-72.24	18.11858053	YY	11.6	0.2505971189	parameters	sharp_wc_2_b_50	6	2	1.214655137	-2.152588283	1.893700846	0.02074496372	0.3790437328	0.1139796776	0.8792015061	-2.591332927	1.738053326	0.8792358692	1.738036067	0.1453785616	0.01123691629	-2.413808904	1.371835332	a248bdd	2x2_2C_8b_C2v_L	10.515	1.23567277	2	1.616124191	1.2356727699361612	1.0000000000000004	new_boucle_param.py	R0:N12:S0:0.0835/R0:N14:S0:0.917	uncorrelated	-0.8695357182	0.9018146126	0.1298418557	-1.544747251	0.1936480451	-1.836730423	1.265397711	-1.703992979	-0.1936278657	1.836669205	1.265408329	-1.704070579	0.2001199717	-0.2805423682	1.716592372	-2.97963967	2024-08-02@20:38	1.5	-0.6953681967	1	3.5663158e-16	-0.2885876046	1	7.937380161e-17	0.0832359209	v2.7.1	
4	Broyden	-67.75453153	-72.32	18.12714279	YY	11.6	0.2507682489	parameters	sharp_wc_2_b_50	6	2	1.214898407	-2.156385218	1.893961425	0.0204769175	0.377818779	0.1126260115	0.8850197381	-2.593633792	1.738435613	0.8850639624	1.738427596	0.14335656	0.01120539746	-2.417205513	1.37257817	a248bdd	2x2_2C_8b_C2v_L	10.52	1.235909519	2	1.616493627	1.2359095190201002	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.0769/R0:N14:S0:0.923	uncorrelated	-0.8696514681	0.9010536688	0.1297600929	-1.543360172	0.193006464	-1.840910716	1.265078309	-1.702740884	-0.1930264914	1.840932993	1.265093964	-1.702784374	0.1995295717	-0.2800145736	1.716313645	-2.978238318	2024-08-02@20:42	1.5	-0.6947156759	1	2.241926002e-16	-0.2881005991	1	7.627859592e-17	0.0831646004	v2.7.1	
5	Broyden	-67.80675426	-72.4	18.13876029	YY	11.6	0.2508795422	parameters	sharp_wc_2_b_50	6	2	1.215227557	-2.161077262	1.894428091	0.02015574618	0.3752620043	0.1117387664	0.885549546	-2.597155537	1.738880995	0.8855790001	1.738859665	0.1427894449	0.01116001521	-2.421896781	1.37388698	a248bdd	2x2_2C_8b_C2v_L	10.525	1.23611478	2	1.616934638	1.2361147798449312	1.0000000000000007	new_boucle_param.py	R0:N12:S0:0.076/R0:N14:S0:0.924	uncorrelated	-0.869995514	0.8991861514	0.1294927979	-1.538343834	0.1925026709	-1.838684936	1.265126133	-1.701636632	-0.1924599845	1.838582499	1.265133473	-1.701728172	0.1991500638	-0.2795133241	1.716396498	-2.975992643	2024-08-02@20:47	1.5	-0.6938565723	1	1.828677149e-17	-0.2873929931	1	5.182254005e-17	0.08306593838	v2.7.1	
5	Broyden	-67.83335113	-72.48	18.17561097	YY	11.6	0.250553663	parameters	sharp_wc_2_b_50	6	2	1.216252005	-2.158712242	1.89583832	0.01786163065	0.364911328	0.111898485	0.8472150061	-2.599823967	1.738912781	0.8473554594	1.738778266	0.1428449079	0.0109264548	-2.425381993	1.377728842	a248bdd	2x2_2C_8b_C2v_L	10.53	1.236099771	2	1.618112329	1.236099770649024	1.0000000000000004	new_boucle_param.py	R0:N12:S0:0.117/R0:N14:S0:0.883	uncorrelated	-0.8695406461	0.8912933942	0.1283757441	-1.509686951	0.1906049232	-1.783150397	1.265636745	-1.703926615	-0.1903833231	1.78249887	1.265681632	-1.704519515	0.197051221	-0.2763470907	1.716482819	-2.969989633	2024-08-02@20:51	1.5	-0.6911488016	1	-2.212593726e-16	-0.2850863215	1	-2.447396663e-16	0.08283448502	v2.7.1	
3	Broyden	-67.8910667	-72.56	18.17037701	YY	11.6	0.2509606024	parameters	sharp_wc_2_b_50	6	2	1.216113175	-2.166032944	1.895518527	0.01832804699	0.3683145864	0.1099803369	0.875233825	-2.603048948	1.739456469	0.8751869692	1.739480443	0.1405933859	0.01099285602	-2.429203275	1.37706784	a248bdd	2x2_2C_8b_C2v_L	10.535	1.236453326	2	1.618078496	1.2364533252752092	0.9999999999999997	new_boucle_param.py	R0:N12:S0:0.0865/R0:N14:S0:0.914	uncorrelated	-0.8700654268	0.8941073947	0.1284402859	-1.520729607	0.1906050399	-1.816893373	1.265330429	-1.701113111	-0.1906348976	1.816980849	1.265316483	-1.701005219	0.197193423	-0.2770993112	1.71621909	-2.970554516	2024-08-02@20:55	1.5	-0.691497587	1	3.952307443e-16	-0.2854738325	1	2.03252084e-16	0.08283349843	v2.7.1	
5	Broyden	-67.89747119	-72.64	18.17983047	YY	11.6	0.2511577759	parameters	sharp_wc_2_b_50	6	2	1.216370531	-2.163129641	1.895529857	0.01705796791	0.3674272518	0.1074979478	0.8845179829	-2.600380271	1.739288303	0.8842991185	1.739371756	0.1382877941	0.01097675325	-2.431654704	1.377506939	a248bdd	2x2_2C_8b_C2v_L	10.54	1.236709295	2	1.618556648	1.2367092946991802	0.9999999999999999	new_boucle_param.py	R0:N12:S0:0.0771/R0:N14:S0:0.923	uncorrelated	-0.8691056713	0.8940772495	0.1279197635	-1.518648195	0.1892032859	-1.821743535	1.264275725	-1.701416229	-0.1892625177	1.821961597	1.264209725	-1.701029472	0.1960871436	-0.2762432667	1.715815254	-2.969608712	2024-08-02@20:59	1.5	-0.6906906235	1	-9.824062547e-16	-0.2850332837	1	-3.927143458e-16	0.08278951836	v2.7.1	
8	Broyden	-67.97817857	-72.72	18.19914178	YY	11.6	0.2510925491	parameters	sharp_wc_2_b_50	6	2	1.216915233	-2.173157801	1.896549021	0.0167321247	0.3621590008	0.1077559705	0.8705531635	-2.607708579	1.739990072	0.870484439	1.740015651	0.1382280763	0.01084742237	-2.437694586	1.379951841	a248bdd	2x2_2C_8b_C2v_L	10.545	1.236810381	2	1.619169674	1.2368103810874902	1.0000000000000002	new_boucle_param.py	R0:N12:S0:0.0911/R0:N14:S0:0.909	uncorrelated	-0.8703363591	0.889572732	0.1277297164	-1.506474798	0.1887357629	-1.801945755	1.265230388	-1.700339695	-0.1887481789	1.802005706	1.265208785	-1.700219322	0.1954437174	-0.2749519544	1.716301549	-2.965668802	2024-08-02@21:06	1.5	-0.6893100956	1	-6.075289691e-16	-0.2837677041	1	-2.255300154e-16	0.08262204615	v2.7.1	
2	Broyden	-68.03667047	-72.8	18.20738308	YY	11.6	0.2512469154	parameters	sharp_wc_2_b_50	6	2	1.217151849	-2.176969498	1.896840988	0.01647964141	0.3612932776	0.1071178943	0.8738850319	-2.613329356	1.74070654	0.8742017123	1.740609966	0.1378657042	0.01080061157	-2.441840747	1.380838668	a248bdd	2x2_2C_8b_C2v_L	10.55	1.2370304	2	1.619495909	1.2370303994117393	1.0000000000000004	new_boucle_param.py	R0:N12:S0:0.0864/R0:N14:S0:0.914	uncorrelated	-0.8701921853	0.8886136194	0.1277463035	-1.50525326	0.188559679	-1.805370278	1.265508372	-1.698085149	-0.1885645326	1.805238682	1.265609258	-1.698553302	0.1952159954	-0.2745918227	1.716179318	-2.964079795	2024-08-02@21:08	1.5	-0.6887092551	1	1.304327404e-16	-0.2832571663	1	2.163956279e-17	0.08253764984	v2.7.1	
4	Broyden	-68.02960091	-72.88	18.22609242	YY	11.6	0.2512845381	parameters	sharp_wc_2_b_50	6	2	1.217653834	-2.175059157	1.897121039	0.01416238143	0.3577355586	0.1038038364	0.8755498489	-2.607680822	1.740154113	0.8758718609	1.740039973	0.1347309094	0.01073991372	-2.443540402	1.382051185	a248bdd	2x2_2C_8b_C2v_L	10.555	1.237197982	2	1.620302093	1.2371979817329368	1.0	new_boucle_param.py	R0:N12:S0:0.086/R0:N14:S0:0.914	uncorrelated	-0.8698895478	0.8871644362	0.1266105124	-1.494869925	0.1859891401	-1.795187832	1.264239518	-1.700138325	-0.1859363425	1.794931852	1.264336798	-1.700677006	0.1931048496	-0.2726647221	1.715734797	-2.961654137	2024-08-02@21:12	1.5	-0.6871411225	1	-8.196622919e-17	-0.282299268	1	3.928540212e-16	0.0824520876	v2.7.1	
7	Broyden	-68.12191465	-72.96	18.24550249	YY	11.6	0.2512056775	parameters	sharp_wc_2_b_50	6	2	1.218202451	-2.182865662	1.89809232	0.01390030514	0.3525242364	0.1045601445	0.859004571	-2.618363127	1.741007507	0.8589730717	1.740985403	0.1353556409	0.01061861048	-2.450144983	1.38455623	a248bdd	2x2_2C_8b_C2v_L	10.56	1.237285109	2	1.620895753	1.2372851090378667	1.0	new_boucle_param.py	R0:N12:S0:0.103/R0:N14:S0:0.897	uncorrelated	-0.8707588723	0.8826121524	0.1264343099	-1.48214788	0.1858711216	-1.773415139	1.26593936	-1.698909537	-0.1857749366	1.773208139	1.265926075	-1.69899235	0.1928675793	-0.2716987984	1.71651449	-2.957747293	2024-08-02@21:18	1.5	-0.6857730649	1	-1.597578282e-16	-0.2809925531	1	-7.786255951e-17	0.08227160988	v2.7.1	
3	Broyden	-68.17850493	-73.04	18.25702299	YY	11.6	0.251301771	parameters	sharp_wc_2_b_50	6	2	1.218547994	-2.187500345	1.89885636	0.0146931983	0.3484597399	0.1056208861	0.8486675709	-2.623627369	1.741720324	0.8487019286	1.741755955	0.1357585892	0.0105399067	-2.454434837	1.386219473	a248bdd	2x2_2C_8b_C2v_L	10.565	1.237499396	2	1.621192047	1.237499395908309	1.0000000000000002	new_boucle_param.py	R0:N12:S0:0.113/R0:N14:S0:0.887	uncorrelated	-0.8707551741	0.8789653717	0.1265658806	-1.474596553	0.1862485674	-1.762108538	1.265887168	-1.697340068	-0.1863797124	1.762406066	1.265901011	-1.697200369	0.193139292	-0.2714466257	1.71621071	-2.95534181	2024-08-02@21:22	1.5	-0.6850858431	1	-1.693714052e-17	-0.2801178004	1	2.41005322e-16	0.08213293188	v2.7.1	
10	Broyden	-68.21358665	-73.12	18.2746545	YY	11.6	0.251312271	parameters	sharp_wc_2_b_50	6	2	1.219017944	-2.191271124	1.899165446	0.01244174905	0.3461209112	0.1028372902	0.8507364824	-2.62390432	1.741686656	0.8507845783	1.74166446	0.1332354757	0.01045749196	-2.458047912	1.387525349	a248bdd	2x2_2C_8b_C2v_L	10.57	1.23762687	2	1.621951219	1.2376268694056338	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.111/R0:N14:S0:0.889	uncorrelated	-0.8712537629	0.8778401218	0.1257253741	-1.466697474	0.18420621	-1.754877984	1.265836617	-1.697820268	-0.184186924	1.754808217	1.265851277	-1.697923433	0.1912527794	-0.2695528355	1.716400484	-2.952740839	2024-08-02@21:29	1.5	-0.6835930843	1	-3.357406568e-16	-0.2792006329	1	-3.167225087e-16	0.08203409711	v2.7.1	
8	Broyden	-68.23482473	-73.2	18.28451913	YY	11.6	0.2514794968	parameters	sharp_wc_2_b_50	6	2	1.219291875	-2.191154653	1.899370502	0.01179166518	0.3442255407	0.1010001155	0.8572632298	-2.623619169	1.741735828	0.8572238393	1.741780239	0.1309446858	0.01038870496	-2.460443176	1.388255709	a248bdd	2x2_2C_8b_C2v_L	10.575	1.237868539	2	1.622382918	1.2378685389910213	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.104/R0:N14:S0:0.896	uncorrelated	-0.870823837	0.8770110411	0.1253020354	-1.463066636	0.1830643349	-1.756976652	1.265203114	-1.697713191	-0.1831613982	1.757217334	1.2651944	-1.697521727	0.1899866719	-0.2682892368	1.715807124	-2.951297663	2024-08-02@21:36	1.5	-0.682808509	1	2.449971998e-16	-0.2786596051	1	5.083978345e-17	0.08196083217	v2.7.1	
3	Broyden	-68.32036325	-73.28	18.30481933	YY	11.6	0.251381062	parameters	sharp_wc_2_b_50	6	2	1.219867662	-2.197214805	1.900386035	0.01136225653	0.3385155654	0.1020783829	0.8361552173	-2.633006379	1.742636639	0.8362489886	1.742565333	0.1335844119	0.01031972905	-2.468242263	1.390987539	a248bdd	2x2_2C_8b_C2v_L	10.58	1.237944177	2	1.622978159	1.237944176594546	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.125/R0:N14:S0:0.875	uncorrelated	-0.8712472648	0.8719313396	0.1250521469	-1.448341454	0.1832154848	-1.730984863	1.266409078	-1.696240974	-0.1831089795	1.730669035	1.266437487	-1.696562286	0.190668207	-0.2682397475	1.716874576	-2.947241741	2024-08-02@21:39	1.5	-0.6814021835	1	2.558674379e-16	-0.2772634909	1	-4.839321577e-17	0.0817672405	v2.7.1	
7	Broyden	-68.32584631	-73.36	18.31602331	YY	11.6	0.2515339022	parameters	sharp_wc_2_b_50	6	2	1.220163854	-2.19958392	1.900445051	0.009991538165	0.3373994551	0.09859069408	0.8493710816	-2.629136014	1.742346935	0.8493632812	1.742357673	0.1287332188	0.01022671781	-2.468062461	1.391309838	a248bdd	2x2_2C_8b_C2v_L	10.585	1.238170112	2	1.62354528	1.238170111288715	1.0000000000000002	new_boucle_param.py	R0:N12:S0:0.112/R0:N14:S0:0.888	uncorrelated	-0.8714244418	0.8722509159	0.1245609397	-1.446264154	0.1808935664	-1.736104895	1.265237049	-1.696979755	-0.1809177144	1.73616528	1.265235419	-1.696933472	0.1881897707	-0.2659947932	1.715683067	-2.945993254	2024-08-02@21:45	1.5	-0.6803951399	1	-1.208724454e-16	-0.2767615971	1	-1.944584464e-16	0.08171228419	v2.7.1	
8	Broyden	-68.38263561	-73.44	18.33457478	YY	11.6	0.251505607	parameters	sharp_wc_2_b_50	6	2	1.220677791	-2.203340613	1.901128821	0.00896021998	0.3330507632	0.09806624883	0.8382894448	-2.634243382	1.742750245	0.8382957086	1.742745694	0.1281799595	0.01011095106	-2.472739969	1.39322827	a248bdd	2x2_2C_8b_C2v_L	10.59	1.238287197	2	1.624189986	1.2382871965117683	1.0	new_boucle_param.py	R0:N12:S0:0.124/R0:N14:S0:0.876	uncorrelated	-0.8717075004	0.8688897046	0.1241269117	-1.43476308	0.1800646063	-1.718117836	1.265900463	-1.696690399	-0.1800576986	1.718097719	1.265902239	-1.696710923	0.1872803639	-0.2645608396	1.715935939	-2.942917354	2024-08-02@21:52	1.5	-0.6789996855	1	-6.269266075e-17	-0.2756033777	1	-3.092148906e-16	0.08156108366	v2.7.1	
2	Broyden	-68.47397297	-73.52	18.33608886	YY	11.6	0.251739993	parameters	sharp_wc_2_b_50	6	2	1.220744816	-2.211726038	1.901444212	0.0104351394	0.3332050889	0.09969331409	0.8396796249	-2.644297021	1.743909531	0.8397827429	1.743868994	0.129330723	0.01008544497	-2.478732445	1.393956357	a248bdd	2x2_2C_8b_C2v_L	10.595	1.238546401	2	1.624189636	1.2385464011915523	1.0	new_boucle_param.py	R0:N12:S0:0.12/R0:N14:S0:0.88	uncorrelated	-0.8721222159	0.8679606297	0.1247754765	-1.437641223	0.1816524465	-1.726793085	1.26673876	-1.692902205	-0.181631523	1.726692485	1.266770254	-1.693095593	0.1883342813	-0.2652809625	1.716107305	-2.941923181	2024-08-02@21:55	1.5	-0.6790389021	1	1.21923108e-16	-0.2753596579	1	-3.704844128e-17	0.08147873284	v2.7.1	
8	Broyden	-68.44588525	-73.6	18.36099859	YY	11.6	0.25168963	parameters	sharp_wc_2_b_50	6	2	1.221413234	-2.207989802	1.902003571	0.007474692065	0.3270666805	0.09545822754	0.8365960977	-2.635426947	1.743094816	0.8365822216	1.743114463	0.1251697093	0.009941117438	-2.47948053	1.395656221	a248bdd	2x2_2C_8b_C2v_L	10.6	1.238680624	2	1.625192463	1.2386806237244472	0.9999999999999997	new_boucle_param.py	R0:N12:S0:0.126/R0:N14:S0:0.874	uncorrelated	-0.8715243139	0.8648848224	0.123409499	-1.421135407	0.1779729225	-1.705028625	1.264903779	-1.696317631	-0.1780146714	1.705137421	1.264900581	-1.696231937	0.1851904732	-0.2619971446	1.715486817	-2.9388383	2024-08-02@22:02	1.5	-0.6769838422	1	-1.549695713e-17	-0.2740153263	1	1.765224676e-17	0.08134454747	v2.7.1	
