model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1
2x2_2C_8b_C2v_L	9.8415282	0	14	3.4161	6.4166055	0.97052353	-6.8633508	-1.3335276	-6.8651672	1.3419807	1.6086088	-6.1825597	12.82	1.2670712	0.00010916214	-8.3829855e-06	0.11206576	1.0715658e-05	4.9897827e-05	-8.3199819e-05	1.6599027e-05	2.0235618e-05	-0.057802548	1.8709966	4.0525575e-05	-1.871311	-0.11264272	0.17011266	-2.3769631	2.0342	1	0.236	1.3021242e-08	1.2836323	1.6663516	-0.49023414	-0.11944772	0.05158898	0.15778217	0.040391067	0.00064256718	1.8629328	1.9987886	1.8629296	0.0012195652	0.0008475925	1.6918859	1.1546804	-0.62099724	-0.0001217803	5.5708047e-06	-0.12527677	-7.692399e-06	-8.9635555e-05	0.00016658049	-7.4103994e-06	-1.8661214e-05	0.10611599	-1.3729578	-7.2909862e-05	1.373029	0.12572961	-0.1024316	2.2769132
2x2_2C_8b_C2v_L	9.8415147	0	14	3.4161	6.4317341	0.98133592	-6.8856255	-1.3694713	-6.8780084	1.3448414	1.611735	-6.1942856	12.83	1.2676962	1.9337031e-05	-5.5145368e-06	0.11552632	-1.941955e-06	-1.0125513e-05	5.8543339e-05	-1.2483876e-05	4.2607242e-06	-0.058857544	1.8731015	2.1938885e-05	-1.8718362	-0.11363391	0.17137926	-2.3774445	2.0342	1	0.236	2.1007248e-07	1.2836305	1.6663586	-0.49023071	-0.11945335	0.051591084	0.15775978	0.040389861	0.00065956863	1.8629542	1.9987377	1.8629596	0.001233933	0.00085714328	1.6918715	1.1546479	-0.62098493	-2.1670656e-05	4.1680507e-06	-0.12808175	2.2115694e-06	1.8242785e-05	-0.00011738794	7.9990287e-06	-4.9731521e-06	0.10756531	-1.3730117	-3.9481839e-05	1.3727666	0.12654716	-0.10304607	2.2769414
2x2_2C_8b_C2v_L	9.8415124	0	14	3.4161	6.446342	0.99462208	-6.8926844	-1.3539011	-6.8949394	1.3624163	1.6082668	-6.2054935	12.84	1.2682797	-7.2419538e-05	-2.145731e-05	0.11508573	2.8739787e-06	1.3916416e-05	-8.9636102e-05	1.84195e-05	-1.3448695e-05	-0.059936984	1.8726653	9.9062225e-05	-1.873045	-0.11570184	0.17207722	-2.3777661	2.0342	1	0.236	-3.2615333e-07	1.2836296	1.6663625	-0.49022852	-0.11945588	0.051592049	0.15775313	0.040389449	0.00067659859	1.8629582	1.9987445	1.8629561	0.0012644509	0.00086257155	1.6918704	1.1546364	-0.62098589	8.1137953e-05	1.5608576e-05	-0.12772656	-7.166434e-07	-2.4733019e-05	0.00018040072	-1.1562637e-05	1.3867394e-05	0.10900253	-1.3728502	-0.00017903552	1.3729257	0.12821416	-0.1033912	2.2769342
2x2_2C_8b_C2v_L	9.8414876	0	14	3.4161	6.4616103	1.004057	-6.9140015	-1.3839132	-6.9039215	1.352674	1.6192014	-6.2188163	12.85	1.2689176	-0.00010469685	-1.2762442e-05	0.1181484	-3.1358094e-06	-1.349056e-05	6.2840291e-05	-1.4764291e-05	-1.7562986e-05	-0.060984672	1.874591	4.8966117e-05	-1.8729285	-0.11573081	0.17408777	-2.3786428	2.0342	1	0.236	1.2185956e-07	1.2836278	1.6663691	-0.49022701	-0.11946141	0.051594223	0.15773526	0.04038644	0.00069395419	1.8629693	1.9986991	1.8629734	0.0012644555	0.00087801528	1.6918706	1.1546089	-0.62094931	0.00011698937	9.9037513e-06	-0.13018786	4.4625201e-06	2.4182903e-05	-0.00012612675	8.45672e-06	1.5238208e-05	0.11044514	-1.3729791	-8.821395e-05	1.3726783	0.12824171	-0.10436425	2.2769437
2x2_2C_8b_C2v_L	9.8414799	0	14	3.4161	6.4750623	1.0107947	-6.920725	-1.3679102	-6.9222024	1.3721744	1.6197052	-6.2306552	12.86	1.2693639	4.8538389e-05	7.1246887e-06	0.11766471	-3.0001356e-06	7.783109e-07	3.4623434e-05	-8.618516e-06	6.7080581e-06	-0.061772034	1.874106	-2.5361415e-05	-1.874352	-0.11801594	0.17514373	-2.3791313	2.0342	1	0.236	1.7761319e-07	1.2836268	1.6663735	-0.49022524	-0.11946446	0.051595416	0.15772762	0.040386189	0.00070643418	1.8629749	1.9987067	1.8629733	0.0012987034	0.00088625417	1.6918707	1.1545957	-0.62094194	-5.4287081e-05	-3.639434e-06	-0.12979893	1.7276636e-06	-1.4956356e-06	-6.9933049e-05	5.223426e-06	-7.1734881e-06	0.11147765	-1.3727917	4.6247621e-05	1.3728433	0.13008568	-0.10487893	2.2769456
2x2_2C_8b_C2v_L	9.8414731	0	14	3.4161	6.4904602	1.0243599	-6.9360891	-1.3754673	-6.933667	1.3691576	1.6212309	-6.2427304	12.87	1.2700335	-4.5622279e-05	1.636058e-05	0.11910273	-5.4414208e-06	-2.1284412e-05	-3.9030371e-05	6.7264441e-06	-7.6172711e-06	-0.06293499	1.875031	-7.1699243e-05	-1.8746346	-0.11858754	0.17633331	-2.379675	2.0342	1	0.236	-4.1240816e-08	1.2836256	1.6663784	-0.49022286	-0.1194679	0.051596743	0.15771443	0.040384679	0.00072530242	1.8629819	1.9986848	1.8629838	0.001307224	0.00089555073	1.6918722	1.1545759	-0.62093053	5.1063786e-05	-1.1214875e-05	-0.13097103	2.8840104e-06	3.8390921e-05	7.9237419e-05	-3.5455702e-06	6.9347331e-06	0.11301752	-1.3728206	0.00012997579	1.3727408	0.13055407	-0.10545879	2.2769351
2x2_2C_8b_C2v_L	9.8414635	0	14	3.4161	6.5100544	1.0480348	-6.9455731	-1.3677872	-6.950095	1.3822699	1.6305185	-6.256105	12.88	1.2711728	8.9364789e-06	2.4464847e-05	0.11927674	-1.1980241e-05	-6.0526311e-05	-6.1762875e-05	1.2942414e-05	4.8277246e-07	-0.064670397	1.8749965	-0.00010685133	-1.8757483	-0.12040059	0.17825259	-2.3805603	2.0342	1	0.236	-1.5320781e-07	1.2836242	1.6663847	-0.49022014	-0.11947207	0.051598394	0.15769941	0.040378177	0.00075410343	1.8629874	1.9986826	1.8629847	0.0013343847	0.00091045269	1.6918799	1.1545525	-0.62088154	-9.9891419e-06	-1.7886837e-05	-0.13110822	6.2709014e-06	0.00010970672	0.00012494544	-7.8700072e-06	1.9571903e-07	0.11532764	-1.3726952	0.00019428239	1.3728353	0.13200257	-0.10638378	2.2769116
2x2_2C_8b_C2v_L	9.8414557	0	14	3.4161	6.5242745	1.0566673	-6.966925	-1.3968257	-6.9613746	1.3785293	1.6265913	-6.2672326	12.89	1.2717039	-1.7252406e-05	-2.1861542e-05	0.12234919	4.8123895e-06	2.6187241e-05	-3.5741883e-05	8.6436366e-06	-3.7190655e-06	-0.0656297	1.8769368	9.443703e-05	-1.8760068	-0.12093046	0.17893102	-2.3808606	2.0342	1	0.236	-1.76132e-07	1.2836227	1.6663902	-0.49021695	-0.11947653	0.051600037	0.15768017	0.040378426	0.00076995439	1.8630054	1.9986363	1.8630101	0.0013422715	0.00091575532	1.6918706	1.1545252	-0.62088652	1.9328453e-05	1.6216282e-05	-0.13356134	-1.6429138e-06	-4.7419229e-05	7.2312771e-05	-5.602336e-06	4.3567587e-06	0.11658281	-1.3727685	-0.00017088375	1.3725866	0.13244179	-0.10671486	2.2769202
2x2_2C_8b_C2v_L	9.841477	0	14	3.4161	6.5421541	1.0724558	-6.9749242	-1.3813511	-6.9791993	1.3993369	1.6173871	-6.27701	12.9	1.2726479	0.00020365844	-1.2711469e-05	0.12196994	1.1936818e-05	4.7491305e-05	-7.5888664e-05	1.6939946e-05	4.3808483e-05	-0.067011894	1.8766359	4.8169815e-05	-1.8773768	-0.12326004	0.17904003	-2.3808373	2.0342	1	0.236	2.1863147e-07	1.2836222	1.6663943	-0.490212	-0.11947791	0.051600454	0.15767022	0.040375763	0.00079355069	1.8630179	1.9986418	1.8630097	0.0013769168	0.00091638404	1.6918596	1.1545109	-0.62088927	-0.00022629695	8.6773877e-06	-0.1332821	-7.5089384e-06	-8.5856429e-05	0.00015465293	-5.2840291e-06	-4.0341914e-05	0.11841869	-1.3725671	-8.7379665e-05	1.372739	0.13426569	-0.1067661	2.2769125
2x2_2C_8b_C2v_L	9.8414375	0	14	3.4161	6.5526142	1.0710787	-6.9931875	-1.3993707	-6.9920659	1.398156	1.625281	-6.2909593	12.91	1.2727424	-6.1491095e-05	-1.1424415e-05	0.12420382	-3.569762e-06	-1.4953035e-05	-0.00012823836	2.8114644e-05	-1.2337058e-05	-0.06739387	1.8780558	4.641079e-05	-1.877884	-0.12405117	0.18093616	-2.3818291	2.0342	1	0.236	-4.1831481e-07	1.2836202	1.6664001	-0.49021241	-0.11948404	0.051602913	0.1576517	0.040376335	0.00079914641	1.8630328	1.9986081	1.8630309	0.0013891254	0.00093166826	1.6918693	1.1544829	-0.62086558	6.8855503e-05	8.8176775e-06	-0.13505227	3.5397718e-06	2.7448379e-05	0.0002615869	-1.6982761e-05	1.3128652e-05	0.11886598	-1.3725874	-8.4405924e-05	1.37257	0.13491638	-0.10768941	2.2769163
2x2_2C_8b_C2v_L	9.8414452	0	14	3.4161	6.5697625	1.084485	-7.0061042	-1.4031421	-7.0067696	1.4033862	1.6225126	-6.3014361	12.92	1.2736068	-6.4366072e-05	-1.076498e-05	0.1252657	-1.4101743e-05	-5.8036261e-05	1.5559594e-05	-3.073472e-06	-1.6085994e-05	-0.068689282	1.878605	3.9825561e-05	-1.8786999	-0.12532835	0.1816091	-2.3820054	2.0342	1	0.236	-1.8435004e-07	1.2836193	1.666405	-0.49020842	-0.11948669	0.051603848	0.15764019	0.040374229	0.0008215455	1.8630398	1.9985923	1.8630434	0.001408967	0.00093666119	1.6918549	1.1544653	-0.62086247	7.1619322e-05	9.2053177e-06	-0.13588311	1.1834059e-05	0.00010570221	-3.2030229e-05	-6.5825966e-07	1.5250781e-05	0.12057998	-1.3725427	-7.2825381e-05	1.3725354	0.13594591	-0.10800569	2.2769295
2x2_2C_8b_C2v_L	9.8414299	0	14	3.4161	6.5876533	1.101793	-7.0232089	-1.4140774	-7.0166448	1.394609	1.6309847	-6.315414	12.93	1.2745522	2.0500526e-05	-6.3228091e-06	0.12704145	-1.8139737e-05	-7.5078591e-05	-3.6035875e-05	6.5936814e-06	1.3452147e-06	-0.070137582	1.8798065	3.2249426e-05	-1.8787163	-0.12546438	0.18355408	-2.3830097	2.0342	1	0.236	-5.3442015e-08	1.2836178	1.6664109	-0.49020638	-0.11949114	0.051605631	0.15762166	0.040368857	0.00084604008	1.8630483	1.9985648	1.8630517	0.0014108072	0.00095218633	1.6918718	1.1544382	-0.62081681	-2.2724312e-05	5.6554562e-06	-0.13729847	1.2705405e-05	0.00013801626	7.3693452e-05	-4.04389e-06	-1.2096524e-06	0.12243981	-1.3726022	-5.906735e-05	1.3724024	0.13605846	-0.108943	2.2768884
2x2_2C_8b_C2v_L	9.8414448	0	14	3.4161	6.6046517	1.1153976	-7.0284166	-1.3940233	-7.0393958	1.4280881	1.6186173	-6.3248045	12.94	1.2754019	0.00011488119	-6.0781261e-07	0.12622217	-1.4876e-05	-6.7692792e-05	9.382825e-05	-2.1916075e-05	2.3754691e-05	-0.071425818	1.8790675	-3.7321941e-07	-1.8808982	-0.12889877	0.18340765	-2.3828823	2.0342	1	0.236	4.6801104e-07	1.283617	1.666415	-0.49020177	-0.11949322	0.051606299	0.15761008	0.040367669	0.00086838761	1.863064	1.9985777	1.8630558	0.0014631903	0.00095090054	1.6918565	1.1544216	-0.6208311	-0.00012791154	8.1018663e-07	-0.1366645	1.0689059e-05	0.000123362	-0.0001931063	1.452479e-05	-2.3628247e-05	0.12410505	-1.3722873	2.8731746e-07	1.3726381	0.13873332	-0.1088773	2.2768892
2x2_2C_8b_C2v_L	9.8413942	0	14	3.4161	6.6118271	1.1033826	-7.0503906	-1.4204493	-7.0435699	1.4022404	1.6304596	-6.3395165	12.95	1.27512	-3.413366e-05	9.2209472e-06	0.12918808	1.0832224e-05	3.8345046e-05	-0.00014889997	3.5132739e-05	-8.4833234e-06	-0.071257965	1.8810892	-3.086002e-05	-1.8799644	-0.1276597	0.18566234	-2.3840666	2.0342	1	0.236	-5.5315568e-07	1.2836153	1.6664196	-0.49020462	-0.11949875	0.051608621	0.15760034	0.040369811	0.00086465951	1.8630651	1.9985321	1.8630686	0.0014438741	0.00096931774	1.6918739	1.1544041	-0.62080402	3.8327394e-05	-8.4583351e-06	-0.13898359	-9.9764892e-06	-7.0128152e-05	0.00030612617	-2.1748959e-05	1.0406874e-05	0.12384338	-1.3725377	5.6528723e-05	1.3723294	0.13777975	-0.10996421	2.276897
2x2_2C_8b_C2v_L	9.841366	0	14	3.4161	6.6222372	1.0984875	-7.0596768	-1.4128792	-7.0691658	1.4375346	1.6318124	-6.3513938	12.96	1.2751969	-4.5679404e-05	-3.0808439e-05	0.12935093	2.0750613e-07	-3.4325945e-07	2.8994842e-05	-7.045968e-06	-8.8715037e-06	-0.071535479	1.8810335	0.00011186775	-1.8825765	-0.13141568	0.18683284	-2.3845733	2.0342	1	0.236	3.3107709e-08	1.2836134	1.6664254	-0.4902036	-0.11950447	0.051610807	0.15758063	0.040371382	0.00086911884	1.863093	1.9985304	1.8630966	0.0015022742	0.00097869859	1.6918615	1.1543751	-0.62079854	5.1326138e-05	2.2742233e-05	-0.13910725	3.8388979e-06	4.8877895e-07	-5.9718957e-05	4.0158078e-06	7.6742553e-06	0.12418169	-1.3722074	-0.00020569634	1.3724336	0.14072608	-0.11052372	2.2769406
2x2_2C_8b_C2v_L	9.8413841	0	14	3.4161	6.6419884	1.1203368	-7.0759846	-1.4252701	-7.0742752	1.4145032	1.6251728	-6.3622805	12.97	1.2763658	-8.1278442e-05	2.6181631e-05	0.13116444	1.7646998e-05	6.7160317e-05	-0.00015933812	3.6169166e-05	-1.811346e-05	-0.07324465	1.8821325	-9.9846486e-05	-1.8818028	-0.13040551	0.18727061	-2.384804	2.0342	1	0.236	-5.4651573e-07	1.283613	1.666429	-0.49019946	-0.1195055	0.051611155	0.15757311	0.040366805	0.00089868007	1.8630856	1.9985023	1.8630943	0.0014867723	0.00098215722	1.6918662	1.1543639	-0.62078771	9.1211387e-05	-2.0712559e-05	-0.14051315	-1.5660478e-05	-0.00012379702	0.00033001881	-2.2052676e-05	1.8648233e-05	0.12635666	-1.3723919	0.00018375606	1.3722863	0.13995898	-0.11073689	2.2768954
2x2_2C_8b_C2v_L	9.8413508	0	14	3.4161	6.6562218	1.1218967	-7.0901979	-1.4260267	-7.0998197	1.4516541	1.6335902	-6.3768068	12.98	1.2768782	0.00020159327	9.3804042e-06	0.13216047	1.8495976e-05	6.7136346e-05	0.00016020931	-3.8217399e-05	3.8652051e-05	-0.074002092	1.8828536	-3.5126768e-05	-1.8844331	-0.13431442	0.18932066	-2.385924	2.0342	1	0.236	6.8132443e-07	1.2836104	1.6664373	-0.49019716	-0.11951325	0.051614159	0.1575374	0.040364271	0.0009121655	1.8631285	1.9984869	1.8631284	0.0015472105	0.00099890804	1.691878	1.1543145	-0.62074959	-0.00022623359	-8.9798992e-06	-0.14131434	-1.4597378e-05	-0.00012283333	-0.00033241249	2.3494788e-05	-3.7810337e-05	0.12734144	-1.372054	6.4749529e-05	1.3723095	0.1429844	-0.11172221	2.2768753
2x2_2C_8b_C2v_L	9.8413636	0	14	3.4161	6.6720883	1.1343827	-7.1073164	-1.4362117	-7.1003489	1.4199252	1.6263857	-6.3865815	12.99	1.2776113	1.2465027e-05	-4.4580242e-07	0.13387702	-1.5936584e-05	-5.6352678e-05	8.3457491e-05	-2.0202891e-05	3.0982072e-06	-0.075192269	1.8840489	4.8734057e-07	-1.8829255	-0.1324618	0.18954988	-2.3859205	2.0342	1	0.236	2.915986e-07	1.2836104	1.6664392	-0.49019494	-0.11951328	0.051614149	0.15754167	0.0403634	0.00093286017	1.8631182	1.9984594	1.8631144	0.0015177622	0.0010005304	1.6918683	1.1543177	-0.62075856	-1.4135091e-05	2.3278216e-06	-0.14265585	1.2199913e-05	0.00010403705	-0.00017348938	1.2066635e-05	-4.2479303e-06	0.12883383	-1.3723094	-9.8113892e-07	1.3721514	0.14154502	-0.11182667	2.2768809
2x2_2C_8b_C2v_L	9.8413635	0	14	3.4161	6.6923013	1.1519368	-7.1103523	-1.4112693	-7.1210012	1.4386891	1.6288039	-6.3998082	13	1.2788093	-8.5602113e-05	-2.8434532e-05	0.13261499	5.7145002e-06	2.0788659e-05	-5.0948575e-05	1.2078224e-05	-2.0245548e-05	-0.076797084	1.8829594	0.00010837436	-1.8847037	-0.13495062	0.19096376	-2.3867197	2.0342	1	0.236	-3.2497621e-07	1.2836093	1.6664442	-0.49019192	-0.11951618	0.051615298	0.15752662	0.040355634	0.00096153341	1.8631161	1.9984799	1.8631162	0.00155734	0.0010120612	1.6918885	1.154296	-0.62070853	9.5935384e-05	1.9913717e-05	-0.14167171	-1.6812627e-06	-3.8121759e-05	0.0001060751	-8.5213623e-06	1.9394757e-05	0.13087426	-1.3720878	-0.00020163254	1.3723696	0.14348655	-0.11250444	2.2768162
2x2_2C_8b_C2v_L	9.8413562	0	14	3.4161	6.7127979	1.174949	-7.1328473	-1.4351412	-7.1277586	1.4220247	1.6324368	-6.4132529	13.01	1.280057	-4.7851085e-05	1.7312907e-05	0.1355391	-6.0970419e-06	-1.8952749e-05	-3.4013471e-05	9.0844784e-06	-9.6352978e-06	-0.078630331	1.8850439	-6.2554632e-05	-1.8842113	-0.1344267	0.19250152	-2.3875742	2.0342	1	0.236	-1.9924927e-07	1.2836078	1.6664504	-0.49018848	-0.11952066	0.051617034	0.15750273	0.040349055	0.00099367101	1.8631304	1.9984336	1.8631299	0.0015486561	0.0010245666	1.6919043	1.1542628	-0.62066763	5.3261171e-05	-1.1562338e-05	-0.14394805	2.8487921e-06	3.5092541e-05	7.1118319e-05	-6.1207516e-06	9.5941696e-06	0.13313513	-1.372235	0.00011601035	1.3721035	0.14308864	-0.11323753	2.2767584
2x2_2C_8b_C2v_L	9.8413499	0	14	3.4161	6.7232246	1.1670487	-7.1449289	-1.4333308	-7.1494847	1.4446805	1.6250905	-6.4236586	13.02	1.2801371	-6.8646771e-05	-1.7647875e-05	0.13622887	6.8890162e-06	3.0225285e-05	-6.0588696e-05	1.3972514e-05	-1.8158786e-05	-0.078796817	1.8854379	6.7598841e-05	-1.8861809	-0.13721137	0.19283749	-2.3876967	2.0342	1	0.236	-3.2351619e-07	1.2836066	1.666455	-0.49018581	-0.11952442	0.051618392	0.15748491	0.040351727	0.00099671678	1.8631573	1.9984232	1.8631587	0.0015926386	0.0010273165	1.6918898	1.1542381	-0.62068405	7.7093406e-05	1.2656423e-05	-0.14448469	-3.3630711e-06	-5.5869931e-05	0.00012689483	-9.6646003e-06	1.7378516e-05	0.13334798	-1.3720025	-0.00012548025	1.3721126	0.14524483	-0.11340069	2.2767886
2x2_2C_8b_C2v_L	9.8413238	0	14	3.4161	6.7389688	1.176524	-7.1673611	-1.4564307	-7.1601195	1.4372668	1.632452	-6.4375689	13.03	1.2808377	2.4678535e-05	-8.3640855e-07	0.13911248	1.3202487e-05	5.0883923e-05	8.5731538e-05	-2.0806173e-05	7.2624517e-06	-0.079904165	1.8875105	1.1467405e-05	-1.8863205	-0.13748422	0.19470765	-2.3886809	2.0342	1	0.236	3.4457755e-07	1.2836046	1.6664616	-0.49018411	-0.11953033	0.051620713	0.15745897	0.040348649	0.0010160922	1.8631826	1.9983774	1.8631817	0.0015965831	0.0010426297	1.6919005	1.1542015	-0.62065029	-2.7696479e-05	-1.0077434e-06	-0.14670862	-1.0334968e-05	-9.4602484e-05	-0.00017985819	1.3056914e-05	-7.9480615e-06	0.13469729	-1.3720492	-2.133287e-05	1.3718657	0.14546432	-0.1142859	2.2767662
2x2_2C_8b_C2v_L	9.8413221	0	14	3.4161	6.7449111	1.1566909	-7.1717376	-1.434491	-7.1803538	1.4552798	1.6189055	-6.4459681	13.04	1.2803924	0.00011507718	-2.4494303e-05	0.13806903	1.0782909e-05	3.926971e-05	-0.00014227808	3.6429524e-05	2.4988362e-05	-0.079370674	1.8866334	9.498264e-05	-1.8880429	-0.13990313	0.19430147	-2.3883341	2.0342	1	0.236	-3.029717e-07	1.2836044	1.6664627	-0.49018363	-0.11953122	0.051620993	0.15746206	0.040354178	0.0010067463	1.8631893	1.9983943	1.8631897	0.001635544	0.0010392915	1.6918731	1.1542037	-0.62068465	-0.0001294659	1.6652611e-05	-0.14591617	-6.7687601e-06	-7.2079071e-05	0.00029977326	-1.9982033e-05	-2.00298e-05	0.13405012	-1.3718175	-0.00017711007	1.3720429	0.14732989	-0.11409516	2.2768418
2x2_2C_8b_C2v_L	9.8412982	0	14	3.4161	6.7649092	1.175173	-7.194552	-1.4563635	-7.1850508	1.4349423	1.6308919	-6.4619552	13.05	1.2815837	9.5973147e-05	1.4863721e-05	0.14091314	-7.8804009e-06	-2.3119444e-05	3.2549919e-06	-6.091742e-07	2.1549503e-05	-0.081034345	1.8887525	-5.7862278e-05	-1.8872157	-0.13899585	0.1967785	-2.3897906	2.0342	1	0.236	1.4959572e-07	1.2836025	1.6664694	-0.49018194	-0.11953666	0.05162321	0.15743626	0.040346487	0.0010364344	1.8632007	1.9983485	1.8631961	0.0016200378	0.0010598954	1.6919129	1.1541672	-0.62061986	-0.00010815045	-8.6816615e-06	-0.1481041	5.2721164e-06	4.3039475e-05	-7.0156911e-06	1.3164568e-06	-1.949716e-05	0.13609688	-1.3719997	0.00010825239	1.3717808	0.14662272	-0.11527255	2.2767435
2x2_2C_8b_C2v_L	9.8413224	0	14	3.4161	6.7791035	1.1774052	-7.202152	-1.4447055	-7.2061553	1.4525663	1.6138413	-6.4697243	13.06	1.282099	-4.6050448e-05	-3.5905136e-06	0.1407302	1.964977e-05	7.3293367e-05	6.5677601e-05	-1.6464248e-05	-1.2001108e-05	-0.08178569	1.8884305	9.1002657e-06	-1.889066	-0.14147714	0.19605473	-2.389281	2.0342	1	0.236	7.9782042e-08	1.2836022	1.6664724	-0.49017709	-0.11953755	0.051623366	0.15742772	0.040347531	0.0010504309	1.8632117	1.998352	1.8632173	0.0016606096	0.0010536481	1.6918829	1.1541557	-0.62065143	5.1887265e-05	1.4018098e-06	-0.14796355	-1.2760209e-05	-0.00013753307	-0.00013963807	8.4465121e-06	9.954673e-06	0.13704181	-1.3717935	-1.6859263e-05	1.3718592	0.1485518	-0.1149306	2.2767822
2x2_2C_8b_C2v_L	9.8413167	0	14	3.4161	6.8055113	1.2104237	-7.2189994	-1.4506746	-7.2150225	1.4389191	1.6247371	-6.4857083	13.07	1.284009	6.1481256e-05	-3.5145453e-06	0.14223563	-1.9914277e-05	-7.6534932e-05	-5.2893708e-05	1.5179064e-05	1.2522482e-05	-0.084304265	1.8895629	6.85717e-06	-1.8888972	-0.14127076	0.19847114	-2.3907345	2.0342	1	0.236	-2.3033029e-07	1.2836006	1.6664793	-0.49017331	-0.11954198	0.051625163	0.15739874	0.040333622	0.0010959721	1.8632193	1.9983276	1.8632215	0.0016572758	0.0010737019	1.6919278	1.1541164	-0.62055877	-6.9131386e-05	4.0563576e-06	-0.14912554	1.4752958e-05	0.00014427401	0.00011192391	-9.6162861e-06	-9.5816458e-06	0.14010355	-1.3718568	-1.298666e-05	1.3717374	0.14840803	-0.11607575	2.2766501
2x2_2C_8b_C2v_L	9.8412761	0	14	3.4161	6.801651	1.1714845	-7.2244627	-1.4312522	-7.2361417	1.4596027	1.6166411	-6.4955508	13.08	1.2824745	-8.4967483e-05	-1.3774171e-05	0.14142809	3.4939287e-06	1.5387056e-05	-1.6580161e-05	5.1674725e-06	-2.4304686e-05	-0.082588948	1.8888648	4.0486458e-05	-1.8907682	-0.14389246	0.19862983	-2.3907339	2.0342	1	0.236	-3.9362392e-07	1.2835997	1.6664801	-0.49017718	-0.11954507	0.051626415	0.15740427	0.040348055	0.001064285	1.8632306	1.9983406	1.8632342	0.0016993	0.0010754182	1.6919053	1.1541199	-0.6206238	9.6372752e-05	1.0599982e-05	-0.1485275	2.9458532e-07	-2.931092e-05	3.4983644e-05	-6.3611466e-06	2.2925462e-05	0.13799208	-1.3716111	-7.6361155e-05	1.3718922	0.15039449	-0.11615806	2.276757
2x2_2C_8b_C2v_L	9.8412952	0	14	3.4161	6.8272102	1.1990815	-7.2489646	-1.4572525	-7.2388718	1.4351677	1.6139392	-6.5078132	13.09	1.284273	6.4212063e-05	5.5546615e-06	0.14463427	-1.9909804e-05	-7.3007791e-05	-5.0242992e-05	1.3781419e-05	1.5858222e-05	-0.084861538	1.8912646	-1.598643e-05	-1.8896315	-0.14261825	0.19955802	-2.3912866	2.0342	1	0.236	-8.1534555e-08	1.2835987	1.6664859	-0.49017124	-0.11954764	0.051627328	0.15738062	0.040336428	0.0011061623	1.8632442	1.9982887	1.8632392	0.0016779437	0.0010829144	1.6919204	1.1540886	-0.62056779	-7.2647878e-05	-2.7772257e-06	-0.15096956	1.2753337e-05	0.00013882127	0.00010747234	-7.3892237e-06	-1.3139083e-05	0.14078279	-1.3718269	2.9918005e-05	1.3715962	0.14942223	-0.11659627	2.2766738
2x2_2C_8b_C2v_L	9.8413157	0	14	3.4161	6.84401	1.2046225	-7.2534883	-1.4380556	-7.2667668	1.4660629	1.6014369	-6.5168327	13.1	1.2850699	4.6341659e-05	4.8065602e-06	0.14378896	4.2961503e-06	1.1184093e-05	1.9254857e-05	-4.2581621e-06	1.4411979e-05	-0.085869409	1.8904338	-1.0244285e-05	-1.8925676	-0.14636613	0.1993352	-2.3910773	2.0342	1	0.236	2.0678601e-07	1.283598	1.6664901	-0.49016579	-0.11954965	0.05162793	0.15736166	0.040333972	0.0011252794	1.8632626	1.9983032	1.8632734	0.0017397418	0.0010807294	1.6918991	1.1540641	-0.62057272	-5.2464075e-05	-4.8888933e-06	-0.15032516	-4.788571e-06	-2.0706074e-05	-4.1354413e-05	4.1551455e-06	-1.3208075e-05	0.14203483	-1.3714691	1.9214728e-05	1.3717414	0.15230084	-0.11648932	2.2766891
2x2_2C_8b_C2v_L	9.8412885	0	14	3.4161	6.8628992	1.2174412	-7.2833192	-1.4714499	-7.268207	1.4366069	1.6122243	-6.5327159	13.11	1.2861168	9.4502681e-05	2.3747732e-05	0.14781436	-2.8594901e-05	-9.638352e-05	1.1493552e-05	-4.0828284e-06	2.1736185e-05	-0.087280397	1.8936587	-7.8510688e-05	-1.8912016	-0.14470505	0.20173658	-2.3925068	2.0342	1	0.236	2.1372924e-07	1.283596	1.6664968	-0.4901642	-0.11955555	0.051630304	0.15732989	0.040326404	0.0011511266	1.8632929	1.9982369	1.8632868	0.0017119835	0.0011009714	1.6919357	1.1540209	-0.62050623	-0.00010704685	-1.408425e-05	-0.15339651	1.7897249e-05	0.0001837038	-2.4764722e-05	3.267661e-06	-1.9948327e-05	0.1437289	-1.3716887	0.00014813838	1.3713361	0.15104971	-0.11762433	2.2766012
