model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1down_1	tbA1up_1	tbA2down_1	tbA2up_1	tbA3down_1	tbA3up_1	tbA4down_1	tbA4up_1	tbA5down_1	tbA5up_1	tbA6down_1	tbA6up_1	tbA7down_1	tbA7up_1	tbA8down_1	tbA8up_1	tbB1down_1	tbB1up_1	tbB2down_1	tbB2up_1	tbB3down_1	tbB3up_1	tbB4down_1	tbB4up_1	tbB5down_1	tbB5up_1	tbB6down_1	tbB6up_1	tbB7down_1	tbB7up_1	tbB8down_1	tbB8up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	4.056105	0	0	10	0	-1.1006515	-5.682997	-4.9442076	1.0830757	-5.0754087	-0.77021985	-0.76912561	-4.9010881	0	2.5	10.935	-4.8431409e-05	2.4741163e-05	-1.6994489e-05	-3.2169491e-05	3.2130475e-06	9.7580326e-06	-0.23202954	2.3035231e-05	0.53160748	0.053394008	1.255567	2.9382268	-2.6690615	0.6174281	0.19543907	-0.55198436	-0.017499475	2.5648236	-4.6178605e-05	7.9490123e-05	1.7172362e-05	1.5953481e-05	2.8620863	0.010564253	0.056638803	0.53034439	2.950382	1.2017079	-0.56413266	2.6912201	0.55221102	-0.19442355	2.564831	-0.012267863	8.670672e-05	-4.1638934e-05	5.8279788e-05	3.0284984e-05	0.015066519	2.86209	2.3	1	0.2	5.4224666e-05	-6.9670527e-05	-2.2341336e-05	-4.3726694e-05	4.2773989e-05	-0.23226773	-2.8029764e-05	-9.1009116e-06	7.9072304e-08	0.19309879	0.42981156	1.2369003	1.6667119	-0.65966921	-0.24426027	0.10641835	0.32038178	1.9065222	1.804544	1.5845094	0.043492568	1.9854004	1.9814107	1.9814352	1.4073892	1.3077471	4.5060757e-05	-2.0793138e-05	2.0975787e-05	3.1677933e-05	-3.7535502e-06	-5.8220183e-05	0.48502979	-1.6274269e-05	-0.45147381	-0.12655559	-0.64473463	-0.22961018	0.97189133	-0.28809804	0.080753812	0.32881018	0.007542869	-0.038264595	6.4734183e-05	-3.6871903e-06	-2.8664326e-05	-1.8644669e-06	-1.2660313	-0.00014708161	-0.12721534	-0.44972935	-0.23490159	-0.62685009	0.28357262	-0.98456573	-0.32876409	-0.080974966	-0.038267375	0.0052893254	-3.6687685e-06	6.0109149e-05	-3.1020219e-06	-4.6255272e-05	-0.00021207261	-1.2660529	-5.2219476e-05	3.580281e-05	1.8897767e-05	3.8755977e-05	-5.02626e-05	0.48537417	2.3987217e-05	8.1826109e-06	2	2	0	0	-101.5557	R0:S0:1	1.3077471	-67.48	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@22:27
2x2_2C_8b_C2v_L	4.056182	0	0	10	0	-1.1013153	-5.6731707	-4.9469984	1.0876444	-5.0712449	-0.76890846	-0.76937882	-4.8838392	0	2.5	10.93	-2.8423213e-05	1.1520214e-05	-1.1253301e-05	-1.5603128e-05	-0.00053769821	3.9476825e-05	-0.23096658	-2.5242356e-05	0.5354514	0.054539529	1.2671362	2.9408353	-2.6641132	0.60091031	0.19561157	-0.55153269	-0.010641954	2.5645566	0.00022891233	0.00028326264	0.0010721142	0.0001105165	2.8582409	-0.014265876	0.057429106	0.53423109	2.9515238	1.2186538	-0.55271713	2.6844567	0.5517492	-0.19474656	2.5645825	0.016544611	-0.00026672133	-0.0002016473	-9.5474727e-05	-0.0012760363	0.0091945327	2.8582007	2.3	1	0.2	6.3333051e-05	-6.8178294e-06	-3.6710468e-06	-7.8495683e-06	3.7174973e-06	-0.23089658	-5.0287263e-05	0.00077032287	2.4287387e-07	0.19307616	0.42981022	1.236906	1.6667162	-0.65966928	-0.2442477	0.10641352	0.32053087	1.9055817	1.8017232	1.5884195	0.043449583	1.9854278	1.9815088	1.981503	1.4067491	1.3079158	2.7361722e-05	-9.448949e-06	1.1592114e-05	1.4598682e-05	0.00038807166	-0.00012457588	0.48403808	2.3625583e-05	-0.45375847	-0.12732358	-0.64888866	-0.23140733	0.96792567	-0.28642728	0.080657794	0.32857459	0.0045835117	-0.038195798	-0.00031714949	-3.5886082e-05	-0.0015218588	1.2954051e-05	-1.2664226	0.00020340955	-0.12793169	-0.45213009	-0.23616448	-0.63280591	0.2823055	-0.9794839	-0.32854835	-0.080846	-0.038198591	-0.0071256511	3.9161235e-05	0.00026505601	-1.5624235e-05	0.0018202623	-0.0001309245	-1.2664203	-4.6272651e-05	8.7083793e-06	2.0332039e-05	1.6504781e-05	-1.4387211e-05	0.48396139	9.1848519e-05	-0.00068824648	2	2	0	0	-101.47468	R0:S0:1	1.3079158	-67.44	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@22:33
2x2_2C_8b_C2v_L	4.0561937	0	0	10	0	-1.0915988	-5.6693374	-4.9423052	1.0926855	-5.0656845	-0.76897274	-0.76779537	-4.8667408	0	2.5	10.925	-2.9150145e-05	1.410577e-05	-5.5739575e-06	-2.3849099e-05	-0.0006442257	-9.6182854e-06	-0.22953974	3.6095111e-05	0.53404156	0.053390988	1.2552724	2.9373022	-2.6697202	0.6173749	0.19553555	-0.55135031	-0.017411078	2.5639722	0.00017832331	0.00036587662	0.0014132883	0.00012904864	2.8543678	0.010545555	0.056426088	0.53264579	2.949271	1.2021519	-0.56485419	2.6917312	0.55159242	-0.19455837	2.5639562	-0.012282164	-0.00030976907	-0.00022307611	-7.9347058e-05	-0.0011966706	0.014960781	2.8543879	2.3	1	0.2	4.6785792e-05	-3.502474e-05	-3.1632095e-05	7.5046086e-06	2.1574262e-05	-0.22980225	-2.3547026e-05	0.00088163476	-2.1107276e-08	0.19304111	0.42981011	1.2369102	1.6667203	-0.65967526	-0.24423998	0.10641068	0.32071269	1.9058745	1.8043574	1.5854455	0.043477208	1.9854443	1.9815757	1.9816025	1.4061188	1.3081158	2.805294e-05	-1.0193535e-05	7.858372e-06	2.4351505e-05	0.00048179442	-1.3165329e-05	0.48257411	-3.548482e-05	-0.453067	-0.12706697	-0.64490064	-0.22988143	0.97083501	-0.28794467	0.080712288	0.32863019	0.0074990317	-0.038141379	-0.00023428901	-4.5389169e-05	-0.0020153263	1.5007932e-05	-1.2667711	-0.00014986023	-0.12773369	-0.4512639	-0.23510494	-0.62726528	0.28346825	-0.98338257	-0.32859934	-0.080929252	-0.038140564	0.0052889881	3.9517027e-05	0.00030846013	-1.4958696e-05	0.0016993766	-0.00021085526	-1.2667938	-3.5756795e-05	1.9583702e-05	4.5892296e-05	-2.0462382e-06	-1.6786663e-05	0.48296999	2.0632546e-05	-0.00076917079	2	2	0	0	-101.36595	R0:S0:1	1.3081158	-67.4	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@22:39
2x2_2C_8b_C2v_L	4.0563574	0	0	10	0	-1.1009152	-5.661408	-4.9645664	1.0992115	-5.0611168	-0.76740119	-0.76841854	-4.850622	0	2.5	10.92	-3.0371279e-05	1.1424308e-05	1.6930903e-06	-1.4187225e-05	-0.00021360075	8.939764e-05	-0.22859025	1.179399e-05	0.54341439	0.055040816	1.2625667	2.9387221	-2.6688953	0.60969549	0.19621541	-0.5514353	-0.012443516	2.563582	0.00010436004	0.00014036481	0.0005377784	7.934548e-05	2.8508441	-0.021322779	0.058244411	0.54218479	2.9501202	1.2116706	-0.55872007	2.6902183	0.55168704	-0.19543595	2.5636189	0.024873004	-8.8663331e-05	-0.00013479839	-1.0817749e-05	-0.00051865141	0.010742969	2.8507713	2.3	1	0.2	0.00015682236	-0.00016287133	-6.9395471e-05	-7.1576789e-05	2.5053668e-05	-0.22836021	-0.00012922957	0.00030524151	2.0379097e-07	0.19303467	0.42980886	1.236917	1.6667259	-0.6596658	-0.24422282	0.10640389	0.32078394	1.9036077	1.8027153	1.5897684	0.043435159	1.9854653	1.9816895	1.9816667	1.4055506	1.3082035	3.5199501e-05	-2.3466198e-06	-6.9135027e-06	1.1038574e-05	0.00014471632	-0.00023484387	0.48165154	-1.2582014e-05	-0.45866548	-0.12874437	-0.64760086	-0.23087439	0.96616845	-0.28634496	0.080538541	0.32840552	0.0053541056	-0.038056098	-0.00014028662	-1.7276905e-05	-0.00075876723	5.7086006e-06	-1.2671351	0.00030284436	-0.12938374	-0.45696427	-0.23587364	-0.6307122	0.28200587	-0.97828097	-0.32842448	-0.080696525	-0.038052973	-0.010706968	1.5743377e-05	0.00018316888	-8.651931e-06	0.00073162183	-0.00015516448	-1.2671127	-0.00013934056	8.7115543e-05	7.4928173e-05	7.009997e-05	-3.1318481e-05	0.48132655	0.00026657945	-0.00028887057	2	2	0	0	-101.34851	R0:S0:1	1.3082035	-67.36	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@22:45
2x2_2C_8b_C2v_L	4.0563554	0	0	10	0	-1.1004073	-5.6572523	-4.9652187	1.1033523	-5.0547438	-0.76713844	-0.76591416	-4.832531	0	2.5	10.915	0.00010291141	-4.836905e-05	3.0908315e-05	7.3335058e-05	-0.002436082	-3.6622148e-06	-0.22690732	-6.3893907e-05	0.54623221	0.054897044	1.2474619	2.9363087	-2.6751339	0.62094405	0.19585164	-0.55110362	-0.018888859	2.562779	0.00067344107	0.0014417369	0.0044448479	0.00025675386	2.8465947	0.0081403478	0.057681601	0.54508152	2.9469906	1.2005408	-0.57421681	2.6945692	0.55127615	-0.19504362	2.5627196	-0.0094980744	-0.0013073325	-0.0006339353	-0.00038600387	-0.0048727453	0.016197947	2.8466514	2.3	1	0.2	4.2651988e-05	0.00011950826	4.2966234e-05	3.254275e-05	1.7826502e-05	-0.22718296	-4.7982665e-05	0.0031648931	5.7208042e-07	0.19299422	0.42980848	1.2369213	1.6667298	-0.65967377	-0.24421532	0.10640117	0.32098207	1.903043	1.8051235	1.5878822	0.043469267	1.9854986	1.981761	1.9817748	1.404866	1.3084218	-9.6956999e-05	4.0446925e-05	-4.0669756e-05	-7.3935658e-05	0.0018697982	-2.1277142e-05	0.47982554	7.2863361e-05	-0.45995481	-0.12920331	-0.6425697	-0.22991974	0.96882765	-0.28714168	0.080643626	0.32851008	0.0081298925	-0.037991429	-0.00091302003	-0.0001541529	-0.006290693	5.30583e-05	-1.267498	-0.00011784888	-0.12978219	-0.45841673	-0.23453341	-0.6269878	0.28318255	-0.97989487	-0.32846497	-0.080830105	-0.037985031	0.0040860229	0.00015811226	0.00083736937	-5.0214527e-05	0.0069067799	-0.00022973905	-1.2675261	-1.1664978e-05	-5.3786952e-05	1.571521e-06	-1.3305592e-05	-4.5364281e-05	0.48025677	8.2043465e-05	-0.0027537089	2	2	0	0	-101.2613	R0:S0:1	1.3084218	-67.32	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@22:51
2x2_2C_8b_C2v_L	4.0563336	0	0	10	0	-1.0996497	-5.6509495	-4.9647387	1.1093446	-5.0524135	-0.76680314	-0.76780838	-4.8180393	0	2.5	10.91	1.9507618e-05	-7.5669431e-06	8.2884106e-06	7.9696376e-06	0.0005276152	5.777254e-05	-0.22623607	-1.7825587e-05	0.54913315	0.055768828	1.2673313	2.9386251	-2.6665033	0.61001225	0.1962452	-0.55118067	-0.0078414011	2.5629826	-0.00023141346	-0.00025377658	-0.0013020702	-0.00011869579	2.8436552	-0.019707415	0.058827798	0.54777386	2.9509614	1.2117698	-0.55458901	2.6898937	0.5514138	-0.19527431	2.5630721	0.022996576	0.00028479933	0.00020856998	8.3128107e-05	0.0011572471	0.0067578587	2.8435548	2.3	1	0.2	2.5875146e-06	-6.0502534e-05	-1.0424366e-05	-3.5944567e-05	6.8259382e-06	-0.22604591	-7.1507106e-05	-0.00077395008	1.5550187e-07	0.19296375	0.42980936	1.2369232	1.6667326	-0.65968011	-0.24421262	0.10640027	0.32109695	1.9023427	1.8021507	1.5916696	0.04346994	1.9855095	1.9818465	1.9818277	1.404351	1.3085458	-1.7694074e-05	9.2371917e-06	-9.904969e-06	-8.3465352e-06	-0.00038013242	-0.00017256906	0.47929836	2.0277789e-05	-0.46177097	-0.1297456	-0.64926156	-0.23114823	0.96330248	-0.28609209	0.080585125	0.32848728	0.0033748946	-0.037948685	0.00030670539	3.822226e-05	0.0018331083	-1.4558634e-05	-1.2678171	0.00027676833	-0.13040198	-0.46000749	-0.23660347	-0.63083281	0.28136344	-0.97653232	-0.32844901	-0.080801379	-0.03795213	-0.00989358	-3.5973101e-05	-0.0002814697	1.4173556e-05	-0.0016264453	-9.3201727e-05	-1.2677927	-1.4655087e-05	2.6377208e-05	-8.5236907e-06	2.4701165e-05	-1.7043687e-05	0.47903653	0.00014148736	0.00070326851	2	2	0	0	-101.19354	R0:S0:1	1.3085458	-67.28	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@22:56
2x2_2C_8b_C2v_L	4.0564223	0	0	10	0	-1.0944966	-5.6456075	-4.9667271	1.1137586	-5.0450474	-0.76547039	-0.76515858	-4.8005312	0	2.5	10.905	-6.7611355e-06	2.0424335e-06	-2.9913815e-07	-4.8424682e-06	-0.0037838574	3.1134033e-05	-0.22455875	-6.1546036e-05	0.55023847	0.055220871	1.2499206	2.935822	-2.6748085	0.62178846	0.1960669	-0.55080814	-0.017211072	2.5619253	0.0015815402	0.0020162111	0.0085539092	0.0007235046	2.8395179	0.0072296546	0.057984991	0.54891824	2.947054	1.200412	-0.57246546	2.6954793	0.55099633	-0.19525525	2.5619092	-0.0084120069	-0.0019994436	-0.0014624599	-0.0007395243	-0.0089345717	0.014751074	2.8395343	2.3	1	0.2	0.00010629623	0.00016124732	1.7203001e-05	0.00015486651	-5.8853516e-06	-0.22472181	-2.1417491e-05	0.0054773842	2.3877674e-07	0.19293738	0.42980782	1.2369297	1.6667376	-0.65968014	-0.24419824	0.10639474	0.32127381	1.9020528	1.8047942	1.5893548	0.043476224	1.9855439	1.9819249	1.9818951	1.4037339	1.3087459	7.9604322e-06	4.9097185e-07	-1.51263e-06	3.4761916e-06	0.0027581881	-9.2675636e-05	0.47744058	6.0894753e-05	-0.46240634	-0.12995351	-0.64354451	-0.23012009	0.96676302	-0.28693822	0.080619557	0.32843936	0.007406042	-0.037865148	-0.0021256926	-0.00026168309	-0.01200895	9.9740544e-05	-1.2681336	-0.00010209625	-0.13056693	-0.46073851	-0.23498759	-0.62711061	0.28274307	-0.97848118	-0.32840544	-0.080810886	-0.037870067	0.0036184756	0.00026647444	0.001941199	-0.00010169724	0.012560461	-0.00020530802	-1.2681553	-2.3869931e-05	-5.6220851e-05	0.00010500685	-8.9582321e-05	-6.4209571e-06	0.47779468	2.8141226e-05	-0.0049667114	2	2	0	0	-101.09456	R0:S0:1	1.3087459	-67.24	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@23:02
2x2_2C_8b_C2v_L	4.0564263	0	0	10	0	-1.0919888	-5.6378141	-4.9630833	1.1188592	-5.0433017	-0.76503647	-0.76631383	-4.7851838	0	2.5	10.9	4.709819e-06	-6.0575627e-07	-2.7724396e-06	-2.5742823e-06	-8.0218125e-05	7.9891705e-05	-0.22378313	-5.3794626e-06	0.55212627	0.055780131	1.2716259	2.9370612	-2.6650013	0.61313478	0.19630258	-0.55050496	-0.0086744071	2.5622466	-9.6615913e-05	9.9775878e-05	-5.0911115e-05	-2.6129696e-05	2.8363294	-0.023199542	0.05904102	0.55062578	2.9509632	1.2089516	-0.55061458	2.691444	0.55079233	-0.19519951	2.562375	0.027172562	-5.5209991e-05	0.00011011893	1.5275303e-05	2.6798601e-05	0.00746042	2.836189	2.3	1	0.2	-1.1859486e-05	-3.5276065e-05	-2.3749641e-05	-7.4155492e-06	5.094357e-06	-0.22351689	-0.00010136179	2.6722488e-05	-7.0305022e-09	0.19290686	0.42980762	1.2369329	1.6667405	-0.65968532	-0.24419248	0.10639259	0.32141156	1.9015874	1.8018445	1.5928266	0.043455369	1.9855467	1.9820206	1.9819941	1.4031648	1.3088973	-6.8694626e-06	-1.3249722e-06	5.6996619e-06	3.7169297e-06	8.9432426e-05	-0.00022968498	0.47685033	5.2022766e-06	-0.46365047	-0.13031776	-0.65091595	-0.23109373	0.96105316	-0.28617467	0.08055584	0.3283225	0.0037310456	-0.037823247	0.00012804846	-2.4121557e-06	6.5203546e-05	-1.8529991e-06	-1.2685042	0.00032136099	-0.13102921	-0.46173115	-0.23725332	-0.63012552	0.28083645	-0.97597877	-0.32829317	-0.080795267	-0.037826872	-0.011684856	4.7254143e-07	-0.00014773023	2.0764996e-06	-3.0604092e-05	-0.00010217919	-1.2684658	1.9840683e-06	1.3023052e-05	1.4566982e-05	-9.9314355e-07	-5.8621784e-06	0.47646394	0.00020575952	1.084781e-05	2	2	0	0	-101.01101	R0:S0:1	1.3088973	-67.2	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@23:07
2x2_2C_8b_C2v_L	4.0566264	0	0	10	0	-1.1015841	-5.6341989	-4.9895867	1.1249849	-5.0432176	-0.76862906	-0.77491804	-4.7841695	0	2.5	10.895	0.00012080102	-6.722921e-05	3.1437819e-05	9.284236e-05	-0.021253013	4.878092e-05	-0.2229505	-4.0407977e-05	0.56178218	0.057031968	1.2522915	2.935085	-2.6762203	0.62490691	0.19663659	-0.55060775	-0.020514011	2.5634331	0.0074560442	0.011630837	0.047879724	0.0038691943	2.835875	0.0070510037	0.059765474	0.56068504	2.9471618	1.1990889	-0.57173147	2.6983354	0.5507975	-0.19573885	2.5633888	-0.0077411538	-0.011592788	-0.0070072848	-0.0036345815	-0.048119777	0.017935331	2.8359133	2.3	1	0.2	0.00047951696	0.00020413182	-7.2507854e-05	0.0003649213	-1.3251663e-05	-0.22306753	-5.1365053e-05	0.030044601	4.9942934e-07	0.1928914	0.42981275	1.2369397	1.6667525	-0.65967027	-0.24417615	0.10638628	0.3214645	1.8992704	1.8046208	1.5927204	0.043459733	1.9856084	1.9819544	1.980412	1.4043343	1.3089613	-0.00011670961	4.7461926e-05	-4.6501225e-05	-8.7437623e-05	0.015853107	-0.00013990209	0.47490197	1.817381e-05	-0.46907791	-0.13201658	-0.64454322	-0.23013817	0.9625166	-0.28610908	0.080498344	0.32827043	0.0088090261	-0.03770924	-0.0099111567	-0.0014265535	-0.066543927	0.0005109685	-1.2669701	-9.9800137e-05	-0.1325738	-0.46761042	-0.23536996	-0.62687808	0.28161989	-0.97502857	-0.32821894	-0.080698356	-0.03771293	0.0033217838	0.0014225965	0.009267978	-0.00051623883	0.066908323	-0.00024935551	-1.2669953	-0.00019250104	-2.0990217e-05	0.00057554107	-0.0001861172	1.8289055e-05	0.47653401	8.7616111e-05	-0.026953175	2	2	0	0	-101.07957	R0:S0:1	1.3089613	-67.16	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@23:14
2x2_2C_8b_C2v_L	4.0565661	0	0	10	0	-1.0892596	-5.6256739	-4.9739877	1.1299337	-5.0338846	-0.76362668	-0.76435766	-4.7521689	0	2.5	10.89	3.9558289e-05	-2.2228245e-05	1.0710649e-05	2.3092919e-05	0.00072323392	5.6646456e-05	-0.22122894	2.8623014e-05	0.55847748	0.056441577	1.2745654	2.9360725	-2.6656019	0.61615872	0.19688363	-0.550312	-0.0032235195	2.5615222	-0.00024520286	-0.00040199783	-0.0015534288	-0.00018296172	2.8289419	-0.020229931	0.05972801	0.55705746	2.9509763	1.2071516	-0.54884078	2.6940261	0.55055648	-0.19561745	2.5616088	0.023728001	0.00031850294	0.00021056046	0.00011692259	0.0017981497	0.0027623837	2.8288346	2.3	1	0.2	-5.8318159e-05	6.7611282e-05	2.2081435e-05	4.4218999e-05	-7.3612659e-06	-0.22104105	-9.1401822e-05	-0.0010424569	4.1207426e-08	0.19285731	0.42980639	1.2369433	1.6667497	-0.65968549	-0.24416971	0.10638382	0.32168815	1.8999663	1.8016248	1.5949509	0.043441972	1.9856041	1.9821949	1.9821695	1.4019452	1.3092088	-3.974199e-05	1.6840647e-05	-1.2652416e-05	-1.9384889e-05	-0.00053667782	-0.00017913826	0.47420891	-3.1924362e-05	-0.46752627	-0.13151783	-0.65211074	-0.23110504	0.95805596	-0.28581972	0.080422273	0.32821013	0.0013859554	-0.037687129	0.00033278253	4.8440146e-05	0.0021638982	-1.3028626e-05	-1.2692089	0.00027776028	-0.13221727	-0.46567356	-0.23772577	-0.62974649	0.28009158	-0.97406644	-0.32811255	-0.080710882	-0.037687898	-0.010197979	-4.6964643e-05	-0.00027178353	2.0277696e-05	-0.0025117099	-3.7263981e-05	-1.2691792	5.1520174e-05	-3.6870244e-05	-3.3890555e-05	-3.955558e-05	1.4482917e-05	0.47388444	0.00017967235	0.00093523039	2	2	0	0	-100.86552	R0:S0:1	1.3092088	-67.12	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@23:20
2x2_2C_8b_C2v_L	4.0545613	0	0	10	0	-1.1107815	-5.7039766	-5.1196904	1.1641775	-5.4285043	-0.99791425	-1.3285357	-5.7959028	0	2.5	10.885	0.0010969197	-0.00049546244	0.00036054241	0.00061064631	-0.1788881	0.0011207238	-0.27626833	-0.00053773158	0.58351477	0.056696454	0.87366131	2.9067938	-2.8331348	0.82435088	0.19764382	-0.56230668	-0.52595737	2.6462255	0.090219237	0.098773137	0.44204355	-0.00173006	2.988306	0.47671911	0.052942237	0.58512209	2.8623074	1.0127846	-0.95359248	2.7907288	0.56102175	-0.20113213	2.6397475	-0.47492243	-0.094713913	-0.079612041	0.013670268	-0.44902634	0.51811139	2.9947183	2.3	1	0.2	0.003597694	0.0031402924	-0.0003930883	0.0036915139	0.00066859208	-0.26023208	-0.00055337951	0.30570492	9.4190643e-06	0.19281807	0.43013798	1.2367731	1.6669111	-0.65961997	-0.24459856	0.10656085	0.31755671	1.8922383	1.8556392	1.5484731	0.044367222	1.97084	1.9742834	1.8952	1.5142014	1.3042438	-0.0010934874	0.00040295524	-0.00025596816	-0.00052530491	0.13819068	-0.0024030331	0.50487505	0.00024393964	-0.48363269	-0.13645236	-0.51395211	-0.21004278	1.0319555	-0.29766675	0.081294925	0.33089366	0.21165297	-0.037606263	-0.10863411	-0.0089823602	-0.47220404	0.0040588715	-1.1439127	-0.0071164064	-0.13567712	-0.48571248	-0.19605523	-0.56071467	0.3072905	-1.0058636	-0.33088679	-0.080600508	-0.037648969	0.19092016	0.0086981469	0.095371311	-0.0044111641	0.4796783	-0.0077682405	-1.1459605	-0.0017947583	-0.0015715407	0.0027274992	-0.0025721824	-0.00059948639	0.52460901	0.00096243457	-0.23517571	2	2	0	0	-106.06281	R0:S0:1	1.3042438	-67.08	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@23:29
2x2_2C_8b_C2v_L	4.0569773	0	0	10	0	-1.0881066	-5.6175654	-4.9946864	1.1412685	-5.0477857	-0.77674106	-0.81996908	-4.7963374	0	2.5	10.88	8.1479471e-05	-2.231101e-05	2.0851947e-05	5.9611735e-05	0.047265177	8.4552993e-05	-0.22282301	6.3941094e-05	0.56568746	0.056972771	1.2291138	2.93245	-2.6884899	0.63525784	0.19685916	-0.55024744	-0.010839407	2.5680664	-0.013481937	-0.026560825	-0.10773616	-0.0090257193	2.8380865	-0.016413842	0.058566582	0.56502339	2.9415945	1.1901589	-0.59662696	2.7044196	0.55058195	-0.1962201	2.5681451	0.021875516	0.026854289	0.011187651	0.007314177	0.10787506	0.011484158	2.8380343	2.3	1	0.2	-8.8410594e-06	-0.00026663146	-4.264005e-05	-0.0002228443	0.00010027739	-0.22116509	-0.00011896037	-0.066106182	-1.529334e-06	0.19282091	0.4298319	1.2369537	1.6667856	-0.6596466	-0.24414648	0.10637543	0.32171653	1.8981186	1.8075171	1.5911942	0.043509624	1.9857405	1.9818411	1.9743092	1.4093961	1.3092366	-7.4819058e-05	3.2803336e-05	-2.5579657e-05	-7.0825548e-05	-0.03611559	-0.00025109161	0.47127626	1.5670932e-05	-0.47151029	-0.13290979	-0.63704122	-0.22942198	0.96606602	-0.28645953	0.080552372	0.32812683	0.0045774976	-0.037409853	0.017669843	0.0029894201	0.14488358	-0.00095445091	-1.2609404	0.00015863407	-0.13323571	-0.47063731	-0.23328612	-0.62407966	0.28321967	-0.97507268	-0.32822101	-0.080637603	-0.037413077	-0.0094220709	-0.0029694246	-0.014482714	0.00098652854	-0.14516393	-0.00022366898	-1.2609269	-0.00022760809	7.8286505e-05	-0.0007208212	0.00016327871	-0.00017944583	0.4760858	0.00023161687	0.058577436	2	2	0	0	-101.11305	R0:S0:1	1.3092366	-67.04	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@23:37
