2x2_2C_8b_C2v_L	11	2.911	0.015619072	-5.203802	-5.1751257	-0.0066553081	-5.1691703	-0.0067780005	0.0015068264	-4.9214135	13	-0.052505684	1.0682583	-1.5125638	0.09660208	1.5117626	-0.096626985	-0.12037489	-1.9486409	1.9306	1	0.2821	0.31036223	0.0010649014	1.9548304	1.7199721	0.002250782	1.7190693	0.0022428685	0.00071630105	1.3788131	1.3052601	0.14780234	-0.49916306	1.7875473	-0.17348155	-1.7915294	0.1731283	0.099164445	3.1227918	0.05244773	0.0010641901	0.046283358	0.26901237	0.0022497807	0.26972797	0.0022418841	0.00071615976	0.43689916	0.052964964	6.6053124	1.6618545	3.4727984	5.1044906	3.4736404	5.1009904	4.0589412	2.0500274	-101.04686	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.97e+02	 0.00e+00	 1.00e+06	2022-07-25@13:25
2x2_2C_8b_C2v_L	10	2.911	-0.015860055	-5.5509713	-6.2703226	-0.22374233	-6.2704668	-0.22368683	-0.21238248	-5.8264258	13	-0.056327823	1.1156608	-1.6718295	0.14789173	1.6718416	-0.14788288	-0.19520344	-2.1294662	1.9306	1	0.2821	0.33182477	0.00092347177	1.9546384	1.7048571	0.0043288068	1.7048941	0.0043287827	0.0016404601	1.3261437	1.3245613	0.14278127	-0.4567453	1.8190862	-0.24810632	-1.8189152	0.24811059	0.15098917	3.2579957	0.053642887	0.00092295136	0.046814992	0.28393598	0.004325266	0.28390781	0.0043252404	0.0016397376	0.45316734	0.054604268	6.8315002	1.4476737	3.5027291	5.1507561	3.5026934	5.1509283	4.0372349	1.7752688	-109.20421	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.34e+02	 4.44e-02	 2.15e-02	2022-07-25@13:25
2x2_2C_8b_C2v_L	10.555556	2.911	0.0092253853	-5.2373541	-5.2516065	-0.037902175	-5.2512191	-0.037916617	-0.029100833	-4.9942064	13	-0.055832837	1.0795682	-1.5388597	0.10064176	1.5388086	-0.10063341	-0.12810902	-1.9802122	1.9306	1	0.2821	0.33872783	0.0011742024	1.9573311	1.6927102	0.0024641444	1.6926264	0.0024629458	0.00079330293	1.3189254	1.3328781	0.15845019	-0.45106762	1.8376414	-0.18430807	-1.8380012	0.18425806	0.106077	3.2506601	0.054534475	0.001173339	0.043899373	0.29535829	0.0024629723	0.29542211	0.0024617758	0.00079309948	0.45596435	0.055283967	6.7900598	1.4703436	3.4888874	5.2075423	3.4889483	5.2072196	4.1030496	1.7861177	-102.26373	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.68e+02	 3.81e-03	 1.60e-02	2022-07-25@13:25
2x2_2C_8b_C2v_L	13.222222	2.911	0.36299742	-6.6336783	-7.4242688	0.51310032	-7.4252432	0.51295192	0.58615844	-6.9105364	13	-0.091614258	1.1629094	-1.758378	0.15473756	1.7584742	-0.15472748	0.20609916	-2.2538649	1.9306	1	0.2821	0.15505717	0.0014696068	1.9581287	1.8642532	0.0023389344	1.8642753	0.0023392726	0.0014406298	1.6992985	1.151614	0.16159748	-0.63488281	1.367353	-0.17563735	-1.3672187	0.17564964	-0.13236938	2.2492648	0.032656974	0.0014684009	0.042028689	0.1318743	0.0023377862	0.13185401	0.0023381237	0.0014406062	0.26300079	0.032684568	5.575145	2.5916895	3.5946703	4.5321009	3.5945992	4.5322188	3.7799125	3.4434342	-114.80825	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 7.48e+02	 8.44e-02	 1.00e+06	2022-07-25@13:25
2x2_2C_8b_C2v_L	12.944444	2.911	0.47245417	-6.8228154	-7.5554584	0.66109706	-7.5545705	0.66157839	0.75566719	-6.9696008	13	-0.089313454	1.179706	-1.7760778	0.15405938	1.7759597	-0.15408316	-0.20717644	-2.2667343	1.9306	1	0.2821	0.16190967	0.001331324	1.9580677	1.8591207	0.0021713017	1.859116	0.0021714887	0.0013479868	1.6835999	1.1582684	0.15573554	-0.62618534	1.3888018	-0.17099493	-1.388807	0.17100836	0.12929632	2.3091785	0.033784279	0.0013303328	0.042128684	0.1367814	0.0021703057	0.1367862	0.0021704924	0.0013479153	0.27414332	0.033799812	5.6460267	2.528353	3.5866128	4.5529514	3.5865664	4.5530336	3.7734501	3.3798661	-116.02648	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 2.10e+03	 0.00e+00	 8.53e-04	2022-07-25@13:25
2x2_2C_8b_C2v_L	12.333333	2.911	0.0010838199	-5.5267495	-5.9782519	0.039949584	-5.9782302	0.039947384	0.038702564	-5.7093312	13	-0.059195861	1.0643889	-1.569916	0.10086102	1.5699121	-0.10086018	-0.12956877	-2.0332511	1.9306	1	0.2821	0.20609944	0.0010001448	1.9521096	1.8170727	0.0016779745	1.817073	0.0016779511	0.00077187194	1.5983841	1.2025582	0.13448612	-0.63002231	1.5419116	-0.14581311	-1.5419088	0.14581225	0.096675792	2.5700829	0.040661326	0.00099954706	0.048368818	0.17657101	0.0016773891	0.17657081	0.0016773656	0.00077184627	0.3306322	0.040700533	5.9149478	2.3125198	3.515556	4.7212405	3.515553	4.7212473	3.8768941	3.0125927	-104.79306	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 4.40e+02	 2.23e-01	 1.00e+06	2022-07-25@13:25
2x2_2C_8b_C2v_L	10.611111	2.911	0.0084896727	-5.2327352	-5.238017	-0.03396997	-5.2371075	-0.033979845	-0.024656555	-4.9748886	13	-0.055404754	1.0780354	-1.5351896	0.100155	1.5350777	-0.10015693	-0.12670412	-1.9745911	1.9306	1	0.2821	0.33550373	0.0011645205	1.9570798	1.6959739	0.0024449483	1.6957688	0.0024430539	0.00077903646	1.3253425	1.3297509	0.15741386	-0.45633572	1.8320039	-0.18321645	-1.8328969	0.18313235	0.10495798	3.237062	0.054319989	0.0011636707	0.044136466	0.29220177	0.0024437924	0.29235818	0.0024419023	0.00077884266	0.45412729	0.05504018	6.7694545	1.4917162	3.4867365	5.1952847	3.4868936	5.1944665	4.0990706	1.8147807	-102.07437	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.71e+02	 5.20e-05	 3.19e-04	2022-07-25@13:25
2x2_2C_8b_C2v_L	10	2.911	0.040557243	-5.5311827	-6.2874393	-0.32184188	-6.2879545	-0.32010621	-0.2665161	-5.8961089	13	-0.050394427	1.1182932	-1.6670562	0.16087824	1.6672014	-0.16075056	-0.20719737	-2.1355579	1.9306	1	0.2821	0.32915355	0.00070831767	1.9528274	1.7059773	0.0053086695	1.7058349	0.0052919295	0.0018853503	1.3347908	1.3218438	0.12499632	-0.46964021	1.817445	-0.27365987	-1.8182048	0.27322364	0.16086445	3.2396805	0.053478273	0.00070801311	0.048703262	0.28264264	0.0053033643	0.28274411	0.0052866666	0.0018844864	0.45069758	0.054457297	6.8130861	1.4776724	3.4961591	5.1426019	3.496383	5.1416637	4.0288543	1.8148425	-109.32997	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.39e+02	 4.05e-02	 2.07e-02	2022-07-25@13:25
2x2_2C_8b_C2v_L	10.555556	2.911	0.0013427398	-5.2420051	-5.2597636	-0.038980691	-5.2594447	-0.038985276	-0.030082464	-4.9969156	13	-0.055921358	1.0793099	-1.5397953	0.10158492	1.5397573	-0.10158562	-0.12853925	-1.9806067	1.9306	1	0.2821	0.33845758	0.0011812596	1.9573998	1.6930978	0.0025063115	1.693021	0.0025055975	0.00079762811	1.3190974	1.3325983	0.15890512	-0.45079352	1.8370345	-0.18586977	-1.8373687	0.18583819	0.10637164	3.2504719	0.054511027	0.0011803856	0.043826496	0.29499516	0.0025050998	0.29505336	0.0025043875	0.0007974222	0.45590114	0.055262001	6.7895196	1.4703973	3.489207	5.2057933	3.4892645	5.2054846	4.1024404	1.7865427	-102.30919	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.67e+02	 1.48e-04	 2.67e-03	2022-07-25@13:25
2x2_2C_8b_C2v_L	13.222222	2.911	0.41875996	-6.7221675	-7.4669301	0.67283503	-7.4672494	0.67292475	0.80111876	-6.9184545	13	-0.072314147	1.1698944	-1.7647951	0.13301916	1.7648685	-0.13297483	0.18429696	-2.2581461	1.9306	1	0.2821	0.15484217	0.00089411961	1.958724	1.865035	0.0016190896	1.8650172	0.0016176603	0.0010795103	1.699577	1.1516091	0.12627857	-0.63041203	1.3640507	-0.14693904	-1.3641933	0.14686951	-0.11537042	2.2497809	0.032618377	0.00089367363	0.04143082	0.13114996	0.0016185339	0.13116556	0.0016171059	0.0010794734	0.26278044	0.032569386	5.5804191	2.5871848	3.5952831	4.531938	3.5954397	4.5316752	3.7776112	3.4436381	-115.17099	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 5.68e+02	 4.81e-02	 3.33e-02	2022-07-25@13:25
2x2_2C_8b_C2v_L	11.333333	2.911	0.010761879	-5.2042739	-5.1762884	0.009143862	-5.1707787	0.0090495515	0.0083880326	-4.9256728	13	-0.051974444	1.0628786	-1.5047793	0.094194553	1.5040292	-0.094196166	-0.11556122	-1.9393271	1.9306	1	0.2821	0.28776236	0.0010442797	1.9533759	1.7410114	0.0020879487	1.7403825	0.0020813965	0.00066640981	1.4267684	1.2831454	0.14393941	-0.53419532	1.7446438	-0.16513698	-1.7474814	0.16484916	0.094324713	3.0143396	0.050440017	0.0010435967	0.047614575	0.24878465	0.0020870792	0.24929768	0.0020805388	0.00066630818	0.41857291	0.050810534	6.4553477	1.8108166	3.468431	5.0214423	3.4691311	5.0190123	4.0223158	2.2617376	-100.59969	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 2.29e+02	 8.63e-03	 1.00e+06	2022-07-25@13:25
2x2_2C_8b_C2v_L	13.222222	2.911	0.47245417	-6.8228154	-7.5554584	0.66109706	-7.5545705	0.66157839	0.75566719	-6.9696008	13	-0.089313454	1.179706	-1.7760778	0.15405938	1.7759597	-0.15408316	-0.20717644	-2.2667343	1.9306	1	0.2821	0.15407754	0.0013178314	1.9587808	1.8656139	0.0021562821	1.865611	0.0021564971	0.0013673755	1.7003588	1.1506594	0.15355284	-0.63032168	1.3616354	-0.16962011	-1.3616302	0.16963488	0.12983291	2.2466069	0.032485922	0.0013168662	0.041369434	0.13059034	0.0021553005	0.13059352	0.0021555151	0.0013673231	0.26221585	0.032496038	5.5739003	2.5909239	3.5976132	4.5273923	3.597557	4.527488	3.7757775	3.4480598	-115.85098	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 6.52e+02	 3.42e-02	 1.00e+06	2022-07-25@13:25
2x2_2C_8b_C2v_L	12.333333	2.911	0.031640278	-5.8348614	-6.473501	0.11470838	-6.4728598	0.11476827	0.1372184	-6.1220522	13	-0.067134953	1.0901249	-1.6337421	0.11952865	1.6336527	-0.11952816	-0.15957677	-2.1077543	1.9306	1	0.2821	0.19687056	0.0011276746	1.953182	1.8266019	0.002017613	1.82659	0.0020173383	0.0010572344	1.6150302	1.193094	0.14359284	-0.62828676	1.5103166	-0.16164024	-1.5103655	0.16163144	0.11334478	2.5268345	0.039276885	0.0011269258	0.047245751	0.16759661	0.0020167675	0.16760766	0.0020164931	0.001057193	0.3201064	0.039324545	5.8769183	2.3414042	3.5317897	4.6822686	3.5317877	4.6822766	3.8407195	3.0837828	-108.27168	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 4.35e+02	 1.03e-02	 6.31e-02	2022-07-25@13:25
2x2_2C_8b_C2v_L	13.222222	2.911	0.45866464	-6.7749416	-7.5017334	0.74855879	-7.5017895	0.74843025	0.93711419	-6.9056828	13	-0.069590511	1.1742378	-1.7691335	0.1336503	1.7691492	-0.13365	0.19022442	-2.2572688	1.9306	1	0.2821	0.15473919	0.0008146036	1.9589128	1.8654199	0.0015838936	1.865416	0.0015839038	0.0011064723	1.6991058	1.1515142	0.1206487	-0.62892702	1.3624654	-0.14567919	-1.3624962	0.14567801	-0.11733217	2.2513079	0.032599282	0.00081423367	0.041240346	0.13078598	0.0015833601	0.13078941	0.0015833703	0.0011064164	0.26312878	0.032548317	5.5812148	2.5860649	3.5962626	4.5303971	3.5962952	4.5303422	3.7784231	3.4415811	-115.39463	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 5.51e+02	 2.58e-04	 4.59e-03	2022-07-25@13:25
2x2_2C_8b_C2v_L	10	2.911	-0.010638345	-5.5319631	-6.2761367	-0.22763963	-6.2757274	-0.22674453	-0.21273649	-5.8476543	13	-0.055855744	1.1142958	-1.6721547	0.14831158	1.6721574	-0.14820832	-0.19565533	-2.1328636	1.9306	1	0.2821	0.33122051	0.00090225626	1.9542371	1.7052701	0.004348543	1.7050368	0.0043363203	0.0016497239	1.3284044	1.3239537	0.14109453	-0.45952719	1.8179527	-0.24869776	-1.8190768	0.24832836	0.15116186	3.2539721	0.053603104	0.00090176003	0.047235616	0.28353565	0.0043449563	0.28370996	0.0043327632	0.0016490094	0.45249289	0.054560214	6.8277369	1.4538271	3.5014408	5.1502563	3.5017124	5.1490506	4.033817	1.7842297	-109.22593	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.34e+02	 4.62e-02	 1.98e-02	2022-07-25@13:25
2x2_2C_8b_C2v_L	12.111111	2.911	0.0038313852	-5.3179147	-5.5665818	0.013413717	-5.5663455	0.013419137	0.011292968	-5.3285722	13	-0.056849353	1.0543995	-1.525	0.094634434	1.5249695	-0.094633737	-0.11851179	-1.9760852	1.9306	1	0.2821	0.22709306	0.0010545039	1.9511711	1.7972355	0.0017202425	1.7972227	0.0017200541	0.0006859702	1.5555076	1.2234206	0.13907405	-0.61565366	1.6029625	-0.14722229	-1.6030252	0.14721407	0.092020269	2.6887552	0.043554037	0.0010538266	0.049447257	0.19530641	0.0017196314	0.19531752	0.0017194432	0.0006859304	0.35592536	0.043652859	6.0462701	2.1977621	3.492653	4.7993491	3.4926742	4.7992995	3.9218519	2.8280342	-102.18774	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 3.77e+02	 1.43e-01	 1.00e+06	2022-07-25@13:25
2x2_2C_8b_C2v_L	13.222222	2.911	0.48756499	-6.8479289	-7.5634936	0.71038714	-7.5621818	0.71030888	0.85673683	-6.931558	13	-0.07523858	1.1811554	-1.7766254	0.13559511	1.7764599	-0.13555558	-0.18773055	-2.2609	1.9306	1	0.2821	0.1541678	0.00093416988	1.9590544	1.8660511	0.0016431744	1.8660383	0.0016420809	0.0010923126	1.6998534	1.1509228	0.1293079	-0.62824668	1.3597957	-0.14825357	-1.3598527	0.14820663	0.11646897	2.2487197	0.032500261	0.00093368435	0.041095201	0.13018576	0.001642604	0.13019792	0.0016415113	0.0010922658	0.26258365	0.032455398	5.5776063	2.5882211	3.5977616	4.5276763	3.5977442	4.5277096	3.7774576	3.4448264	-115.84332	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 5.65e+02	 1.99e-03	 1.82e-02	2022-07-25@13:25
2x2_2C_8b_C2v_L	11.333333	2.911	0.0063079365	-5.2051494	-5.180358	0.0092929478	-5.1761697	0.0091777746	0.001228649	-4.9574102	13	-0.051554618	1.0601554	-1.5002756	0.091267669	1.4997012	-0.091286233	-0.11435917	-1.937809	1.9306	1	0.2821	0.28623858	0.0010161659	1.9530291	1.7418997	0.0019328962	1.7414365	0.0019292005	0.00065329178	1.4314275	1.2816689	0.1418783	-0.53834317	1.7428374	-0.15906316	-1.7449221	0.15889154	0.093220347	3.0039873	0.050301829	0.0010155204	0.047960874	0.24790253	0.0019321443	0.24828125	0.0019284555	0.00065319677	0.41664586	0.050655835	6.4432869	1.8241423	3.4673062	5.0179134	3.4678173	5.0161472	4.0176644	2.2817118	-100.64068	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 2.30e+02	 6.53e-04	 1.25e-02	2022-07-25@13:25
2x2_2C_8b_C2v_L	12.333333	2.911	0.02424989	-5.83669	-6.4742853	0.093769972	-6.4736479	0.093738543	0.10987288	-6.122873	13	-0.068457784	1.089504	-1.6327844	0.11737747	1.6327036	-0.11736121	-0.15659114	-2.1064835	1.9306	1	0.2821	0.19670072	0.0011750677	1.953216	1.8267751	0.0019637587	1.826755	0.001962932	0.0010259429	1.6153763	1.1929375	0.14654041	-0.62829695	1.5096974	-0.15932615	-1.5098	0.15929258	0.11156393	2.5257891	0.03925233	0.0011742546	0.047209997	0.16743479	0.0019629598	0.16745281	0.001962134	0.0010259075	0.31988577	0.039296569	5.8752557	2.3425139	3.531952	4.6818611	3.5319884	4.6817913	3.8406128	3.0852257	-108.27226	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 4.28e+02	 2.17e-02	 1.49e-02	2022-07-25@13:25
2x2_2C_8b_C2v_L	10.444444	2.911	0.0012488519	-5.2420497	-5.259834	-0.039147362	-5.2595163	-0.039150615	-0.030551425	-4.9969558	13	-0.056032066	1.0793673	-1.5398926	0.10162224	1.539851	-0.10162281	-0.12864231	-1.980517	1.9306	1	0.2821	0.34611414	0.0011781984	1.9580766	1.6857142	0.0025023724	1.6856413	0.0025017106	0.00079733299	1.3031577	1.3401076	0.15947465	-0.43863438	1.8490044	-0.1866128	-1.8493145	0.18658376	0.10687176	3.2812147	0.055011791	0.0011773295	0.043172449	0.30217537	0.0025011604	0.30223046	0.0025005002	0.00079711805	0.46035151	0.055822809	6.834509	1.4230149	3.4941487	5.2348255	3.4941967	5.2345479	4.1188633	1.7202748	-102.46182	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.62e+02	 5.76e-02	 1.00e+06	2022-07-25@13:25
2x2_2C_8b_C2v_L	10	2.911	0.042240678	-5.5070428	-6.3056314	-0.32577911	-6.30512	-0.32584372	-0.27050634	-5.922811	13	-0.051232895	1.1159097	-1.6688137	0.16179637	1.6687566	-0.16177503	-0.20867333	-2.1393798	1.9306	1	0.2821	0.32815072	0.00072700119	1.9523041	1.706776	0.0053434678	1.7066603	0.0053397895	0.001916878	1.3376148	1.3208294	0.12658053	-0.47333514	1.816133	-0.27457013	-1.8166626	0.27446093	0.16185548	3.2343357	0.05340286	0.00072668075	0.049250906	0.2818385	0.0053380816	0.2819271	0.0053344179	0.0019160131	0.44982744	0.054378811	6.8072923	1.4860769	3.4951146	5.1389793	3.4952293	5.1384636	4.0250305	1.8264769	-109.39704	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.39e+02	 4.70e-02	 2.03e-02	2022-07-25@13:25
2x2_2C_8b_C2v_L	12.111111	2.911	0.0013675771	-5.4640807	-5.8939756	0.036410859	-5.8937944	0.036398462	0.035138312	-5.6196195	13	-0.058040759	1.0612538	-1.5605783	0.099624105	1.5605757	-0.099625712	-0.1276822	-2.0188098	1.9306	1	0.2821	0.2181666	0.00099411707	1.9514054	1.8063121	0.0016951163	1.8062822	0.0016948318	0.00075395246	1.5731313	1.2144328	0.13525973	-0.6210584	1.5758408	-0.14723715	-1.5760146	0.14722139	0.096183602	2.6441182	0.042325933	0.00099352244	0.049168295	0.18676277	0.001694518	0.18678805	0.0016942341	0.00075391338	0.34569239	0.042400431	6.0026221	2.2365886	3.5039764	4.7637338	3.504068	4.7635231	3.8936966	2.9022242	-104.3419	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 3.72e+02	 2.51e-03	 4.19e-02	2022-07-25@13:25
2x2_2C_8b_C2v_L	13.666667	2.911	0.45876865	-6.7750772	-7.501864	0.74871189	-7.5019214	0.74858335	0.93720995	-6.9059529	13	-0.069355217	1.1741925	-1.7690317	0.13321281	1.7690422	-0.13320747	0.18959768	-2.2571382	1.9306	1	0.2821	0.1430302	0.00079511086	1.9601744	1.8751141	0.0015547879	1.8751127	0.0015547164	0.0011223964	1.7240459	1.1401315	0.1175365	-0.6330839	1.3199796	-0.14334271	-1.319992	0.14333827	-0.11768145	2.1548832	0.030595036	0.00079476204	0.039916175	0.12153539	0.0015542745	0.12153661	0.0015542031	0.0011223581	0.24482212	0.030540651	5.4717656	2.6803759	3.6142209	4.4921794	3.614237	4.4921535	3.7830486	3.5387816	-115.13051	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.88e+02	 1.55e-02	 1.00e+06	2022-07-25@13:25
2x2_2C_8b_C2v_L	13.222222	2.911	0.48828898	-6.8487684	-7.5638345	0.71235844	-7.5625205	0.71228018	0.85934371	-6.9316072	13	-0.072201215	1.1809494	-1.7759883	0.13223267	1.7758347	-0.13219152	-0.18393251	-2.2601747	1.9306	1	0.2821	0.1540821	0.0008594577	1.9590729	1.8661739	0.0015606098	1.8661549	0.0015594122	0.0010479271	1.7000979	1.1508683	0.12402401	-0.62823468	1.3592663	-0.14449693	-1.3593701	0.14444253	0.11408995	2.2478919	0.032485761	0.00085904679	0.041076295	0.13007031	0.0015600951	0.13008802	0.0015588984	0.0010478837	0.26240708	0.032431429	5.5772611	2.5887933	3.5978159	4.5275562	3.5978435	4.5275141	3.7775887	3.4456297	-115.84103	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 5.54e+02	 4.23e-02	 2.16e-03	2022-07-25@13:26
2x2_2C_8b_C2v_L	12.333333	2.911	0.020007452	-5.8605429	-6.4547777	0.083050589	-6.4543151	0.083031929	0.094452776	-6.0491125	13	-0.066589716	1.0914727	-1.6296871	0.11317907	1.6296276	-0.11317525	-0.14931928	-2.0930578	1.9306	1	0.2821	0.19745248	0.0011296079	1.9534402	1.8265832	0.0018534542	1.8265701	0.0018531519	0.00093684214	1.6126544	1.1937448	0.14360506	-0.62629918	1.5103713	-0.15454635	-1.510436	0.154534	0.10688487	2.5328485	0.039363714	0.001128854	0.046983419	0.16762296	0.0018527468	0.16763478	0.0018524448	0.0009368064	0.3216301	0.039401112	5.8794595	2.337936	3.531804	4.6830801	3.5318231	4.6830438	3.8471723	3.0733244	-108.08449	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 4.33e+02	 3.60e-03	 8.19e-03	2022-07-25@13:26
2x2_2C_8b_C2v_L	10.444444	2.911	-0.0078586036	-5.2994206	-5.4035793	-0.057086242	-5.4036908	-0.057105915	-0.045664347	-5.0740622	13	-0.057199056	1.0861795	-1.5612511	0.10790352	1.5612668	-0.10791244	-0.13462958	-1.9975736	1.9306	1	0.2821	0.34084174	0.001199839	1.957764	1.6925236	0.0027451059	1.6925466	0.002745841	0.00085843117	1.3106316	1.3347462	0.16083398	-0.44361328	1.8384237	-0.19521474	-1.8383249	0.19524206	0.11067807	3.2686791	0.054596544	0.001198939	0.043479222	0.29567384	0.0027436637	0.29565623	0.0027443977	0.00085818811	0.45821217	0.055402429	6.8167846	1.4416861	3.4950838	5.2066483	3.4950664	5.2067359	4.1062904	1.7472681	-103.30234	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.61e+02	 2.57e-02	 2.17e-02	2022-07-25@13:26
2x2_2C_8b_C2v_L	12.111111	2.911	0.0014998515	-5.4644444	-5.8942211	0.031509747	-5.8940439	0.031508367	0.028192424	-5.6196266	13	-0.057662242	1.0605247	-1.5601435	0.098985039	1.560119	-0.098988658	-0.12611281	-2.0183538	1.9306	1	0.2821	0.2181066	0.00098052562	1.9514738	1.8063772	0.00167703	1.8063715	0.0016770816	0.00073660228	1.5731984	1.2143769	0.13434077	-0.62064838	1.5756731	-0.1464128	-1.5756987	0.14641532	0.095054387	2.6440589	0.042317667	0.00097994712	0.049098608	0.18670246	0.0016764452	0.18670758	0.0016764967	0.00073656534	0.34564734	0.042390217	6.0026209	2.2363632	3.5041875	4.7634031	3.5041926	4.7633924	3.8933774	2.9024067	-104.34008	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 3.72e+02	 1.77e-04	 8.55e-03	2022-07-25@13:26
2x2_2C_8b_C2v_L	13.666667	2.911	0.4599	-6.7771602	-7.5036391	0.7517275	-7.5036965	0.7516015	0.94250228	-6.9079034	13	-0.048570522	1.1746884	-1.7695591	0.10270535	1.7695664	-0.10270421	0.15082884	-2.2572928	1.9306	1	0.2821	0.14294997	0.00039002186	1.9603549	1.8754654	0.00092442359	1.8754656	0.00092445064	0.00070942554	1.7247057	1.140265	0.082326471	-0.63191756	1.3184667	-0.11054083	-1.3184663	0.11054186	-0.09355888	2.1534442	0.030580338	0.00038993792	0.039735969	0.12121089	0.00092424236	0.12121063	0.00092426939	0.00070941071	0.24431245	0.030454528	5.4743612	2.6790412	3.6138527	4.4931351	3.6138555	4.4931304	3.7822159	3.5403348	-115.13272	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.78e+02	 1.74e-03	 2.01e-02	2022-07-25@13:26
2x2_2C_8b_C2v_L	10	2.911	-0.016546716	-5.5181682	-6.2774628	-0.2260815	-6.27727	-0.22611533	-0.21423298	-5.8421243	13	-0.056221811	1.1125128	-1.6725088	0.14860184	1.6724861	-0.14860061	-0.1961186	-2.131866	1.9306	1	0.2821	0.33133962	0.00091740342	1.9541904	1.7052055	0.0043622044	1.7051664	0.0043615438	0.0016610054	1.3278581	1.3240694	0.142249	-0.45957087	1.8183825	-0.24907996	-1.8185592	0.24905672	0.15167959	3.2546979	0.053608082	0.00091689026	0.047287284	0.28357922	0.0043585997	0.2836093	0.0043579417	0.0016602808	0.45266266	0.054567939	6.828502	1.4532185	3.5017189	5.149522	3.5017554	5.1493528	4.0351371	1.7824505	-109.19399	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.34e+02	 4.18e-02	 2.11e-02	2022-07-25@13:26
2x2_2C_8b_C2v_L	10.555556	2.911	0.0084403025	-5.2327799	-5.2380774	-0.034022822	-5.2371712	-0.034029198	-0.02475322	-4.9749008	13	-0.055297428	1.0780749	-1.5352265	0.10015964	1.5351029	-0.10016224	-0.12672958	-1.9745651	1.9306	1	0.2821	0.33931041	0.0011565015	1.9574074	1.6923094	0.0024425217	1.6921275	0.0024409017	0.00077849989	1.3173989	1.3334846	0.15725968	-0.45029449	1.8381501	-0.18356258	-1.8389236	0.18349155	0.10517756	3.2526607	0.054578947	0.0011556636	0.043821446	0.29575732	0.0024413664	0.29589644	0.0024397501	0.00077830188	0.45643563	0.05532802	6.7922044	1.4679823	3.4890232	5.2095905	3.4891499	5.2089098	4.1070526	1.7814714	-102.1497	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.68e+02	 7.43e-03	 1.00e+06	2022-07-25@13:26
2x2_2C_8b_C2v_L	13.222222	2.911	0.51541036	-6.8859173	-7.5709246	0.79468684	-7.5699574	0.79417524	0.97150045	-6.9172385	13	-0.074080842	1.1844276	-1.7781471	0.13824913	1.7780231	-0.13817992	-0.19312028	-2.2596869	1.9306	1	0.2821	0.15426501	0.00089727378	1.9591849	1.8660679	0.0016547889	1.8660575	0.0016533048	0.0011210744	1.6993009	1.1510156	0.12680412	-0.6271237	1.3597346	-0.14915251	-1.3597843	0.149085	0.11840136	2.250547	0.032517011	0.00089682594	0.040963713	0.13017059	0.0016542069	0.13018037	0.0016527239	0.0011210109	0.2629897	0.032474568	5.5787257	2.5868476	3.5978976	4.52754	3.597894	4.52755	3.7781596	3.4425309	-115.92615	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 5.55e+02	 2.47e-04	 2.33e-03	2022-07-25@13:26
