D	D2	D2_ave	D_ave	E_kin	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	mu_ave	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	script	t	t_ave	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tp	tp_ave	tpp	tpp_ave	version	
1e-09	0	-0.02270979553	-0.1113067925	-1.085770384	7.5	0.3145882864	0.2037983847	0.7296505597	0.1492243049	0.1492614756	0.7295682556	0.7768202558	0.07372486201	a248bdd	2x2_2C_8b_C2v_L	1.14	0.8347803272	-6.15412927e-06	0.181367851	-0.03458162923	-0.1598651579	-0.1598616629	-0.0346210593	-2.951163679e-06	0.1575917287	recalcules_averages.py	1	-1.077249942	0.2362852673	-4.0776821e-07	-0.3974869107	0.0943221313	-0.0943779577	0.3974389291	0.5109933295	5.760157239e-06	2024-12-09@15:23	-0.3	0.02840147305	0	-0.2208155738	v2.7.1	
1e-09	0	-0.02342922073	-0.1191347008	-1.09407002	7.416666667	0.3012691208	0.2332228046	0.7193095436	0.170017386	0.1700793724	0.7193145396	0.7695991664	0.08349208767	a248bdd	2x2_2C_8b_C2v_L	1.153333333	0.8342996933	-1.214447279e-05	0.1980236053	-0.03874181071	-0.1698963552	-0.1698974086	-0.03880362322	-2.980558222e-07	0.1601371552	recalcules_averages.py	1	-1.092102021	0.2373465703	6.987124486e-06	-0.390142338	0.09827403048	-0.09835741935	0.3900991395	0.5024233351	2.748826402e-06	2024-12-09@15:23	-0.2733333333	0.007199996515	0	-0.2061405852	v2.7.1	
1e-09	0	-0.02545355711	-0.1288813376	-1.115379071	7.35	0.2874536983	0.2723169211	0.6833272855	0.1984681899	0.198519035	0.683309433	0.7612456144	0.08024780642	a248bdd	2x2_2C_8b_C2v_L	1.1	0.8197004192	-2.522313457e-05	0.2267527857	-0.04230811617	-0.1868753576	-0.186873575	-0.04237639572	1.105289736e-07	0.1583991829	recalcules_averages.py	1	-1.126599174	0.2429422185	2.127534711e-05	-0.3802002366	0.0938393751	-0.0939264318	0.3801542501	0.4882282683	2.636342163e-06	2024-12-09@15:24	-0.22	-0.05100047215	0	-0.1761282518	v2.7.1	
1e-09	0	-0.0256268228	-0.126954357	-1.12339231	7.45	0.2851045667	0.2760884822	0.6580290372	0.2056501179	0.2056853927	0.6579649695	0.7574896735	0.07061154451	a248bdd	2x2_2C_8b_C2v_L	1.046666667	0.8072492148	-2.625433967e-05	0.2357130998	-0.03944310366	-0.1935830878	-0.1935777436	-0.03951083501	-4.031490473e-06	0.1559245853	recalcules_averages.py	1	-1.139791594	0.2453888211	1.589982036e-05	-0.3785433489	0.08302642838	-0.08310071857	0.3784971518	0.4834723187	-3.424309857e-06	2024-12-09@15:24	-0.2	-0.08199642215	0	-0.1606077518	v2.7.1	
1e-09	0	-0.0002478205532	-0.001133857061	-1.185314528	7.45	0.2520841189	0.2955813095	0.5829694982	0.2440574522	0.2440152786	0.5828354145	0.7078291392	0.06427316556	a248bdd	2x2_2C_8b_C2v_L	0.94	0.7705626804	0.0002259185833	0.2809096871	-0.000410782152	-0.2329073514	-0.2328915455	-0.0004188730251	-0.0001316555249	0.1578183914	recalcules_averages.py	1	-1.212634927	0.2426534074	0.0002162376626	-0.3684777316	0.0001872476448	-0.001039793101	0.3684381037	0.4599437538	0.0009080326298	2024-12-09@15:25	-0.12	-0.2276699913	0	-0.04827182588	v2.7.1	
1e-09	0	-0.02136696766	-0.1062530204	-1.160782325	7.366666667	0.2774899807	0.2859405176	0.61453552	0.2303144464	0.2304908457	0.6147604442	0.7415734953	0.06076774884	a248bdd	2x2_2C_8b_C2v_L	0.9711111111	0.7902773435	-0.0002107681855	0.2583183919	-0.02628934572	-0.2137637447	-0.2138795561	-0.0267116463	0.0001115644967	0.1561665096	recalcules_averages.py	1	-1.184619432	0.2467707076	-0.0002197837365	-0.3767596341	0.05102803078	-0.05062981726	0.3769548567	0.4746556317	-0.0009961121522	2024-12-09@15:25	-0.16	-0.1489819217	0	-0.1125647559	v2.7.1	
1e-09	0	-0.02310306628	-0.1171048	-1.089956346	7.466666667	0.3035135077	0.2260607368	0.7216218463	0.1659636085	0.165808445	0.7215057926	0.768958102	0.08334771776	a248bdd	2x2_2C_8b_C2v_L	1.157777778	0.8350552522	-1.390491112e-06	0.1939121144	-0.03808947994	-0.1677671249	-0.1677147613	-0.03804931109	-1.30587395e-05	0.1602732034	recalcules_averages.py	1	-1.086150421	0.2366640808	1.162105017e-06	-0.3911759131	0.0979995292	-0.09796793593	0.391141263	0.5036663152	1.550508297e-05	2024-12-09@15:25	-0.28	0.01359258723	0	-0.2089309447	v2.7.1	
1e-09	0	-0.02611974368	-0.1305893114	-1.142445325	7.344444444	0.269817865	0.3011100397	0.6358038654	0.2328708739	0.232624324	0.6353763705	0.7393853918	0.07609600262	a248bdd	2x2_2C_8b_C2v_L	1.062962963	0.8036957731	-0.0001239374426	0.2562120212	-0.04243469897	-0.209170398	-0.2091018812	-0.04244233135	-0.0001723536129	0.1581478928	recalcules_averages.py	1	-1.162274613	0.245404637	2.969354273e-05	-0.3696093692	0.08196024131	-0.08182961617	0.3695587437	0.4710916907	0.0001318692378	2024-12-09@15:26	-0.1666666667	-0.1189757313	0	-0.1289601607	v2.7.1	
1e-09	0	6.729195134e-06	8.136867427e-05	-1.200820682	7.266666667	0.236410643	0.3168235582	0.5603932677	0.262817617	0.262805616	0.5603571698	0.6815531566	0.07070026467	a248bdd	2x2_2C_8b_C2v_L	1.024444444	0.7824060122	-0.0003711362344	0.2953272527	0.001570679787	-0.2435342179	-0.2435285863	-0.001593828748	-0.0001654463874	0.1607388413	recalcules_averages.py	1	-1.223569878	0.2391277885	0.001679418086	-0.3592281559	-0.002897497401	-0.002845967075	0.3592131311	0.4474709931	0.002339021336	2024-12-09@15:26	-0.1	-0.2274919576	0	-0.03216856146	v2.7.1	
1e-09	0	-0.001652732949	-0.007119750633	-1.19535464	7.296296296	0.2458641738	0.310139515	0.575049817	0.2547626314	0.2560651529	0.5788218847	0.6982606066	0.06898509778	a248bdd	2x2_2C_8b_C2v_L	0.9819753086	0.7782214364	0.04939966812	0.2839762849	0.004206346125	-0.2382686966	-0.238342681	-0.01157748974	-0.001123765357	0.1592074171	recalcules_averages.py	1	-1.22028183	0.238783771	-0.03743351691	-0.3647402873	-0.01016232646	-0.02287541697	0.3646072995	0.4548216437	0.01560961898	2024-12-09@15:27	-0.1111111111	-0.2243447093	0	-0.04318536723	v2.7.1	
1e-09	0	-0.02470900997	-0.124915007	-1.105196292	7.424074074	0.2924298039	0.2579272864	0.6928825419	0.1869557773	0.1863544706	0.6940693991	0.7635232635	0.0800067063	a248bdd	2x2_2C_8b_C2v_L	1.11382716	0.823592002	0.002003646919	0.2163622283	-0.04088232286	-0.1803267179	-0.1801254536	-0.04082680508	0.0001184345627	0.1583896259	recalcules_averages.py	1	-1.11254495	0.2412530681	-0.001934006982	-0.3833951368	0.09456909121	-0.09479321618	0.3834310736	0.4926350795	4.557836044e-05	2024-12-09@15:27	-0.2377777778	-0.0309055742	0	-0.1872451469	v2.7.1	
1e-09	0	-0.02428317034	-0.1199408878	-1.156696736	7.338888889	0.2678052576	0.29995948	0.6155032924	0.2382278176	0.238657971	0.6156457704	0.7325882946	0.06912996494	a248bdd	2x2_2C_8b_C2v_L	1.025925926	0.7958291801	0.004671929947	0.263215309	-0.03499300826	-0.2160871601	-0.2161823288	-0.03511162511	3.838317292e-05	0.1574756866	recalcules_averages.py	1	-1.178999097	0.2456410478	-0.004632666911	-0.3702535453	0.06585609996	-0.0659805265	0.3702510918	0.4684013688	-7.829074226e-05	2024-12-09@15:28	-0.1533333333	-0.1454501766	0	-0.110090671	v2.7.1	
1e-09	0	-0.02546315418	-0.1282876792	-1.114732089	7.402777778	0.2870553838	0.272174832	0.6775634443	0.1995743429	0.1988436574	0.6786998243	0.7596082715	0.0784082358	a248bdd	2x2_2C_8b_C2v_L	1.091851852	0.8172365651	0.003858431706	0.2278505173	-0.04197927868	-0.1878486981	-0.1876636659	-0.0419281758	0.0001528424753	0.157837353	recalcules_averages.py	1	-1.126805518	0.2432912469	-0.003829779634	-0.3795468276	0.09200483003	-0.09221292055	0.379608946	0.4869475045	2.361360016e-05	2024-12-09@15:28	-0.2166666667	-0.05572351918	0	-0.1735354467	v2.7.1	
1e-09	0	-0.02521586379	-0.1249786067	-1.140794029	7.448148148	0.2734093864	0.292617147	0.6292836524	0.2275390887	0.2275077372	0.629508711	0.7410226879	0.06988348706	a248bdd	2x2_2C_8b_C2v_L	1.034320988	0.7989841089	0.001219266206	0.2535674329	-0.03812528515	-0.207931968	-0.2079001484	-0.03826163467	-4.575907878e-05	0.1567112973	recalcules_averages.py	1	-1.161450702	0.2457942055	-0.001217552127	-0.3721673111	0.07397095707	-0.07412188461	0.3721468846	0.472771388	9.88706123e-05	2024-12-09@15:28	-0.1688888889	-0.1223092539	0	-0.1290270014	v2.7.1	
1e-09	0	-0.02578406764	-0.1298024524	-1.120223873	7.374537037	0.2844453368	0.2785416704	0.6711429645	0.2056585864	0.2051796735	0.6721100879	0.7577271417	0.07798127695	a248bdd	2x2_2C_8b_C2v_L	1.083580247	0.8147294473	0.005560509331	0.2331911527	-0.04241226609	-0.1915109149	-0.1914330587	-0.04243837595	8.457428724e-05	0.1577505311	recalcules_averages.py	1	-1.134164366	0.244048998	-0.005659114218	-0.3778503621	0.09084409009	-0.09102318446	0.3779487712	0.4844413243	6.351788449e-06	2024-12-09@15:29	-0.2072222222	-0.06727315686	0	-0.1666473649	v2.7.1	
1e-09	0	-0.02547301303	-0.1262616591	-1.145047574	7.37654321	0.2721016918	0.2960778975	0.6291763461	0.2301711776	0.2311640053	0.6308113762	0.74064704	0.07111921554	a248bdd	2x2_2C_8b_C2v_L	1.036954733	0.7995755896	0.004510001314	0.2558127685	-0.03874062093	-0.2094324956	-0.209636242	-0.03912291051	0.0002383204089	0.1571204221	recalcules_averages.py	1	-1.165933225	0.2458931469	-0.004428078194	-0.3715222288	0.07472572794	-0.07536045087	0.3716427104	0.4721516276	-0.0002097223323	2024-12-09@15:29	-0.1659259259	-0.1258733458	0	-0.1264078911	v2.7.1	
1e-09	0	-0.02580714142	-0.1295834486	-1.121009507	7.396219136	0.2835424542	0.2797055989	0.6672022044	0.206931078	0.2067228351	0.666901519	0.7562264988	0.07689184001	a248bdd	2x2_2C_8b_C2v_L	1.078127572	0.8130383541	0.004386625022	0.2347714645	-0.04221949051	-0.1926360664	-0.1925717118	-0.04212980428	0.0001393442666	0.1574800849	recalcules_averages.py	1	-1.135645605	0.2443035096	-0.004416565643	-0.3773104142	0.08955946402	-0.0896473047	0.3771907471	0.483336395	-3.491922663e-05	2024-12-09@15:30	-0.2039814815	-0.07175209178	0	-0.1639876769	v2.7.1	
1e-09	0	-0.02638353835	-0.1348672669	-1.130974329	7.293467078	0.2742895526	0.2989010372	0.6592981299	0.2243068488	0.2240887534	0.6599218137	0.7467575793	0.08426067364	a248bdd	2x2_2C_8b_C2v_L	1.103113855	0.8140567011	0.006828945088	0.2470573633	-0.04622856024	-0.2012476521	-0.2011886511	-0.04625916807	3.056035374e-05	0.1597637886	recalcules_averages.py	1	-1.14727285	0.2442529117	-0.006996197027	-0.3710170961	0.09347560549	-0.09359065553	0.3710608513	0.4760875654	2.930136712e-05	2024-12-09@15:30	-0.1852469136	-0.08798268691	0	-0.1484933689	v2.7.1	
1e-09	0	-0.0265675587	-0.1383000438	-1.134973119	7.215200617	0.2691889669	0.3102051534	0.6590604291	0.2327361149	0.2324344515	0.6581336381	0.7419192458	0.09154706125	a248bdd	2x2_2C_8b_C2v_L	1.131337449	0.8174919588	0.006144472383	0.2527591184	-0.04916139451	-0.2048422269	-0.2047179878	-0.04961367605	9.027170849e-05	0.1619809399	recalcules_averages.py	1	-1.151097731	0.2437048113	-0.006729595016	-0.3672001538	0.09811524124	-0.0979799766	0.3670933687	0.4725797413	-0.0006012527766	2024-12-09@15:30	-0.1778703704	-0.09065372643	0	-0.142562901	v2.7.1	
1e-09	0	-0.02662981259	-0.1349426027	-1.14609416	7.262705761	0.2635758821	0.3141856066	0.6342260058	0.2413580453	0.2416270122	0.6340672968	0.7321991212	0.08359841871	a248bdd	2x2_2C_8b_C2v_L	1.098038409	0.8077277966	0.002935240417	0.2625300734	-0.04652350149	-0.2128129382	-0.2128846396	-0.04692782155	8.814713968e-05	0.1602420281	recalcules_averages.py	1	-1.165338516	0.2447057443	-0.003276990095	-0.3647281772	0.08825298414	-0.08817084252	0.3647813544	0.4665553427	-0.0005237231857	2024-12-09@15:31	-0.1584567901	-0.1214486033	0	-0.1223243904	v2.7.1	
1e-09	0	-0.02613742984	-0.1304090106	-1.162667187	7.206790123	0.2518430536	0.3266663311	0.6111606765	0.2569928292	0.2560453505	0.6096339322	0.7151232437	0.08368193588	a248bdd	2x2_2C_8b_C2v_L	1.10526749	0.8035615344	-6.985838144e-05	0.2769733769	-0.04637522394	-0.2242873072	-0.2241857788	-0.04601911003	-4.21600909e-05	0.1612989537	recalcules_averages.py	1	-1.183074724	0.2437941065	-0.0004633928707	-0.3587914903	0.08238013186	-0.08102318256	0.3589842861	0.4572018736	-0.0006794731149	2024-12-09@15:31	-0.1340740741	-0.1522109142	0	-0.09428051319	v2.7.1	
1e-09	0	-0.0264751149	-0.1326673065	-1.165084774	7.152014746	0.2499945701	0.3316761032	0.6126345671	0.2599634889	0.259934381	0.6121455374	0.71403702	0.08667544164	a248bdd	2x2_2C_8b_C2v_L	1.116764975	0.8052462239	5.233498781e-05	0.2792402504	-0.04848271232	-0.2255705892	-0.2254462018	-0.04848482677	0.0001596592956	0.162089925	recalcules_averages.py	1	-1.185176842	0.2437341686	0.0001446625201	-0.3575592125	0.08481766108	-0.08525778458	0.3572300152	0.4559967552	8.62449755e-05	2024-12-09@15:32	-0.1313477366	-0.1529685136	0	-0.09250913047	v2.7.1	
1e-09	0	-0.0271609848	-0.1432162157	-1.153463636	7.075502972	0.2537321316	0.338123843	0.6376276683	0.257112355	0.2569112025	0.6362837194	0.7242116271	0.1004866201	a248bdd	2x2_2C_8b_C2v_L	1.167797592	0.8170725151	0.002916891468	0.2733454806	-0.05566509326	-0.2187472258	-0.218748518	-0.05567250345	9.946584039e-05	0.165255506	recalcules_averages.py	1	-1.171123939	0.2434572791	-0.003138765409	-0.3561544787	0.101334838	-0.1011481775	0.3560302185	0.4597061308	-0.0002791965726	2024-12-09@15:32	-0.1451165981	-0.1216973317	0	-0.1127145886	v2.7.1	
1e-09	0	-0.02720249483	-0.1486733414	-1.159589217	6.941032236	0.2469388036	0.355949241	0.6408061736	0.2695386008	0.2695580731	0.6403763043	0.7198664015	0.1154793609	a248bdd	2x2_2C_8b_C2v_L	1.220214906	0.8239166718	0.001756387115	0.2818005557	-0.06325318389	-0.2233389684	-0.2233291185	-0.06326968377	0.0001188347404	0.1699647045	recalcules_averages.py	1	-1.176031098	0.2425002806	-0.001810006534	-0.3493020036	0.1111332438	-0.1111763461	0.3491996205	0.4547157069	-0.0001449943014	2024-12-09@15:32	-0.1343415638	-0.1223886381	0	-0.1047679417	v2.7.1	
1e-09	0	-0.02613602897	-0.1414573664	-1.132283483	7.127277663	0.2668099934	0.3167991023	0.6708295796	0.2352817843	0.2353602589	0.6708650221	0.7430345691	0.1054319157	a248bdd	2x2_2C_8b_C2v_L	1.182962201	0.8268541605	0.002956584517	0.2523831015	-0.05295553374	-0.2038494146	-0.203825476	-0.05304767832	6.04563846e-05	0.1662664612	recalcules_averages.py	1	-1.146004658	0.241914869	-0.003046875666	-0.3647730932	0.1063819242	-0.1065707284	0.3646694133	0.4727721448	-2.158444972e-05	2024-12-09@15:33	-0.1824314129	-0.07521278748	0	-0.1467768556	v2.7.1	
1e-09	0	-0.0269990898	-0.1386875621	-1.155029195	7.145830476	0.2551147646	0.3303208894	0.6278871143	0.2537736633	0.2540009715	0.6279715653	0.7230630797	0.09124808516	a248bdd	2x2_2C_8b_C2v_L	1.133314281	0.8109004519	0.002362691063	0.2724516096	-0.05108141925	-0.219278283	-0.2192795192	-0.05139623618	-6.1851915e-05	0.1627106454	recalcules_averages.py	1	-1.173970592	0.2440261937	-0.002524241769	-0.358673549	0.09303613683	-0.093218095	0.3586147629	0.4602105018	-5.168545591e-05	2024-12-09@15:33	-0.1441186557	-0.1314291812	0	-0.1092765704	v2.7.1	
1e-09	0	-0.02690429621	-0.136548926	-1.175426084	7.017845031	0.238310911	0.3515623064	0.6020300971	0.274008717	0.2740439982	0.601896545	0.7005916554	0.09746849995	a248bdd	2x2_2C_8b_C2v_L	1.169707616	0.8100768208	-0.0001210937095	0.2915067478	-0.05569414811	-0.2329521595	-0.2329290225	-0.05579740134	-2.49260526e-05	0.165645412	recalcules_averages.py	1	-1.19395529	0.2422554917	9.449113184e-05	-0.3483109582	0.09289505529	-0.09298640781	0.3482364551	0.447229333	1.63572992e-05	2024-12-09@15:34	-0.113407636	-0.1633858794	0	-0.07611608865	v2.7.1	
1e-09	0	-0.02745382726	-0.1482481228	-1.180910929	6.8070994	0.2314791875	0.3777365057	0.6131666047	0.2882508812	0.2883621523	0.6129292283	0.6994317499	0.119366395	a248bdd	2x2_2C_8b_C2v_L	1.250786127	0.8222239438	1.868317222e-05	0.3010700838	-0.07041329883	-0.2360661106	-0.2360316845	-0.07046144502	-2.905018916e-05	0.1721068841	recalcules_averages.py	1	-1.196863211	0.2414476792	1.042357137e-05	-0.338097236	0.1127573809	-0.1129175824	0.3379473518	0.441841877	0.0001079169508	2024-12-09@15:34	-0.1027884469	-0.155195287	0	-0.07247219638	v2.7.1	
1e-09	0	-0.02715927679	-0.1516451044	-1.200671467	6.57929622	0.2162447044	0.4060770546	0.5936119218	0.3062171166	0.3068910445	0.5946500056	0.683067693	0.137567389	a248bdd	2x2_2C_8b_C2v_L	1.327159986	0.8296130252	0.0002847652623	0.3197045026	-0.08485453042	-0.2453581765	-0.2454012537	-0.08539490556	0.0001594503391	0.17839477	recalcules_averages.py	1	-1.21350572	0.2393965925	-0.00020356377	-0.3221647173	0.1250589613	-0.1257138417	0.3220566088	0.4295346843	-8.648254201e-05	2024-12-09@15:34	-0.07495427526	-0.1712277704	0	-0.04692269322	v2.7.1	
1e-09	0	-0.02688235396	-0.1496717057	-1.156428886	6.911463043	0.248493645	0.3542399526	0.6442910233	0.2653870405	0.2654981417	0.6440299346	0.72406719	0.118920489	a248bdd	2x2_2C_8b_C2v_L	1.233169261	0.8278244469	0.001202185284	0.2785571283	-0.06243827551	-0.220528128	-0.2205502207	-0.0624864194	1.332237874e-05	0.1708750875	recalcules_averages.py	1	-1.172121166	0.2419503222	-0.001219905284	-0.3498812972	0.1124533816	-0.1125528575	0.3497978903	0.4569592073	1.801185824e-05	2024-12-09@15:35	-0.1407581415	-0.1114839971	0	-0.111713769	v2.7.1	
1e-09	0	-0.02729646029	-0.1421275279	-1.169746002	6.991249534	0.2413192155	0.3538389212	0.6138454198	0.2725347346	0.2726030847	0.6136035726	0.7068176416	0.1031946005	a248bdd	2x2_2C_8b_C2v_L	1.185573027	0.8145400975	0.0006992223716	0.2883249913	-0.05890995598	-0.2295172013	-0.229492698	-0.05903698422	-8.879966052e-05	0.166860011	recalcules_averages.py	1	-1.187734639	0.2426338826	-0.0007538808401	-0.3482730282	0.09997479533	-0.1000722303	0.348173964	0.4496111728	9.099118281e-05	2024-12-09@15:35	-0.1202452624	-0.1495995502	0	-0.0864921685	v2.7.1	
1e-09	0	-0.02720794646	-0.1535605559	-1.185777201	6.680423638	0.2269330753	0.3941969697	0.6151205096	0.2969999291	0.2969503994	0.614975398	0.6985051501	0.1355346017	a248bdd	2x2_2C_8b_C2v_L	1.304401759	0.8297739442	-3.645896731e-05	0.3081284848	-0.07920075133	-0.2383707733	-0.2383138118	-0.07937181273	8.700136664e-05	0.1770703193	recalcules_averages.py	1	-1.200078779	0.2406699626	1.523978413e-06	-0.3303919962	0.1233701876	-0.1234968737	0.3302848711	0.4380064134	-0.0001433412759	2024-12-09@15:36	-0.09413152636	-0.1519318647	0	-0.06739027015	v2.7.1	
