CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_ave	version	
3	Broyden	0	0.000183767874	-445.8113534	-146.4	7.776117743	YY	9	0.5832059983	self-energy/D	sharp_wc_2_b_50	4	2	1.202634527	44.07500673	0.2911787894	-29.76237026	1.955535081	-12.21542283	1.679037395	7.477174167	0.07060796841	-31.37218029	1.883163277	-4.54966291	1.80091864	-54.97101232	1.781331356	26.5373758	1.105112115	a248bdd	2x2_2C_8b_C2v_L	13.15	1.537011092	2	1.764854396	0.9999999998010254	1.0	3.014611251	-0.0859444582	2.317058175	-0.7858043538	3.869343472	-2.734341534	-4.135941374	0.4741552511	4.695137295	-1.784513037	-0.9606211007	1.540783162	28.52423035	-1.783041742	20.99736544	-3.501360792	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-11.04898507	2.71645867	-9.815203632	0.289257882	0.9264387419	-0.03062680874	-0.565139795	0.6802338492	3.537565409	-0.2156857305	2.730424699	-0.2923461049	-2.77071012	0.5082312603	-1.774645873	-0.1980899037	2024-10-28@21:03	2.75	-0.5740791472	1	1.06275148e-16	-0.3728005828	-1.5	-1.715994553e-16	0.177987082	v2.7.1	
4	Broyden	0	5.768639841e-06	-427.5518666	-210.384	-2.841923603	YY	9	0.7699457967	self-energy/D	sharp_wc_2_b_50	0.001	2	1.2922065	-67.93273699	1.885304957	-48.95054218	1.993462321	-9.748375908	1.878834316	-7.578858294	1.96955572	11.17975953	0.1528743227	-10.15234603	1.941162708	54.06577879	0.6053114816	70.64427832	0.08003819608	a248bdd	2x2_2C_8b_C2v_L	13.15	1.756862888	2	1.89391703	0.9999999998386296	0.9999999999999993	9.165907326	-1.837593069	-1.26339297	0.3406273492	-1.691887144	1.804148326	-0.5521577025	0.6954390328	-1.737509171	0.1087919413	1.081569298	-1.075013945	5.779391418	-0.3516804384	25.64232939	-0.7152695346	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	1.701561979	-0.01299887978	8.827999332	-0.06784430073	1.091044164	-0.06318703192	-2.686880886	0.1477477289	-2.132065721	1.982620878	3.16109469	-0.1946708547	-21.02398616	3.42674707	6.167061191	-0.6381199334	2024-10-28@21:09	2.75	-0.2745694024	1	-5.720089356e-17	-0.1445781617	-0.75	1.443553548e-16	0.065274741	v2.7.1	
3	Broyden	0	2.926801502e-06	-117.6480971	-194.4	-0.3220427355	YY	9	0.7905581684	self-energy/D	sharp_wc_2_b_50	1	2	1.271048772	-4.105939171	1.996637941	-3.81437042	1.988632772	-4.044409989	1.940523252	0.01038735739	0.1625391556	-3.882259299	1.982635206	-3.796441669	1.983193504	-0.02803456735	0.450840051	-3.73617041	1.199441239	a248bdd	2x2_2C_8b_C2v_L	13.15	1.787972009	2	1.837475447	0.9999999999308361	1.0	0.09377130599	-0.1851457674	0.2715803043	-0.556494346	-0.002286175324	0.005281538906	0.02268104396	-0.1889645816	0.2610553978	-0.5769046721	-0.2433082714	0.5470439434	0.2108649297	-2.249653468	0.0009235604856	-0.005017689815	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	1.266700995	-0.02494183076	-0.4106411856	0.008232929075	1.808017629	-0.2797106823	-0.149924621	1.453212194	1.23558223	-0.04740025207	1.303389122	-0.05089205047	-8.539266261e-05	0.00181697581	-2.285934795	3.016859309	2024-10-28@21:15	2.75	-0.403267738	1	-3.856587678e-17	-0.2026294162	-0.75	5.003201202e-17	0.08904087319	v2.7.1	
8	Broyden	0	-1.886163438e-07	-98.86640908	-178.4	2.663225703	YY	9	0.7687463536	self-energy/D	sharp_wc_2_b_50	2	2	1.254876782	-3.285458246	1.996829497	-3.091916242	1.990447138	-3.654117302	1.902529959	-0.02889515574	1.795508073	0.02969813649	0.203716392	3.748598418	0.09582044596	-0.136706747	0.50570029	-3.577384021	1.22007049	a248bdd	2x2_2C_8b_C2v_L	13.15	1.765250381	2	1.809203567	0.999999999878892	0.9999999999999998	0.01521299749	-0.03280888728	0.2232754343	-0.5062083137	0.0004435208082	-0.0004877349791	-0.1669168561	1.70880012	0.002475935179	-0.01887631901	-1.819556881	0.4184206937	0.3067433832	-2.320790979	0.00211718381	0.01878834639	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	1.242561938	-0.02967503783	-0.07659505272	0.002002837553	1.797526159	-0.4201526478	-0.002452060558	0.01884487982	-0.1681801635	1.71605908	0.0004291689046	-0.0003947115901	0.007432047435	-0.1108632788	-2.373881579	2.926888791	2024-10-28@21:27	2.75	-0.4712716927	1	-8.702308637e-16	-0.2455690955	-0.75	4.052541145e-16	0.1072605508	v2.7.1	
6	Broyden	0	4.530477794e-08	-99.19787963	-162.4	5.51095759	YY	9	0.7363889277	self-energy/D	sharp_wc_2_b_50	3	2	1.235999826	2.714980793	0.003071880001	-2.894693645	1.99743161	-3.586730743	1.834080726	0.1332062066	0.3466208244	-3.58762682	1.834079876	0.1334121829	0.3466862508	-0.1793585859	0.4633775129	-3.33033315	1.177422362	a248bdd	2x2_2C_8b_C2v_L	13.15	1.731248104	2	1.779840765	0.9999999998102309	0.9999999999999998	-1.180651311	0.02669650192	-0.1123591484	0.2594574987	1.443322129e-06	-4.532978963e-05	-3.663213401e-05	0.0002056315964	-2.7971805e-05	0.0001276673136	-4.295965768e-06	-1.115408492e-05	0.3652758384	-2.22432649	-7.35105433e-05	0.0001273403465	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.005182261674	-0.01234544062	0.05714338448	-0.001250064569	1.883205075	-0.6983440887	0.2395889221	-2.11789711	-1.883462042	0.6984648482	-0.2397155609	2.118240043	-4.394710536e-05	0.0004432041866	-2.42911782	2.997474344	2024-10-28@21:38	2.75	-0.5393207881	1	-2.774407717e-16	-0.2921036553	-0.75	2.096446568e-16	0.1277037214	v2.7.1	
2	Broyden	0	1.375794692e-07	-98.38888851	-146.4	8.167703308	YY	9	0.6981039808	self-energy/D	sharp_wc_2_b_50	4	2	1.213494876	2.671484441	0.009705045438	-2.782462303	1.976442777	-3.339908457	1.760012335	0.16536967	0.536630582	-3.340515274	1.760028841	0.1654784878	0.5365612496	-0.2093515872	1.231829624	-3.036042432	1.023474105	a248bdd	2x2_2C_8b_C2v_L	13.15	1.69032453	2	1.747960575	0.9999999997333182	0.9999999999999998	-1.157069233	0.06266238682	0.3290148981	-0.7507466092	-0.01996611566	-0.03150410668	-0.1067400256	0.5954293213	0.01995930301	0.03154296719	0.1067144817	-0.5951246274	-0.4008142121	1.287144506	0.03321290206	0.1892558934	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.1177441938	0.2776012875	0.5032144006	-0.02574284737	1.905727455	-0.9526668036	0.2633104533	-2.23453461	-1.905921649	0.9527068639	-0.263398464	2.2347881	-0.1466800644	1.195213257	-2.464670908	3.329672681	2024-10-28@21:42	2.75	-0.6091260691	1	-6.789209079e-16	-0.3427458841	-0.75	1.923621907e-16	0.1514255496	v2.7.1	
5	Broyden	0	-3.896760814e-06	-502.9931027	-210.384	-2.195588544	YY	9	0.8063380062	self-energy/D	sharp_wc_2_b_50	0.001	2	1.302412683	-86.87140651	1.999999387	-60.77715427	1.999997786	-11.70049815	1.847161956	-10.09601031	1.987949141	-9.141282585	1.813206026	-12.42298501	1.969125523	56.51315248	0.5398429024	72.3691467	0.05113570399	a248bdd	2x2_2C_8b_C2v_L	13.15	1.797524847	2	1.911690773	0.999999999823113	0.9999999999999999	0.02518714762	-0.004418521605	-0.003188306187	0.0004170300299	-2.195902226	2.038061577	-0.03954944902	0.0374643363	-1.965314716	2.186725234	0.6658405801	-0.6003729549	-0.7722717629	0.003806856295	-24.38580561	0.6292767078	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.08671883243	-2.695020903e-06	4.71821027	-8.937027578e-05	-0.07013851062	0.005419167967	3.360021139	-0.1643374279	-0.914080918	0.05450365123	-3.640072514	0.2289881825	-20.0017477	3.37971566	0.8109379407	-0.1278014795	2024-10-28@21:48	2.75	-0.2261345345	1	-1.339975034e-16	-0.1112952908	0	0.05052983467	v2.7.1	
3	Broyden	0	6.251464644e-06	-126.4124331	-194.4	0.6343070889	YY	9	0.7551682496	self-energy/D	sharp_wc_2_b_50	1	2	1.285620635	5.406220257	0.003456472023	-5.721296407	1.970932592	-4.439778064	1.999960753	-4.068615433	1.990029184	-4.289908451	1.993492335	-4.016793979	1.996624577	4.106088737	0.9991031471	-5.553012597	1.983649127	a248bdd	2x2_2C_8b_C2v_L	13.15	1.752214637	2	1.865447568	0.9999999999151378	0.9999999999999999	-1.585429706	0.04371874974	0.5728284713	-0.9103221713	-0.01546401432	0.03096133929	-0.002393027537	0.006024396144	0.001297175288	-0.003377458064	0.001863259668	-0.004527809848	2.288257571	-3.804360308	0.1433701342	-0.08578663224	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.009547908846	0.01689383995	0.03090766955	-0.000420978555	0.03256669065	-0.001039185643	-1.782253478	0.06116124641	1.49226467	-0.049705112	1.022507337	-0.03577398094	0.01561058164	0.007866313601	0.3844664912	-0.4807299714	2024-10-28@21:51	2.75	-0.332116957	1	1.250446955e-16	-0.1608633067	0	0.07016906786	v2.7.1	
3	Broyden	0	-6.372169973e-07	-114.6579568	-178.4	3.648575474	YY	9	0.7509692863	self-energy/D	sharp_wc_2_b_50	2	2	1.270219674	4.311328668	0.003735062983	-5.450036977	1.973527403	-3.923601528	1.999874615	3.649275821	0.009371407344	-4.142973386	1.999659362	-3.665279211	1.990869527	4.488986525	0.1089890977	-4.507476747	1.0871844	a248bdd	2x2_2C_8b_C2v_L	13.15	1.747095424	2	1.835423676	0.9999999998593456	0.9999999999999997	-1.466893605	0.04141845457	-0.5301279938	0.8654376369	-0.01864810636	0.03956023772	-1.751716099	0.05517152164	0.02081443532	-0.04595239115	0.007854170221	-0.03119218454	0.8288662993	-1.182349383	0.2825871966	-0.2321612574	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.05122097548	-0.09222984576	0.1484886325	-0.005111464583	0.1554248694	-0.004508082924	0.01270409839	-0.04254472239	0.3184028567	-0.0093094176	1.735852644	-0.05461744398	0.8085978755	-0.441801108	2.507288627	-3.639431416	2024-10-28@21:55	2.75	-0.4068944872	1	-2.118484177e-16	-0.2052876845	0	0.08733778357	v2.7.1	
6	Broyden	0	-8.662080467e-08	-104.266701	-162.4	6.459403279	YY	9	0.7451003117	self-energy/D	sharp_wc_2_b_50	3	2	1.251300697	3.071527479	0.00318038642	-5.416881698	1.999650435	0.02802326588	0.2287340935	-3.668477953	1.888802626	0.02798902183	0.2281008726	-3.695414256	1.889514285	0.02780601016	1.697394759	-3.701888757	1.106738152	a248bdd	2x2_2C_8b_C2v_L	13.15	1.740951835	2	1.800602522	0.9999999998405968	0.9999999999999993	-1.234833506	0.02610326537	0.05586610451	-0.09189964632	0.001756985894	-0.01399933314	0.0003037892729	-0.0004402179864	0.001880215852	-0.0149653092	-0.000341105979	0.0005757110718	0.000918550793	-0.009934458795	0.0002117646846	-0.0004787657276	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.006717099962	-0.01514732419	-0.2411780914	0.003520140361	-0.1745505425	1.779592823	-1.829035565	0.4763415399	-0.174755429	1.780413315	1.835234042	-0.4750675359	0.2158358294	-1.892770092	2.409588503	-3.29258159	2024-10-28@22:05	2.75	-0.4892211165	1	1.200770748e-15	-0.2554095956	0	0.1061089327	v2.7.1	
9	Broyden	0	9.565570965e-08	-102.9042143	-146.4	9.170860516	YY	9	0.7203311599	self-energy/D	sharp_wc_2_b_50	4	2	1.230010206	2.6790991	0.004545962231	-5.003026934	1.994113969	-3.440672348	1.818157539	0.0519034283	0.3811429728	-3.441598564	1.818153657	0.05197651625	0.3811293753	0.1606152683	1.208723535	-3.526088061	1.093960391	a248bdd	2x2_2C_8b_C2v_L	13.15	1.714518498	2	1.767323577	0.9999999997257405	1.0	-1.238632618	0.03775604701	-0.239641088	0.406720051	-0.004317040918	0.02315996586	-0.03237248396	0.2468641124	0.004303712807	-0.02308564013	0.03233544109	-0.2464837694	0.04303187751	-0.8727722414	0.01135946849	0.2115398602	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.00590776081	-0.004544954882	0.02123102695	-0.001702047525	1.858587741	-0.7280678778	0.2016508892	-2.06772733	-1.858853689	0.7281873227	-0.2017247061	2.06807908	-0.3277626402	1.668961158	-2.519125347	3.282004466	2024-10-28@22:19	2.75	-0.5655131636	1	1.012019768e-16	-0.3079261206	0	0.125600056	v2.7.1	
3	Broyden	0	-2.245266068e-06	-403.1839937	-210.384	-1.504053367	YY	9	0.846816134	self-energy/D	sharp_wc_2_b_50	0.001	2	1.31279764	-69.60084838	1.911488677	-32.95313871	1.989788752	-11.57782579	1.994675855	-5.272249181	1.99946681	-12.61152427	1.872345365	-11.59757291	1.986189986	58.94183347	0.445266977	71.02851507	0.03579280585	a248bdd	2x2_2C_8b_C2v_L	13.15	1.841207843	2	1.93484841	0.9999999998603357	1.0	8.145517106	-1.628524292	-1.298035732	0.4918516489	0.3887527417	-0.4013517433	0.04707106556	-0.07885861414	2.086768933	-1.880421181	-0.384778844	0.3643176585	1.047598813	-0.01438210302	-21.52080561	0.4778534107	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	2.203248802	-0.02701681194	6.551365859	-0.04560150176	-0.4897238294	0.002015406778	1.918140571	-0.004709325349	-0.6824978757	0.02938050654	-3.411378806	0.1319213684	-17.93035637	3.194125637	-1.050479156	0.1690536949	2024-10-28@22:23	2.75	-0.1647455169	1	-8.589625361e-17	-0.07603031022	0.75	-1.306323534e-16	0.03522208255	v2.7.1	
4	Broyden	0	6.727555195e-06	-138.5593468	-194.4	1.548546668	YY	9	0.7243512415	self-energy/D	sharp_wc_2_b_50	1	2	1.2993488	6.038285684	0.003228070362	-7.430032549	1.975662199	-6.368507002	1.992637447	2.801344482	0.007230956579	-4.835561869	1.978818126	-5.271797414	1.983138663	-5.040166558	1.590505874	-5.323268139	1.51340206	a248bdd	2x2_2C_8b_C2v_L	13.15	1.720933299	2	1.894728591	0.9999999999297525	0.9999999999999996	-1.671655865	0.04106607443	0.6318050933	-0.8411282934	0.004196817884	-0.006186354801	0.8911593617	-0.06257191807	0.3722211687	-0.6880934841	0.183733348	-0.3229688868	0.001384359672	-0.009933075029	-0.0003709482335	-0.009841471449	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.001312351832	-0.002579510133	-0.004884418035	-7.788114099e-05	-1.736561003	0.06360055177	-0.003190393642	0.00892888743	-0.8354091904	0.04913211393	1.82440134	-0.1019688282	-1.631172942	2.550688907	-1.877245631	2.780519467	2024-10-28@22:28	2.75	-0.2561326685	1	-1.973292463e-16	-0.1180180879	0.75	-1.20790737e-16	0.0522884647	v2.7.1	
4	Broyden	0	-5.402920047e-06	-128.5091958	-178.4	4.512382199	YY	9	0.742160653	self-energy/D	sharp_wc_2_b_50	2	2	1.283720453	4.661332522	0.003308068162	-6.197064313	1.978818295	-4.991686154	1.997751309	3.857866811	0.0102695421	-4.55479481	1.984749403	-4.237355652	1.985850466	-4.409998213	1.610160307	-4.702562182	1.427264189	a248bdd	2x2_2C_8b_C2v_L	13.15	1.738918032	2	1.858976492	0.9999999998968296	1.0	-1.523344849	0.03865681781	-0.515780729	0.7791031253	0.03663528451	-0.06787695838	1.596813952	-0.06703610792	0.3220044329	-0.6290260879	0.01238951999	-0.02498071357	-0.01238284859	0.01337036178	0.00837285838	0.002486725364	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.01069240523	0.02001197642	-0.04229941597	0.0007421514699	0.8771062618	-0.03029110985	0.01475480169	-0.03195529277	0.08424928789	-0.004035255799	-1.875802956	0.09278951017	-1.501629939	2.427863412	-1.934087224	2.942852254	2024-10-28@22:32	2.75	-0.3455631825	1	4.284625176e-16	-0.1657571693	0.75	1.274656463e-16	0.07032321992	v2.7.1	
3	Broyden	0	-1.186700532e-06	-130.4286792	-162.4	7.306094421	YY	9	0.7500915985	self-energy/D	sharp_wc_2_b_50	3	2	1.264842117	4.86466728	0.006957708422	-6.038472142	1.950583067	-3.929676258	1.992974065	-3.632204262	1.988124937	-3.95580348	1.999478497	-3.608444605	1.989183237	-4.454363869	1.99993023	-4.126170148	0.9839459549	a248bdd	2x2_2C_8b_C2v_L	13.15	1.746581939	2	1.820572805	0.9999999999094393	1.0	-1.677547423	0.07023947722	0.7695895814	-1.172351183	-0.1925306197	0.4208327226	0.01590214984	-0.0635943812	0.05115694644	-0.112763802	0.01338105923	-0.05829769365	-0.05435785252	0.03366170172	0.01506804791	-0.06622215277	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.1005802893	-0.1762113748	-0.2983191341	0.01122887363	-0.006530139296	-0.002423117399	-1.798816877	0.07215043244	-0.07308657722	0.003129964433	-1.784658111	0.06310897598	-0.005204435165	0.006478304814	-2.433510589	3.835242497	2024-10-28@22:35	2.75	-0.4389018756	1	-9.525821924e-17	-0.2187248988	0.75	1.437834205e-16	0.08872468404	v2.7.1	
4	Broyden	0	-5.650732995e-08	-99.09489681	-146.4	10.13672694	YY	9	0.7114235843	self-energy/D	sharp_wc_2_b_50	4	2	1.245383968	4.801881512	0.01321770701	-5.803101627	1.92008661	0.02072384797	0.2679272135	-3.572812134	1.865931954	0.02071471212	0.2674717189	3.58270904	0.133716366	0.02291143507	1.732524265	-4.040835203	1.107452224	a248bdd	2x2_2C_8b_C2v_L	13.15	1.70534898	2	1.788982343	0.9999999997817833	1.0	-1.821280533	0.1289700477	0.9732234397	-1.464437971	-0.007323017837	0.06457258686	0.0002898742015	0.001542878278	-0.007117413407	0.06274826377	-1.855554275	0.5539924345	0.009824814513	-0.1096360177	0.0007234066313	0.003240227269	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.09291172337	-0.1560824601	-0.205545687	0.0140770941	0.1782163839	-1.855421196	-1.853190441	0.5546579363	0.1782859135	-1.855651315	-0.0002717387902	-0.001535394556	-0.1994924463	1.78801134	-2.545838068	3.362526356	2024-10-28@22:44	2.75	-0.5133271762	1	-2.67202951e-17	-0.2700849257	0.75	-3.658396773e-17	0.1054770266	v2.7.1	
3	Broyden	0	2.55234686e-06	-394.6751442	-210.384	-0.6109410687	YY	9	0.8643424863	self-energy/D	sharp_wc_2_b_50	0.001	2	1.325274978	-65.74407963	1.901609378	-33.9419535	1.99407139	-7.97897139	1.933024296	-9.641822112	1.992832273	-7.654981345	1.977794395	-18.57223798	1.962592256	59.58141789	0.3635527189	71.57812953	0.02785449443	a248bdd	2x2_2C_8b_C2v_L	13.15	1.86002973	2	1.971458681	0.9999999998735616	0.9999999999999998	8.163186992	-1.712996586	-0.9073235532	0.3397012263	-1.007780161	1.371947801	0.1858465286	-0.2083596204	0.5309419981	-0.7180129085	-1.517191989	1.056095619	1.720995913	0.01120472178	-19.13974536	0.3659536972	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	1.466406914	-0.0154966057	6.828449087	-0.05308921552	0.4257748655	-0.01734117264	2.725693975	-0.0747771043	-2.22196858	0.0368774613	-1.842084555	0.03744585513	-15.68558083	2.977629618	-1.69793206	0.3203037699	2024-10-28@22:47	2.75	-0.07141594393	1	-3.19760624e-16	-0.03115200933	1.5	-3.068450114e-16	0.01504903816	v2.7.1	
4	Broyden	0	3.672648233e-06	-126.2990985	-178.4	5.496027351	YY	9	0.7097944628	self-energy/D	sharp_wc_2_b_50	2	2	1.298603349	4.139439453	0.003706326146	-6.94015061	1.999999782	-5.286980725	1.999999521	-4.423226616	1.979142373	-5.126614794	1.961784417	0.0229665258	1.928248934	5.839542957	0.8325034301	-6.536062115	1.997296789	a248bdd	2x2_2C_8b_C2v_L	13.15	1.706415645	2	1.890631178	0.9999999998860151	1.0	-1.391859834	0.03097003951	0.001761298387	-0.002465028349	0.00109581678	-0.001895792416	-0.0003860625612	-7.678948712e-05	-0.0003029877569	0.0001606769116	-0.1346352643	1.128583387	-2.641471225	3.711290573	0.1583674208	-0.06984076562	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	7.301318425e-05	0.0005156585685	-0.003379811633	5.148673286e-05	0.008783678061	-0.0004949084198	-1.864524418	0.121808195	-1.987818859	0.214892012	0.0004204995088	-0.007839497327	0.0090011538	-0.01191858183	-0.1579955551	0.1980893046	2024-10-28@22:58	2.75	-0.2631268757	1	-3.204859759e-16	-0.1192341512	1.5	2.137642308e-16	0.05175698561	v2.7.1	
3	Broyden	0	8.769339361e-07	-125.882696	-162.4	8.198198696	YY	9	0.7351776199	self-energy/D	sharp_wc_2_b_50	3	2	1.278893206	4.116249709	0.003346853843	-6.147240213	1.986029886	-5.254847402	1.999687959	-3.9282334	1.985310338	-5.958908701	1.986961826	0.2159678484	0.005738059295	5.056806114	0.9060481886	-6.539058284	1.999780325	a248bdd	2x2_2C_8b_C2v_L	13.15	1.732199362	2	1.844771092	0.9999999999321885	1.0000000000000002	-1.502024736	0.03438298812	-0.4123564107	0.631153162	0.05098336377	-0.09105831981	0.0002010363931	-0.0004462711484	4.207229824e-05	-0.0002175650535	-0.260452632	0.05539429806	2.580917564	-3.766994975	0.006410851089	-0.003110598655	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.0002597061755	-0.0005218335513	0.00146594906	-2.527988199e-05	0.008101025783	-0.0002952486653	-1.841333986	0.0839959619	-2.156636515	0.08760858922	-2.000742818e-05	0.000593761847	0.0001324647269	-0.0001559975955	0.05122022518	-0.05857651923	2024-10-28@23:03	2.75	-0.3761370211	1	-5.712027895e-16	-0.177912366	1.5	3.081866343e-16	0.07222830367	v2.7.1	
3	Broyden	0	-7.258938871e-08	-122.7665949	-146.4	10.750442	YY	9	0.7411990847	self-energy/D	sharp_wc_2_b_50	4	2	1.255698778	2.82040602	0.002274529513	-6.011151393	1.999988346	-3.819881727	1.999999839	-3.44352288	1.986768641	-3.843097121	1.998943047	-3.381244929	1.987799717	5.028321386	0.6013430894	-5.387378791	1.664084074	a248bdd	2x2_2C_8b_C2v_L	13.15	1.737533295	2	1.798630884	0.9999999998736606	0.9999999999999999	-1.30253728	0.01868060679	0.01153860834	-0.01795134808	0.000676826412	-0.001529750394	-0.001757931324	0.008924755126	0.01050337664	-0.0221458468	-0.004843273382	0.01651420068	2.203860914	-3.048915433	-0.5573442541	0.2796777862	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.000928966301	-0.001634030678	0.02881999908	-0.0002569245476	0.004348580811	-0.0001662284584	-1.803487175	0.07341558804	-0.5473442461	0.02052974817	-1.71250293	0.07032857092	0.4128208463	-0.2110120526	-1.745509776	2.270077444	2024-10-28@23:07	2.75	-0.4854794171	1	-5.153829365e-16	-0.2400456565	1.5	3.939689952e-17	0.09053307182	v2.7.1	
3	Broyden	0	3.277304271e-05	-256.888682	-210.384	-5.721611788	YY	9	0.4840445709	self-energy/D	sharp_wc_2_b_50	0.001	2	1.253884121	65.68274231	0.0899432926	35.3977791	0.2788250979	22.27163145	0.3117936047	21.98637284	0.203224233	19.25501849	0.2507094267	23.22245792	0.2559925736	78.73898494	0.8311772458	88.61507626	0.1356454544	a248bdd	2x2_2C_8b_C2v_L	13.15	1.404534319	2	1.825863767	0.9999999998332653	1.0	12.90445241	-0.33329442	6.053866773	-0.12191966	5.492840473	-0.3447536799	7.480247686	-0.4950642061	6.324422123	-0.4196084928	-6.22310523	0.4213622368	-42.89727804	3.547194933	-14.04729028	0.7240520867	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	7.628559881	-1.39098743	-8.705434953	2.549645591	-6.35648205	2.525003589	4.676434085	-1.897190326	4.811973368	-2.151699719	5.80461824	-2.28043292	-12.84133315	0.6954429806	43.84260571	-1.08035523	2024-10-28@23:12	3.375	-0.4402243143	1	6.403959197e-17	-0.2513041973	-1.5	-4.479900195e-16	0.1142643703	v2.7.1	
3	Broyden	0	-6.718243229e-05	-634.9225765	-194.4	-3.217218605	YY	9	0.5165031449	self-energy/D	sharp_wc_2_b_50	1	2	1.232242587	-80.99033831	1.724862375	-71.92305045	1.894911453	-20.66752892	1.601552961	-19.37199984	1.84802428	-9.259293726	1.966388297	20.47642353	0.2743126996	46.57485358	0.9296507618	66.31512225	0.1657789792	a248bdd	2x2_2C_8b_C2v_L	13.15	1.448871327	2	1.78569679	0.999999999787309	1.0000000000000004	18.95020872	-2.586377063	-9.693270124	1.459552218	-6.897907343	2.863961855	3.299916991	-1.449946567	-0.3788354326	0.3279027671	-0.7615331995	0.05080124922	29.50339042	-3.598624215	6.522368802	-0.655179576	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-10.7961176	0.1741144658	-18.72987472	0.2986610102	4.045886624	-0.2883628336	7.912084526	-0.5891719868	-4.931198875	0.32562601	-5.446585727	2.62918702	-5.177718767	0.1822727431	33.40415693	-1.366386064	2024-10-28@23:17	3.375	-0.5320721839	1	-1.210004843e-16	-0.300208394	-1.5	-3.535478782e-16	0.1391311828	v2.7.1	
5	Broyden	0	0.000608074963	-335.2861131	-178.4	-0.6487093515	YY	9	0.4876424198	self-energy/D	sharp_wc_2_b_50	2	2	1.210237683	52.34288249	0.04021035265	-70.97049759	1.622950988	52.47692807	0.143564408	-17.78223169	1.242839111	51.82612589	0.04565772458	2.997933872	0.5972116857	-2.436155005	0.8820052456	30.59030609	0.2396566299	a248bdd	2x2_2C_8b_C2v_L	13.15	1.41590763	2	1.75068269	0.9999999998156964	1.0	18.24795825	-0.3565552118	20.28190158	-2.995920875	15.63772973	-0.9291284342	-8.156257636	3.329778588	-6.596000307	0.3110434572	1.816613634	-1.039783951	1.436296248	-1.262358103	-7.756754757	1.875755606	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	4.042011807	-0.5798627153	5.018556723	-0.2543588347	7.552422668	-1.156938189	-5.011288623	0.7491832495	-3.784895819	0.9087255481	-0.976456795	2.491377198	1.895616719	-3.009995009	-3.382954835	0.9190055266	2024-10-28@23:24	3.375	-0.6058454011	1	-3.243850721e-16	-0.3438266559	-1.5	-3.49511084e-16	0.1654379547	v2.7.1	
