CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_ave	version	
3	Broyden	0	0.03332614807	-407.5065101	-144.8	-1.564560742	YY	9	0.3591035352	self-energy/D	sharp_wc_2_b_50	2	2	1.190393828	-13.96926142	1.928312001	-29.92074915	1.721041562	-21.08615969	1.494053163	-50.53042112	1.801498789	32.36216189	0.2652579137	-21.07843504	1.607113321	-4.831158702	1.055475164	-0.5147652634	1.991214368	a248bdd	2x2_2C_8b_C2v_L	11.05	1.266960473	2	1.64339796	0.9999999997510804	1.0000000000000004	-0.9983107284	0.6199302215	7.834875531	-2.609160521	3.119560604	-1.04898363	13.88606035	-1.792749085	-0.831724266	0.4403232414	-0.5454322652	-0.3139123931	0.01914223743	-0.0466085719	0.4007932816	-0.2902412426	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	6.202423359	-0.4733566386	1.663631723	-0.09198878028	-10.18628654	2.101532288	5.393131114	-0.4092295492	10.87722397	-2.075391177	10.12546677	-2.034055011	-3.35583753	3.764660633	0.04247870827	-0.1456884242	2024-10-23@09:09	3.375	-0.7856862268	1	-3.225943053e-17	-0.3538123155	0.75	-1.91319114e-16	0.1375939036	v2.7.1	
3	Broyden	0	-1.600510308e-05	-776.0797334	-194.4	-3.885934187	YY	10.25	0.4607086763	self-energy/D	sharp_wc_2_b_50	1	2	1.224548345	-30.28298902	1.63703751	31.29967828	0.03563046694	45.15810399	0.5009599544	-34.67064764	1.945504299	45.74920398	0.5038273636	-35.84593614	1.936955409	-65.42951278	1.404490022	-80.43636429	1.618568832	a248bdd	2x2_2C_8b_C2v_L	13.15	1.370485786	2	1.757572324	0.9999999998250603	1.0000000000000004	-8.814044169	2.950248047	-9.871109636	0.39551119	-0.7470272551	0.03022583231	0.5911298357	-0.1433382145	2.220434527	-0.09932543419	-1.816492118	0.4129089623	-23.45170445	0.6455037543	33.54840405	-1.035528203	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.377695481	0.04921845576	-1.262257485	0.418315485	16.44773399	-3.283100615	-15.7226257	0.6176133464	16.74343249	-3.277960441	-16.1244465	0.6265406479	31.50886051	-2.876409256	27.09276977	-2.226943437	2024-10-23@09:09	3.375	-0.5901934656	1	-1.210004843e-16	-0.3081977965	-1.5	-3.535478782e-16	0.1465059986	v2.7.1	
3	Broyden	0	-1.202673926e-05	-795.0037975	-178.4	-1.34099852	YY	10.25	0.4477526057	self-energy/D	sharp_wc_2_b_50	2	2	1.201773672	-30.07462503	1.588643454	31.03847082	0.0437181523	44.79287263	0.5490511912	-34.08023766	1.937834629	45.36398052	0.5500891581	-35.24748206	1.926490364	-63.67592367	1.378724643	-78.98161178	1.581248206	a248bdd	2x2_2C_8b_C2v_L	13.15	1.349662726	2	1.724182591	0.9999999997545741	1.0	-9.59111086	3.078848015	-10.63087191	0.4682483053	-0.8011927168	0.05405705367	0.6233942878	-0.1194284654	2.361730658	-0.0897467491	-1.944991205	0.4470085251	-24.95696068	0.6628449919	35.910757	-1.139648889	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.496791526	0.06044126054	-1.372798527	0.4361414707	17.70659985	-3.369302797	-16.75973172	0.6902557434	18.01039832	-3.357512551	-17.18624937	0.7036652189	33.4936242	-2.85505207	28.9167307	-2.268181661	2024-10-23@09:12	3.375	-0.6632316299	1	-3.243850721e-16	-0.3500147544	-1.5	-3.49511084e-16	0.1747502299	v2.7.1	
3	Broyden	0	0.03215390407	-412.6642571	-128.8	0.9144105841	YY	9	0.3684220638	self-energy/D	sharp_wc_2_b_50	3	2	1.16314635	-13.52745516	1.926867951	-29.78085748	1.67571002	-20.42221521	1.419839557	-50.30135459	1.788151343	32.12051306	0.2982236497	-20.60228269	1.57295391	-4.18506703	0.9837332248	-0.4449389358	1.988901177	a248bdd	2x2_2C_8b_C2v_L	11.05	1.268876152	2	1.612778683	0.9999999996793312	1.0	-1.060431458	0.666706762	8.620018465	-2.786803349	3.286879279	-1.179636898	14.96453786	-1.853205239	-0.8511493293	0.5376282367	-0.5606493334	-0.4526718003	0.02780133489	-0.05342103453	0.3812200821	-0.2910074906	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	6.608695268	-0.4808049262	1.753194574	-0.08798324877	-10.76179906	2.217861548	5.712452818	-0.3747003186	11.77916488	-2.179669914	10.78066692	-2.099495251	-3.343538125	3.823308278	0.06729633954	-0.2054269217	2024-10-23@09:12	3.375	-0.8567393986	1	2.596371266e-16	-0.4081889091	0.75	1.956898585e-16	0.1533984773	v2.7.1	
28	Broyden	0	0.01686595434	-193.762533	-176.784	-5.761298889	YY	10.25	0.2766761817	self-energy/D	sharp_wc_2_b_50	0.001	2	1.248813569	-5.859160382	1.969095939	4.861756256	0.03487634127	-6.507047893	1.736702303	0.4408477767	0.02628933086	-18.42759436	1.907852388	13.46406664	0.2823730368	87.83577193	0.1092624113	87.21111418	0.505622369	a248bdd	2x2_2C_8b_C2v_L	11.05	1.216242564	2	1.677932913	0.9999999994926293	1.0000000000000002	-0.4086536088	0.5299796178	1.059719695	-0.3137161061	-0.0013327936	-0.0794151259	-0.01625172847	0.1704338442	3.800430798	-1.227585948	-4.501832912	1.898463996	-2.830329807	0.2564166372	-32.83197791	3.06839507	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.102660094	0.2851016025	0.3553022503	-0.5111101538	-2.260752386	1.699645151	-0.2607422139	0.5565259754	0.2602878199	-0.1484784415	-0.1503220425	-0.04491669475	31.27778287	-0.9922909418	-2.67522928	0.09205884627	2024-10-23@09:16	2.75	-0.622090646	1	3.450884912e-16	-0.2109324999	0	0.09446710305	v2.7.1	
9	Broyden	0	3.150134621e-07	-142.9337396	-146.4	13.96253112	YY	11.5	0.6397729585	self-energy/D	sharp_wc_2_b_50	4	2	1.299211141	-0.3388956391	1.997687329	-6.03401245	1.996586389	-4.759822011	1.971743868	-0.003828545317	0.4927312612	-4.772517234	1.971801593	-0.004067213466	0.4733888021	2.960771933	0.629878349	-25.60107763	1.979265983	a248bdd	2x2_2C_8b_C2v_L	13.15	1.638583412	2	1.869748276	0.9999999996534423	1.0	0.0007189758089	-0.006805971161	-0.0002981025363	-0.000346295697	0.000716576474	0.006240437738	0.03599240453	-0.5858916739	-0.0007780920232	-0.006228705185	-0.034808082	0.5717086381	1.16343705	-3.356365985	0.06765126114	-0.009229316422	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.1324216829	0.0413138547	-0.9183471708	0.0529421834	1.213581997	-0.2471840403	-0.07813272559	1.108405994	-1.215070169	0.2469753213	0.07870013826	-1.116134949	-0.01356038598	0.04623368076	-1.751614695	0.6095977846	2024-10-23@09:18	1.5	-0.2855171674	1	1.012019768e-16	-0.114391775	0	0.05031327527	v2.7.1	
5	Broyden	0	4.848779407e-05	-817.239858	-162.4	0.5875859869	YY	10.25	0.4328515403	self-energy/D	sharp_wc_2_b_50	3	2	1.168628198	-29.81582155	1.535976591	30.72610521	0.05400120762	44.33214248	0.601925833	-33.30207769	1.925462462	44.87392596	0.606733849	-34.45912226	1.918167534	-61.50455283	1.317313813	-77.19265285	1.567562642	a248bdd	2x2_2C_8b_C2v_L	13.15	1.325919795	2	1.673926649	0.9999999998204485	1.0000000000000004	-10.44725105	3.197283781	-11.47222526	0.5529818271	-0.8479132854	0.005060995572	0.6832996943	-0.1909248949	2.548730467	-0.1514827959	-2.070732658	0.390728417	-26.66321162	0.7671829084	38.59879435	-1.199009526	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.611664059	0.07094632006	-1.51538435	0.4606740863	19.21067928	-3.445291418	-17.98819122	0.7839266114	19.53285588	-3.440454678	-18.44698279	0.7886447738	35.73270688	-2.882758857	30.9706066	-2.231161181	2024-10-23@09:18	3.375	-0.7663601109	1	1.749923254e-16	-0.3931640337	-1.5	-8.364898777e-17	0.2202621265	v2.7.1	
7	Broyden	0	-1.15510655e-07	-165.4292137	-96	4.511135057	YY	10.25	0.3702655049	self-energy/D	sharp_wc_2_b_50	4	2	1.110413419	-8.455073722	1.732613432	-42.43940743	1.899433359	-0.1781097736	0.66909289	1.781830769	0.7384188032	-0.178064095	0.6688511635	1.781629318	0.7384389956	-0.3368988532	1.943167213	-1.217690511	0.8267226105	a248bdd	2x2_2C_8b_C2v_L	10	1.317026686	2	1.53256274	0.9999999995866284	0.9999999999999998	-2.158830563	2.14574231	-5.252382319	1.499847142	-0.3717641559	2.104356229	-1.488091536	2.87204614	-0.3717301623	2.104474448	1.488011053	-2.872028516	-0.6820930511	0.9346907168	0.009212764464	0.02132544485	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-2.642863146	0.2987321766	5.331247886	-0.4015509778	-0.03697151512	0.6198384104	-0.00896943104	-0.1969008114	-0.03693230398	0.6193756845	0.008940198447	0.1968403091	-0.03876298277	0.1380838836	-1.980503175	3.616845042	2024-10-23@09:18	2.125	-0.9774987658	1	1.773445006e-16	-0.4512437874	-1.5	-1.945914875e-16	0.2730088843	v2.7.1	
5	Broyden	0	0.023962075	-419.0917711	-112.8	3.044578237	YY	9	0.3628508574	self-energy/D	sharp_wc_2_b_50	4	2	1.127936669	-12.97570171	1.921290986	-29.63434736	1.633450356	-19.47552247	1.277715744	-49.98052553	1.787181276	31.81713766	0.2770431245	-19.99442996	1.414058034	-3.710268632	0.9127002568	-0.2870582541	1.992267293	a248bdd	2x2_2C_8b_C2v_L	11.05	1.246685024	2	1.574958579	0.9999999997295295	1.0	-1.120971545	0.7050902992	9.404418526	-2.928712512	3.480707968	-1.570639289	16.38031539	-1.887576807	-0.8555569061	0.7596856185	-0.5841620563	-0.7669454108	0.00348156782	-0.03625104457	0.4080573496	-0.3206717379	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	7.007721548	-0.508107146	1.862025697	-0.09134162854	-11.42211905	2.410392228	6.139422253	-0.2034202407	12.83201365	-1.993901619	11.50986626	-2.58650438	-3.402876349	3.869736402	-0.01960868223	0.07121605956	2024-10-23@09:19	3.375	-0.9344076491	1	3.732966998e-16	-0.4708804013	0.75	4.946000436e-17	0.1701586064	v2.7.1	
1	Broyden	0	3.992450317e-11	-171.9162499	-194.4	3.51616016	YY	11.5	0.9999675019	self-energy/D	sharp_wc_2_b_50	1	2	1.326333067	-0.2892204587	1.999999992	-6.661009982	1.999999997	-11.91549049	1.999999899	0.3083177269	2.944894688e-06	-11.8666491	1.999999929	0.3041033247	1.972229922e-06	3.333702071	0.0001411773282	-25.62540591	1.99998757	a248bdd	2x2_2C_8b_C2v_L	13.15	1.999967501	2	1.953566462	0.9999999998884479	0.9999999999999996	2.530814205e-05	-0.0004382866974	1.74319244e-06	-0.0002686614718	0.0003307941734	0.0002371911497	0.1409594228	-7.961337267e-06	-0.000226439293	-0.0003619608369	-0.1402609622	5.693139261e-06	0.757396738	-0.0002467473117	0.03246674985	-0.01789814245	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.08532347212	8.4808861e-08	-0.8485285921	4.955023457e-08	1.537640844	-1.642096835e-06	0.0003621565688	-0.007043006324	-1.534978667	1.164554659e-06	-0.0002841793877	0.00574031534	-0.01335271165	0.06072798237	-2.190019962	5.304325484e-05	2024-10-23@09:21	1.5	-0.09145420444	1	-1.973292463e-16	-0.02651597378	0.75	-1.20790737e-16	0.0125567994	v2.7.1	
2	Broyden	0	0.0001554613723	-844.978626	-146.4	2.631035361	YY	10.25	0.4151683364	self-energy/D	sharp_wc_2_b_50	4	2	1.136790495	-29.4613027	1.478109706	30.38844726	0.06591681386	43.6567722	0.6643796428	-32.21168672	1.905787727	44.16843977	0.674224182	-33.35964738	1.905475849	-58.58925647	1.270228985	-75.05544761	1.53486639	a248bdd	2x2_2C_8b_C2v_L	13.15	1.297453789	2	1.634168515	0.9999999997563802	1.0	-11.40337457	3.305792062	-12.39264075	0.6492680483	-0.9198771274	-0.08274894819	0.7474886113	-0.3102138189	2.776593929	-0.2008098093	-2.246620162	0.3542262732	-28.52848075	0.823538293	41.80900009	-1.308348356	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.739431191	0.08858689684	-1.661957479	0.4737510723	21.21156656	-3.511114102	-19.53726809	0.9111183832	21.53649053	-3.516833195	-20.02695451	0.8996349258	38.25086786	-2.860506503	33.41519457	-2.231863184	2024-10-23@09:22	3.375	-0.8430004097	1	1.06275148e-16	-0.4353837601	-1.5	-1.715994553e-16	0.259760034	v2.7.1	
1	Broyden	0	-9.356509953e-11	-171.8936311	-178.4	7.030009614	YY	11.5	0.9999527956	self-energy/D	sharp_wc_2_b_50	2	2	1.318809674	-0.2886444628	1.999999484	-6.659077271	1.999999972	-11.91150844	1.999998529	0.3121061364	3.740492057e-05	-11.86264809	1.999998469	0.3081589659	3.923314382e-05	3.321947659	0.0001565927533	-25.62461679	1.999990009	a248bdd	2x2_2C_8b_C2v_L	13.15	1.999952795	2	1.914210253	0.9999999998656932	1.0	0.0002545275169	-0.003223422208	8.163114165e-05	-0.0004297523636	-4.082952844e-05	0.002733014744	0.1602992153	-0.0001044034432	2.828736069e-05	-0.002748285659	-0.1592937849	0.0001088768207	0.8253340593	-0.0003986550411	0.0323454797	-0.01538406269	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.1043952777	1.416137011e-06	-0.8819370919	3.988900694e-07	1.590658011	-2.223773928e-05	0.0009777500425	-0.02373614675	-1.588072015	2.311718217e-05	-0.0009946775215	0.02422951948	-0.01169644273	0.06290806209	-2.207268041	3.217623807e-05	2024-10-23@09:23	1.5	-0.1730451256	1	4.284625176e-16	-0.05254619351	0.75	1.274656463e-16	0.02377476268	v2.7.1	
3	Broyden	0	0.04815807545	-401.1838238	-160.8	-3.728600724	YY	9	0.336378762	self-energy/D	sharp_wc_2_b_50	1	2	1.22154348	-14.32816714	1.930972949	-30.41672304	1.796543788	-21.85067747	1.547745285	-50.92618973	1.836808091	32.84674363	0.2231112649	-21.7605911	1.662060103	-6.505988947	1.213772249	0.415200698	0.005244077009	a248bdd	2x2_2C_8b_C2v_L	11.05	1.254689205	2	1.677307601	0.9999999997901909	1.0	-0.7399779284	0.4531081075	6.59690645	-2.256331317	2.906155491	-1.095134781	12.46126071	-1.627334244	-0.61199373	0.4361434674	-0.3876146833	-0.3911529494	0.0062381523	-0.04441989321	0.0107615479	-0.04380657728	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	5.494115297	-0.490029473	1.294784763	-0.08452624757	-9.36231768	2.038928335	5.003264244	-0.3337589558	9.698834248	-1.935964446	9.242702204	-1.904617232	-3.511156972	3.591985883	-0.343428814	0.2297588066	2024-10-23@09:27	3.375	-0.6903439962	1	-2.473066227e-16	-0.2857535579	1.5	-5.474467804e-17	0.1008361048	v2.7.1	
3	Broyden	0	-1.184860537e-05	-772.6685117	-194.4	-2.859720269	YY	10.25	0.4657418142	self-energy/D	sharp_wc_2_b_50	1	2	1.240190438	-30.52170464	1.663801956	31.91472679	0.0326106003	46.17740134	0.4650745111	-36.0793766	1.950034522	46.74463012	0.4694791929	-37.19120199	1.945398029	-68.96943375	1.423132492	-82.9840157	1.673780189	a248bdd	2x2_2C_8b_C2v_L	13.15	1.379959197	2	1.778785897	0.9999999998367357	1.0	-8.405300972	2.867548887	-9.571871629	0.3607053335	-0.6940410256	-0.007682793269	0.5883759712	-0.1863239278	2.132045514	-0.1241038943	-1.715743415	0.353487636	-22.19859802	0.6816922734	31.37848765	-0.8757937357	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.359426919	0.04518314706	-1.273051406	0.4259311899	15.79109392	-3.208106483	-15.27521359	0.5691038314	16.04607448	-3.210135448	-15.61691849	0.5695804756	29.94492521	-2.925112163	25.43647469	-2.1230482	2024-10-23@09:28	3.375	-0.5404438067	1	-3.856587678e-17	-0.2779885373	-0.75	5.003201202e-17	0.1219255241	v2.7.1	
16	Broyden	0	-0.002507511309	-179.3387402	-176.784	-5.292896648	YY	10.25	0.2448668887	self-energy/D	sharp_wc_2_b_50	0.001	2	1.257232151	-5.96967779	1.960285791	5.170242308	0.0283718173	-7.478439972	1.770971942	0.4873821229	0.01599688632	-18.48976149	1.926032446	13.71455582	0.2615628626	89.17478555	0.09829616519	88.64906176	0.4174042228	a248bdd	2x2_2C_8b_C2v_L	11.05	1.189993378	2	1.677155717	0.9999999994878714	0.9999999999999996	-0.2958556713	0.3563247579	0.8331660108	-0.2869204628	-0.0002417510199	0.007232523505	0.001170801166	-0.01584232037	3.486088823	-1.100002487	-4.285923977	1.855491263	-2.522730661	0.2435200835	-29.08326517	2.835800088	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.328539185	0.4128525769	0.4128834865	-0.5330342921	-2.35304661	1.613558245	-0.2569139038	0.4751077067	0.208384474	-0.0658283122	-0.1266840515	0.0545152756	27.37853331	-0.9353910784	-2.360345566	0.0822008726	2024-10-23@09:30	2.75	-0.5946326007	1	5.389368424e-16	-0.1880615717	0.75	5.404182772e-16	0.07699347827	v2.7.1	
3	Broyden	0	0.03741827329	-406.4101136	-144.8	-0.9056175486	YY	9	0.3485907598	self-energy/D	sharp_wc_2_b_50	2	2	1.200384319	-13.70723703	1.926714199	-30.27290488	1.739563333	-21.23640797	1.503528679	-50.70140572	1.809324915	32.60303706	0.2555535808	-21.32238986	1.620114527	-5.687636605	1.131001918	0.4776499581	0.006672724455	a248bdd	2x2_2C_8b_C2v_L	11.05	1.257511974	2	1.653467991	0.999999999778846	1.0000000000000002	-0.8005249679	0.5157568495	7.632847545	-2.526468324	3.109934877	-1.06315982	13.60231853	-1.755225992	-0.6206968702	0.4106876816	-0.3964989525	-0.3534813383	0.01172786017	-0.03867025096	0.02657017237	-0.1039241231	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	6.059821023	-0.5016887379	1.369362475	-0.07290137792	-9.999155304	2.09208929	5.369694766	-0.4010813309	10.67454724	-2.051612027	9.96645511	-1.999381013	-3.479719288	3.700612409	-0.3490271458	0.2445350562	2024-10-23@09:31	3.375	-0.7523496304	1	-4.729587827e-16	-0.3320731319	1.5	8.227842271e-17	0.1124079868	v2.7.1	
3	Broyden	0	-7.555905661e-06	-789.3166149	-178.4	-0.06518339946	YY	10.25	0.454736972	self-energy/D	sharp_wc_2_b_50	2	2	1.221526876	-30.35406193	1.619031507	31.68147856	0.04009195125	45.87647474	0.5056572441	-35.61699627	1.942528436	46.42656239	0.5126783836	-36.72157754	1.940557043	-67.52260166	1.375828325	-81.78197272	1.657665832	a248bdd	2x2_2C_8b_C2v_L	13.15	1.361835935	2	1.751324193	0.9999999998280673	0.9999999999999998	-9.13314005	2.997736842	-10.28656301	0.4267313115	-0.7279323003	-0.04125060174	0.63626562	-0.2368510971	2.264627491	-0.1700337343	-1.809130533	0.3142845589	-23.61839099	0.7516818723	33.49464656	-0.9316056555	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.454410776	0.05027825837	-1.391428134	0.4526721778	16.85992663	-3.290133508	-16.17190989	0.632170769	17.12964327	-3.297264095	-16.53492971	0.6265777543	31.79426256	-2.959184062	27.06497344	-2.121400274	2024-10-23@09:32	3.375	-0.6039270128	1	-8.702308637e-16	-0.3201925055	-0.75	4.052541145e-16	0.141780505	v2.7.1	
8	Broyden	0	-1.234648061e-06	-173.9917513	-146.4	14.54807213	YY	11.5	0.6441418172	self-energy/D	sharp_wc_2_b_50	4	2	1.309865905	-0.4538800727	1.998904959	-6.636649629	1.998301028	-11.7477162	1.991548886	-0.5396959407	1.977169062	-11.69862616	1.991520056	-0.5396559653	1.977230923	3.209471628	0.480239217	-25.6366833	1.969012523	a248bdd	2x2_2C_8b_C2v_L	13.15	1.643503539	2	1.892324061	0.9999999998320015	1.0	-0.001696741349	0.01524133925	0.002781613244	-0.005517142633	0.007514782763	0.001897998279	-0.01003681587	0.1180642707	-0.00734450664	-0.002080283459	0.009930738613	-0.1169928311	1.034682405	-3.004893917	0.04953418163	0.002325295354	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.1452449944	0.02124597388	-0.958711853	0.02759347268	1.700485233	-0.1224875187	0.2301863133	-0.1948291497	-1.697149505	0.1226565507	-0.2300340015	0.194544004	-0.01193437436	0.06262345697	-2.084166112	0.7634113895	2024-10-23@09:34	1.5	-0.2244924819	1	-2.67202951e-17	-0.0795468434	0.75	-3.658396773e-17	0.03490576565	v2.7.1	
2	Broyden	0	0.03144814298	-411.7054173	-128.8	1.582957504	YY	9	0.3597378701	self-energy/D	sharp_wc_2_b_50	3	2	1.172691508	-13.05579657	1.928119166	-30.11397117	1.682734866	-20.56684137	1.450320535	-50.47184078	1.787735343	32.35586207	0.2845465952	-20.83715614	1.575352867	-4.945696903	1.049529398	0.4834792564	0.008191689684	a248bdd	2x2_2C_8b_C2v_L	11.05	1.260209848	2	1.622319166	0.9999999996484656	1.0	-0.849051406	0.5513278263	8.628285733	-2.75943196	3.289119081	-1.146219648	14.69609037	-1.861794357	-0.6163679557	0.4607956128	-0.3910129174	-0.4321272639	0.01920896	-0.04569109408	0.05290299992	-0.1746747208	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	6.52939093	-0.4994648018	1.452747571	-0.07311362134	-10.58470968	2.141206595	5.712934788	-0.3955351445	11.60372438	-2.138537779	10.64954402	-2.10144854	-3.463236802	3.794618522	-0.3374562477	0.2437620992	2024-10-23@09:34	3.375	-0.8249670623	1	-4.703909999e-16	-0.3892124989	1.5	3.006982436e-16	0.1220362077	v2.7.1	
2	Broyden	0	-1.141278698e-05	-808.1067215	-162.4	2.506127331	YY	10.25	0.4404280751	self-energy/D	sharp_wc_2_b_50	3	2	1.198992888	-30.07699204	1.55628524	31.34817377	0.04983524974	45.51181392	0.5531730187	-35.06635209	1.938073147	46.05696167	0.5494505393	-36.15931589	1.922891402	-65.97375716	1.405105052	-80.44536214	1.579709535	a248bdd	2x2_2C_8b_C2v_L	13.15	1.3388922	2	1.719666503	0.9999999998267333	0.9999999999999998	-10.13207893	3.152419353	-11.24833775	0.5197687067	-0.8091521651	0.09964297075	0.6095379674	-0.05588030272	2.367775747	-0.04232793147	-1.987929347	0.5022420548	-24.9775463	0.6163735017	35.69185656	-1.127676195	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.644295403	0.07922978542	-1.494381637	0.4472709115	18.06583441	-3.376207014	-17.17633854	0.6948609998	18.32105631	-3.353638671	-17.55318302	0.7144499377	33.62655215	-2.83384342	28.78162699	-2.295016371	2024-10-23@09:34	3.375	-0.6731377382	1	-2.774407717e-16	-0.3655829762	-0.75	2.096446568e-16	0.1655733925	v2.7.1	
1	Broyden	0	5.832109011e-12	-173.8757921	-194.4	4.000001206	YY	11.5	0.9999848141	self-energy/D	sharp_wc_2_b_50	1	2	1.333333349	-0.4547636217	2	-6.651762849	2	-11.76254932	1.999999999	-0.563523672	1.999999988	-11.71357961	2	-0.5629447827	2	3.318086729	6.622876491e-05	-25.62861308	1.999994883	a248bdd	2x2_2C_8b_C2v_L	13.15	1.999984814	2	2.000000136	0.9999999998997267	1.0000000000000004	-1.381881375e-05	0.00010316944	7.891855333e-06	-7.74641382e-05	-5.361103619e-05	0.0001596658377	-5.380959997e-05	0.0005440619645	6.535351161e-06	-0.0001036777158	7.294233734e-06	9.968289531e-06	0.6231639496	-8.40356885e-05	0.01894287969	-0.01092645863	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.08638940947	-3.406777998e-09	-0.8501889511	3.274265198e-09	1.48463091	-1.755620862e-08	-0.1512765115	-1.020955883e-08	-1.481830381	5.623211678e-09	0.1510058361	-5.822313174e-10	-0.01005885085	0.04268222629	-2.316177516	3.479181711e-05	2024-10-23@09:36	1.5	2.438464517e-07	1	-3.582476422e-17	6.248387552e-08	1.5	1.931945595e-16	-2.817814421e-08	v2.7.1	
2	Broyden	0	1.262959443e-05	-830.3144308	-146.4	4.689370869	YY	10.25	0.4268568904	self-energy/D	sharp_wc_2_b_50	4	2	1.169961556	-29.82330138	1.50753304	31.02467738	0.06267540959	45.07829327	0.5959241004	-34.36880331	1.919277031	45.59110895	0.6100732313	-35.46269736	1.926182925	-63.75315836	1.301052762	-78.64131285	1.599038305	a248bdd	2x2_2C_8b_C2v_L	13.15	1.316714122	2	1.678822531	0.9999999997656647	0.9999999999999998	-10.97136829	3.249416099	-12.08030633	0.6085009489	-0.8222894198	-0.1277471713	0.7222780384	-0.3576089323	2.570984551	-0.2843143858	-2.050481091	0.2145580234	-26.82002903	0.8240301774	38.45288861	-1.116945558	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.714091166	0.05980159451	-1.687405196	0.5134850621	19.44273574	-3.428148763	-18.3198618	0.7993747975	19.72301778	-3.447129922	-18.72243757	0.7761829392	36.03695458	-2.942993462	30.89314391	-2.169821496	2024-10-23@09:37	3.375	-0.7570040447	1	-6.789209079e-16	-0.4137039798	-0.75	1.923621907e-16	0.1975066285	v2.7.1	
1	Broyden	0	-4.300770542e-12	-172.8395948	-178.4	7.628029034	YY	11.5	0.999997298	self-energy/D	sharp_wc_2_b_50	2	2	1.328017258	-0.3856555551	1.999999986	-6.667495191	1.999999999	-11.75507857	1.99999998	-0.3391307351	1.999999452	-11.70634463	1.999999965	-0.3363221544	1.999999023	3.23414357	1.109831458e-05	-25.62974609	1.999999208	a248bdd	2x2_2C_8b_C2v_L	13.15	1.999997298	2	1.963083489	0.9999999997680897	1.0	4.819075152e-05	-0.0005729834694	-2.980298454e-05	-2.232991261e-05	0.0001625172765	2.38489483e-05	0.0001627695189	-0.003088355098	-0.000231161917	4.479729369e-05	-0.0002211523476	0.004119431	0.7042719527	-1.975522312e-05	0.008003156724	-0.004288146898	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.1041652858	4.761920648e-08	-0.8890467414	1.138637811e-08	1.556710099	-3.097165878e-07	-0.1488481197	1.379199881e-06	-1.554079202	5.418912686e-07	0.1480571467	-2.329314556e-06	-0.003633768738	0.01712250552	-2.300900288	4.518997307e-06	2024-10-23@09:38	1.5	-0.07173691817	1	-3.204859759e-16	-0.02035734898	1.5	2.137642308e-16	0.009736370254	v2.7.1	
