model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	7.2963717	11.5	3.3038	0.029130929	-4.5100497	-5.2973899	0.13401512	-5.2982306	0.13414659	0.16393447	-5.2903396	12.8	0.10124616	1.303236	-1.949586	0.17652275	1.9497812	-0.17657605	-0.24145098	-2.5782164	2.4569	1	0.292	1.2479338	1.6836137	-0.61100768	-0.21643657	0.091854052	0.31401404	0.0069328248	1.9518507	1.7080103	0.013497882	1.7079954	0.013503778	0.0029341314	1.3742645	1.3052526	-0.36263149	-0.48716657	1.8201903	-0.39103793	-1.8203419	0.39111002	0.18360408	3.1834216	2	2	0	0	-102.71007	R0:N12:S0:1	1.3754851	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:52
2x2_2C_8b_C2v_L	11.813387	11.5	3.3038	0.024107802	-5.545412	-5.5362892	-0.018963589	-5.5341783	-0.019097206	-0.011961312	-5.1071936	12.8	0.045857105	0.88643468	-1.2712329	0.076438383	1.2709495	-0.076493764	-0.096093589	-1.6283795	1.5269	1	0.292	1.3106639	1.8558154	-0.21889834	-0.066538372	0.028761949	0.21192698	0.00052978199	1.9549526	1.8144884	0.00085835083	1.8144078	0.00085917411	0.0004404666	1.5767644	1.2091748	-0.09878418	-0.61328352	1.5497178	-0.10701078	-1.5500935	0.10706483	0.076259616	2.6093908	2	2	0	0	-99.902864	R0:N12:S0:1	1.6476326	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:54
2x2_2C_8b_C2v_L	7.2533573	11.5	3.3038	0.032083338	-4.4980141	-5.2993744	0.13711545	-5.3002011	0.13709277	0.16957163	-5.2993801	12.8	0.10250147	1.3076596	-1.958018	0.17815076	1.9581662	-0.17812238	-0.24396014	-2.5909741	2.4669	1	0.292	1.247425	1.682624	-0.61331247	-0.21743077	0.092309124	0.31472927	0.0071695977	1.9518512	1.7069955	0.013910778	1.7070272	0.013909437	0.0029921208	1.3727273	1.3058542	-0.36859789	-0.48582197	1.82249	-0.39644245	-1.8224008	0.39642111	0.18514106	3.1877663	2	2	0	0	-102.78122	R0:N12:S0:1	1.3753745	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:54
2x2_2C_8b_C2v_L	11.862785	11.5	3.3038	0.020523567	-5.5761086	-5.5582407	-0.021903189	-5.5568992	-0.021938503	-0.014585932	-5.1254458	12.8	0.045457681	0.8827383	-1.2655585	0.076181841	1.2654094	-0.07618478	-0.09571635	-1.6209866	1.5169	1	0.292	1.3114573	1.8591365	-0.21267702	-0.063987948	0.027625871	0.20981441	0.00051260913	1.9551683	1.8164451	0.00083886894	1.816358	0.00083844658	0.00043456351	1.5809907	1.2071034	-0.097071553	-0.61415478	1.5433932	-0.10584374	-1.5438591	0.10581544	0.075767436	2.5969909	2	2	0	0	-100.03382	R0:N12:S0:1	1.6637395	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:55
2x2_2C_8b_C2v_L	7.2105155	11.5	3.3038	0.035083156	-4.4843515	-5.2995363	0.13992899	-5.2994337	0.13977701	0.17542044	-5.3075125	12.8	0.10371884	1.3118654	-1.9660629	0.17962164	1.9660408	-0.17957968	-0.24647857	-2.6035578	2.4769	1	0.292	1.2469204	1.6816573	-0.61558272	-0.21841964	0.092760836	0.31548864	0.0074106845	1.9518486	1.7059602	0.014325866	1.7059443	0.014320277	0.0030517318	1.3711364	1.3065005	-0.37454909	-0.48446196	1.8247076	-0.40175601	-1.8247761	0.40166805	0.18669814	3.1922076	2	2	0	0	-102.83786	R0:N12:S0:1	1.3065005	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:56
2x2_2C_8b_C2v_L	11.898948	11.5	3.3038	0.01728474	-5.5796132	-5.5911332	-0.025233577	-5.5798242	-0.025448408	-0.01753891	-5.143918	12.8	0.04499525	0.87691095	-1.2609816	0.075944182	1.2597574	-0.076023006	-0.095351833	-1.6135162	1.5069	1	0.292	1.3120273	1.860878	-0.20841253	-0.06212913	0.026802313	0.2076374	0.00049397091	1.9551883	1.818901	0.00082139349	1.8181565	0.00081895452	0.00042993635	1.5853196	1.2049676	-0.095187334	-0.61639584	1.534704	-0.10479285	-1.5387289	0.10462192	0.075351745	2.583971	2	2	0	0	-100.13256	R0:N12:S0:1	1.6674622	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:56
2x2_2C_8b_C2v_L	7.1679531	11.5	3.3038	0.038197269	-4.4726174	-5.3018954	0.14285346	-5.2997533	0.14270194	0.18060686	-5.3111886	12.8	0.10499654	1.3163564	-1.9745379	0.1811513	1.974137	-0.18107903	-0.24859477	-2.615007	2.4869	1	0.292	1.2464218	1.6807165	-0.61780867	-0.21939849	0.093206782	0.31626069	0.0076693671	1.9518499	1.7050069	0.014766134	1.7048847	0.014746596	0.0031022661	1.3693257	1.3071621	-0.38083364	-0.48309927	1.8267499	-0.40729966	-1.8271677	0.40701514	0.18802378	3.196869	2	2	0	0	-102.89555	R0:N12:S0:1	1.3071621	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:57
2x2_2C_8b_C2v_L	11.942781	11.5	3.3038	0.013402567	-5.6009824	-5.6122591	-0.029337684	-5.6205286	-0.029189009	-0.020606672	-5.1649299	12.8	0.044512266	0.87243889	-1.2550104	0.075960899	1.2558929	-0.075940762	-0.095077705	-1.6063455	1.4969	1	0.292	1.3127264	1.8638091	-0.20286079	-0.05994041	0.025836779	0.20534012	0.00047522323	1.9553269	1.8204781	0.00080375938	1.8210211	0.00080632761	0.0004252351	1.5898191	1.202711	-0.093262076	-0.61790584	1.5309008	-0.10369739	-1.5279387	0.10387453	0.074948896	2.5705021	2	2	0	0	-100.28383	R0:N12:S0:1	1.6708409	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:57
2x2_2C_8b_C2v_L	7.1256102	11.5	3.3038	0.041313789	-4.4593706	-5.2992986	0.14546329	-5.3002865	0.14544249	0.18584478	-5.3157897	12.8	0.10628073	1.3206127	-1.9821022	0.18255235	1.9822901	-0.18255594	-0.25075642	-2.6267194	2.4969	1	0.292	1.2459275	1.6798029	-0.61999434	-0.22037383	0.093650503	0.31705865	0.0079375905	1.9518505	1.7038385	0.015197119	1.7038772	0.01520159	0.0031550032	1.3675529	1.3078474	-0.38722203	-0.48171648	1.8293724	-0.41257856	-1.8292664	0.4126367	0.18936932	3.2015271	2	2	0	0	-102.94269	R0:N12:S0:1	1.3078474	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:59
2x2_2C_8b_C2v_L	12.000291	11.5	3.3038	0.0098497057	-5.6130039	-5.6463665	-0.034133128	-5.6522481	-0.034040876	-0.024098855	-5.1859735	12.8	0.043949444	0.86727909	-1.2502474	0.076091056	1.2508895	-0.076073987	-0.094852641	-1.5990875	1.4869	1	0.292	1.3136648	1.867765	-0.19519883	-0.056908463	0.024524382	0.20301341	0.00045517219	1.955395	1.82286	0.00079283409	1.8232168	0.00079444174	0.00042143262	1.5943642	1.200425	-0.091170876	-0.61991849	1.5227797	-0.10303764	-1.520839	0.10314782	0.074613	2.5566989	2	2	0	0	-100.42404	R0:N12:S0:1	1.6741326	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:59
2x2_2C_8b_C2v_L	7.0835686	11.5	3.3038	0.044706968	-4.4475882	-5.2955748	0.14785656	-5.297374	0.14809121	0.19115862	-5.320948	12.8	0.10762128	1.3251345	-1.9894274	0.18382625	1.9897958	-0.18393283	-0.25289791	-2.6385871	2.5069	1	0.292	1.2454392	1.6789192	-0.62213284	-0.22134158	0.094089059	0.31787602	0.0082214316	1.9518525	1.7026663	0.015633979	1.7027342	0.015654522	0.0032073395	1.3658217	1.308552	-0.39387193	-0.48033824	1.8318802	-0.41781812	-1.8317088	0.41809726	0.19068084	3.2061346	2	2	0	0	-102.98469	R0:N12:S0:1	1.308552	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:00
2x2_2C_8b_C2v_L	12.051305	11.5	3.3038	0.0065902622	-5.6236053	-5.6853449	-0.040322642	-5.6919795	-0.040200258	-0.027998142	-5.2086655	12.8	0.043386024	0.86208079	-1.2457993	0.076509423	1.2465102	-0.076456653	-0.094683362	-1.5919499	1.4769	1	0.292	1.314495	1.8709836	-0.18846507	-0.054202709	0.02335583	0.20055269	0.00043524005	1.9554339	1.8253233	0.00078673038	1.8257213	0.00078783419	0.00041809882	1.599074	1.1980049	-0.089049555	-0.62222239	1.5145377	-0.10267966	-1.5123529	0.10275848	0.074318067	2.5422385	2	2	0	0	-100.5898	R0:N12:S0:1	1.6772225	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:01
2x2_2C_8b_C2v_L	7.0418903	11.5	3.3038	0.047985464	-4.431968	-5.2971455	0.15079809	-5.296239	0.15062029	0.19612467	-5.3232017	12.8	0.10896019	1.3290611	-1.9978128	0.18535754	1.9976301	-0.18531466	-0.25485682	-2.649732	2.5169	1	0.292	1.2449572	1.6780714	-0.62421624	-0.22230385	0.09452369	0.31867274	0.0085145947	1.95184	1.7016624	0.016119655	1.7016294	0.016111996	0.003257457	1.3639274	1.3092343	-0.40057901	-0.47901764	1.8340661	-0.42361532	-1.8341474	0.42350964	0.19192247	3.2109035	2	2	0	0	-103.0274	R0:N12:S0:1	1.3092343	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:02
2x2_2C_8b_C2v_L	12.100778	11.5	3.3038	0.0034627457	-5.6360516	-5.7336923	-0.048609433	-5.7380559	-0.048588892	-0.032562095	-5.2333728	12.8	0.042710279	0.85697719	-1.2419768	0.077388929	1.2424296	-0.077368229	-0.094683586	-1.5849464	1.4669	1	0.292	1.3153023	1.8739652	-0.18191493	-0.05153974	0.022217312	0.19792126	0.00041325726	1.9554759	1.8281166	0.00078982946	1.8283831	0.00079092186	0.0004160349	1.6039623	1.195413	-0.086670084	-0.62460275	1.5048746	-0.10291502	-1.503389	0.10299141	0.074140807	2.527099	2	2	0	0	-100.79349	R0:N12:S0:1	1.6799478	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:02
2x2_2C_8b_C2v_L	12.143543	11.5	3.3038	0.00036657797	-5.651991	-5.8089312	-0.063390085	-5.8105056	-0.063668146	-0.038812644	-5.2645158	12.8	0.041830038	0.85217786	-1.240113	0.079781514	1.2402348	-0.079817339	-0.094964133	-1.5785344	1.4569	1	0.292	1.3160045	1.8760298	-0.17645997	-0.049038179	0.021078557	0.19474645	0.00038667062	1.9554838	1.8317088	0.00082124153	1.8318446	0.00082291308	0.00041576276	1.6094161	1.192275	-0.083733571	-0.6275442	1.4922883	-0.10495377	-1.4914844	0.10506561	0.074136943	2.5099757	2	2	0	0	-101.12021	R0:N12:S0:1	1.6815958	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:03
2x2_2C_8b_C2v_L	7.0003866	11.5	3.3038	0.051410176	-4.4184811	-5.2926423	0.15308938	-5.2929464	0.15326368	0.20098458	-5.3266372	12.8	0.11033359	1.3333418	-2.0050395	0.18663147	2.0050974	-0.18670274	-0.25682622	-2.6611907	2.5269	1	0.292	1.2444793	1.6772455	-0.62626718	-0.22326127	0.094956574	0.31951064	0.0088230698	1.9518344	1.7004336	0.016588776	1.7004792	0.016602063	0.0033079443	1.3621025	1.3099571	-0.40752119	-0.47766424	1.836748	-0.4290304	-1.8365533	0.42922102	0.19314511	3.2156182	2	2	0	0	-103.06027	R0:N12:S0:1	1.3099571	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:04
2x2_2C_8b_C2v_L	6.9591364	11.5	3.3038	0.055038847	-4.4041591	-5.2894894	0.1556601	-5.2908231	0.15591265	0.20576265	-5.3285296	12.8	0.1117655	1.3374702	-2.0124898	0.18797913	2.0127913	-0.1880822	-0.25867649	-2.6722653	2.5369	1	0.292	1.2440061	1.6764464	-0.62827619	-0.22421423	0.095386571	0.32034069	0.0091487776	1.9518256	1.6992992	0.017082964	1.6993106	0.017098902	0.0033561343	1.3601938	1.310671	-0.41471247	-0.47632847	1.8390991	-0.43468529	-1.8391696	0.43488075	0.1943023	3.2204156	2	2	0	0	-103.09335	R0:N12:S0:1	1.310671	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:05
2x2_2C_8b_C2v_L	12.169872	11.5	3.3038	0.0067106263	-5.6320719	-6.0394487	-0.12603664	-6.0303844	-0.12484549	-0.058665636	-5.3156116	12.8	0.039903865	0.84550045	-1.249345	0.090712908	1.2485984	-0.090421529	-0.095963417	-1.572876	1.4469	1	0.292	1.316459	1.8755998	-0.17401607	-0.046694833	0.019813648	0.18887368	0.00033455957	1.9548484	1.8400282	0.0010320992	1.8393749	0.0010196945	0.00042181552	1.6172308	1.1864274	-0.077777861	-0.63660256	1.4615441	-0.11748977	-1.4654835	0.11675506	0.074718877	2.4837463	2	2	0	0	-102.00062	R0:N12:S0:1	1.6986222	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	10	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:05
2x2_2C_8b_C2v_L	6.9179359	11.5	3.3038	0.05877847	-4.390899	-5.2884183	0.15854945	-5.2856843	0.15829779	0.21046605	-5.3297141	12.8	0.1132416	1.3417928	-2.0204467	0.18947824	2.0198976	-0.18936275	-0.26050268	-2.6831754	2.5469	1	0.292	1.2435347	1.675657	-0.63026619	-0.22516413	0.095814259	0.32117864	0.0094918662	1.951815	1.6981838	0.017623858	1.6980695	0.017595537	0.0034039707	1.3582509	1.3113914	-0.42214891	-0.47501186	1.8415208	-0.4407849	-1.8418317	0.44042131	0.19544874	3.2252328	2	2	0	0	-103.12552	R0:N12:S0:1	1.3113914	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:07
2x2_2C_8b_C2v_L	6.877111	11.5	3.3038	0.06248047	-4.3760921	-5.2828098	0.16091576	-5.281478	0.16078128	0.21497199	-5.3304927	12.8	0.11469418	1.3458684	-2.0274738	0.19073945	2.0272255	-0.19068493	-0.26224962	-2.6939871	2.5569	1	0.292	1.2430703	1.6749074	-0.63220209	-0.22610957	0.096239014	0.32204558	0.0098444508	1.9518019	1.6969365	0.018145854	1.6968434	0.018129092	0.0034513717	1.3562855	1.3121405	-0.42962403	-0.47368671	1.8441483	-0.44650278	-1.8444838	0.44627657	0.19655308	3.2300998	2	2	0	0	-103.14627	R0:N12:S0:1	1.3121405	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:08
2x2_2C_8b_C2v_L	6.8362818	11.5	3.3038	0.066367108	-4.3596875	-5.277682	0.16343751	-5.2785694	0.1636085	0.21944937	-5.3299887	12.8	0.11617306	1.3497029	-2.0346393	0.19205365	2.034808	-0.19213695	-0.26396848	-2.7044918	2.5669	1	0.292	1.2426064	1.6741659	-0.63412395	-0.22705546	0.096663245	0.32291066	0.010211661	1.9517806	1.6956272	0.018683761	1.6957093	0.018704262	0.0034992749	1.3542432	1.3128852	-0.43724588	-0.47239306	1.8471056	-0.45227343	-1.8467884	0.45254603	0.19766328	3.2350417	2	2	0	0	-103.165	R0:N12:S0:1	1.3128852	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:09
2x2_2C_8b_C2v_L	6.7957187	11.5	3.3038	0.070511455	-4.3457701	-5.2727099	0.16610423	-5.2728654	0.16615352	0.22389378	-5.3294599	12.8	0.11775578	1.3539427	-2.0418185	0.19341868	2.0418571	-0.19344577	-0.26565418	-2.7149923	2.5769	1	0.292	1.2421477	1.6734527	-0.63600437	-0.22799703	0.097084629	0.3237837	0.010606726	1.9517616	1.6943983	0.019262416	1.6944022	0.019267164	0.0035457509	1.352208	1.313637	-0.44531618	-0.4711124	1.8496589	-0.45842773	-1.8496564	0.45848511	0.19873574	3.2399588	2	2	0	0	-103.18341	R0:N12:S0:1	1.313637	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:11
2x2_2C_8b_C2v_L	6.7552233	11.5	3.3038	0.074679501	-4.329965	-5.2678243	0.16881748	-5.2687759	0.16899133	0.22807891	-5.3274946	12.8	0.11930894	1.3578912	-2.049053	0.19479921	2.049241	-0.19484919	-0.26720852	-2.7251128	2.5869	1	0.292	1.2416909	1.6727508	-0.63786478	-0.2289364	0.097505329	0.32465631	0.011009788	1.9517339	1.6931217	0.019855446	1.6931752	0.019867604	0.0035905542	1.3500978	1.314387	-0.45335893	-0.46986572	1.8524425	-0.46460127	-1.8522702	0.46475736	0.19975004	3.2449401	2	2	0	0	-103.19856	R0:N12:S0:1	1.314387	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:12
2x2_2C_8b_C2v_L	6.7148815	11.5	3.3038	0.078998426	-4.3133286	-5.2629141	0.17166234	-5.261847	0.17167525	0.23235623	-5.3258228	12.8	0.12088157	1.3616928	-2.0562897	0.19621247	2.0560797	-0.19620706	-0.26881933	-2.7353208	2.5969	1	0.292	1.241237	1.6720734	-0.63969423	-0.22987733	0.097925467	0.32554389	0.01142852	1.951704	1.6918586	0.020484411	1.691819	0.020478116	0.0036375759	1.3479932	1.3151491	-0.46154373	-0.46861633	1.8551132	-0.47105661	-1.8552082	0.47098669	0.2007997	3.2499336	2	2	0	0	-103.20699	R0:N12:S0:1	1.3151491	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:13
2x2_2C_8b_C2v_L	6.6746276	11.5	3.3038	0.083323477	-4.2973126	-5.25423	0.17436379	-5.2546207	0.17433326	0.2367108	-5.3246165	12.8	0.12243741	1.3656078	-2.0627926	0.19751165	2.062864	-0.19750341	-0.27045713	-2.7456743	2.6069	1	0.292	1.2407858	1.6714089	-0.64150301	-0.23081479	0.098345466	0.32645126	0.011858844	1.9516745	1.690449	0.021111746	1.6904694	0.021113171	0.0036855744	1.3459164	1.3159303	-0.46978571	-0.46736217	1.8581109	-0.47732693	-1.8580469	0.47734345	0.20185534	3.2549031	2	2	0	0	-103.20948	R0:N12:S0:1	1.3159303	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:15
2x2_2C_8b_C2v_L	6.6343587	11.5	3.3038	0.087830529	-4.278946	-5.2495433	0.17748279	-5.2465071	0.177147	0.24091645	-5.321048	12.8	0.12400534	1.3691684	-2.0701109	0.19898981	2.0694708	-0.19884662	-0.27197636	-2.7554132	2.6169	1	0.292	1.2403348	1.6707526	-0.64329908	-0.231755	0.098764214	0.32735697	0.012305274	1.9516314	1.6891658	0.021798559	1.6890634	0.021762399	0.0037324341	1.3437091	1.3167079	-0.47814048	-0.46616432	1.8608609	-0.48413294	-1.8610668	0.48372443	0.20287997	3.2599874	2	2	0	0	-103.2087	R0:N12:S0:1	1.3167079	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:16
2x2_2C_8b_C2v_L	6.5935447	11.5	3.3038	0.09230309	-4.2612436	-5.2432584	0.18043438	-5.2405405	0.18021548	0.2452237	-5.3188352	12.8	0.12554978	1.3727836	-2.0770796	0.20039955	2.076545	-0.20031707	-0.27360005	-2.7655073	2.6269	1	0.292	1.2398827	1.6700472	-0.64514974	-0.23269445	0.099184941	0.32823686	0.012756836	1.9515906	1.6878403	0.02248539	1.6876945	0.022454544	0.0037816078	1.3415724	1.317456	-0.48642441	-0.46496498	1.8636371	-0.49080104	-1.8640865	0.49043793	0.2039448	3.2649792	2	2	0	0	-103.21353	R0:N12:S0:1	1.317456	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:17
2x2_2C_8b_C2v_L	6.5537938	11.5	3.3038	0.096855659	-4.2419571	-5.236188	0.1835932	-5.2324647	0.18316753	0.24922696	-5.3143121	12.8	0.12706151	1.3761653	-2.0839548	0.20183436	2.0831795	-0.20166563	-0.27501155	-2.774962	2.6369	1	0.292	1.2394349	1.6694573	-0.64685689	-0.23363338	0.099600612	0.32915832	0.013221685	1.9515412	1.6864411	0.023207711	1.6862903	0.023160563	0.0038274955	1.3393224	1.3182469	-0.49475807	-0.46378868	1.8666766	-0.49766303	-1.8670457	0.49713559	0.2049149	3.2700894	2	2	0	0	-103.20413	R0:N12:S0:1	1.3182469	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:18
2x2_2C_8b_C2v_L	12.169872	11.5	3.3038	0.0067106263	-5.6320719	-6.0394487	-0.12603664	-6.0303844	-0.12484549	-0.058665636	-5.3156116	12.8	0.039903865	0.84550045	-1.249345	0.090712908	1.2485984	-0.090421529	-0.095963417	-1.572876	1.4469	1	0.292	1.316459	1.8755998	-0.17401607	-0.046694833	0.019813648	0.18887368	0.00033455957	1.9548484	1.8400282	0.0010320992	1.8393749	0.0010196945	0.00042181552	1.6172308	1.1864274	-0.077777861	-0.63660256	1.4615441	-0.11748977	-1.4654835	0.11675506	0.074718877	2.4837463	2	2	0	0	-102.00062	R0:N12:S0:1	1.6986222	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	10	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:05
2x2_2C_8b_C2v_L	6.1132484	11.5	3.3038	0.14944826	-3.9762219	-5.1123159	0.22613407	-5.1146834	0.22657216	0.29970266	-5.2479129	12.8	0.14083572	1.4036232	-2.1502473	0.2175642	2.1507945	-0.21770763	-0.29141243	-2.8747467	2.7469	1	0.292	1.2345865	1.6631726	-0.6652833	-0.24404477	0.10422598	0.33973634	0.018723302	1.9507202	1.6688195	0.032909933	1.6688637	0.032943991	0.0044205485	1.3135466	1.327263	-0.58137563	-0.45131514	1.9040858	-0.57950879	-1.9041274	0.5798137	0.21659825	3.3270001	2	2	0	0	-102.81079	R0:N12:S0:1	1.327263	-151.9392	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@11:31
